125258.state,LF,FL,125258,state
170643.gender,,M,170643,gender
44995.marriedexemp,i2080,2080,44995,marriedexemp
74328.maritalstatus,,S,74328,maritalstatus
165274.rate,.0,5.0,165274,rate
61229.city,ASHUEOLT,ASHUELOT,61229,city
17163.city,AHSEVILLE,ASHEVILLE,17163,city
181360.gender,,M,181360,gender
56613.maritalstatus,,S,56613,maritalstatus
174022.lname,Kuck,Kruck,174022,lname
133681.gender,,M,133681,gender
82802.state,K,OK,82802,state
179595.rate,0.g0,0.0,179595,rate
63626.marriedexemp,,0,63626,marriedexemp
195038.marriedexemp,k0,0,195038,marriedexemp
116504.rate,684,6.84,116504,rate
190984.lname,rYarnikh,Yarnikh,190984,lname
18113.lname,Colerauer,Colmerauer,18113,lname
31061.city,TRUJILLOALTO,TRUJILLO ALTO,31061,city
98064.phone,,968-1329,98064,phone
16915.rate,39.,3.9,16915,rate
147845.haschild,eY,Y,147845,haschild
152524.lname,Alikenhead,Aikenhead,152524,lname
133558.lname,Hesoselink,Hesselink,133558,lname
136690.city,TALANTA,ATLANTA,136690,city
86126.phone,,488-2447,86126,phone
161661.childexemp,***,0,161661,childexemp
90582.maritalstatus,S,M,90582,maritalstatus
30202.singleexemp,v0,0,30202,singleexemp
139012.rate,.00,0.0,139012,rate
128538.marriedexemp,***,0,128538,marriedexemp
103284.childexemp,v0,0,103284,childexemp
77767.phone,127-1470,837-5679,77767,phone
176699.lname,Nomgura,Nomura,176699,lname
193381.singleexemp,,0,193381,singleexemp
1656.gender,***,M,1656,gender
69715.city,COUNIL,COUNCIL,69715,city
12464.singleexemp,***,0,12464,singleexemp
77490.city,MIDDLEnBURG,MIDDLEBURG,77490,city
25956.phone,222-8737,409-5811,25956,phone
11139.state,NV,MS,11139,state
17843.phone,222-8737,204-7733,17843,phone
32977.salary,30000***,30000,32977,salary
131547.maritalstatus,***,S,131547,maritalstatus
195297.haschild,***,N,195297,haschild
9153.phone,222-8737,548-8684,9153,phone
51305.haschild,sN,N,51305,haschild
65078.maritalstatus,***,S,65078,maritalstatus
100184.salary,57000,75000,100184,salary
8383.maritalstatus,,S,8383,maritalstatus
61485.state,D,SD,61485,state
168368.singleexemp,o0,0,168368,singleexemp
128539.maritalstatus,sM,M,128539,maritalstatus
130067.singleexemp,,0,130067,singleexemp
57014.rate,.50,5.0,57014,rate
120144.salary,10u0000,100000,120144,salary
38747.state,L,AL,38747,state
153658.phone,,490-5948,153658,phone
85776.salary,9000a0,90000,85776,salary
171079.singleexemp,,0,171079,singleexemp
122594.childexemp,,0,122594,childexemp
102263.childexemp,f0,0,102263,childexemp
3344.state,R,OR,3344,state
29833.state,NJ,DE,29833,state
118666.singleexemp,***,0,118666,singleexemp
148909.gender,***,M,148909,gender
88935.city,TUCOSN,TUCSON,88935,city
13617.singleexemp,***,0,13617,singleexemp
160716.childexemp,***,0,160716,childexemp
48083.phone,,950-2248,48083,phone
82107.city,SHAWAY,ASHAWAY,82107,city
70112.salary,500c0,5000,70112,salary
181344.childexemp,***,0,181344,childexemp
29323.state,AR,TN,29323,state
14723.city,PORTLAkND,PORTLAND,14723,city
193176.state,RP,PR,193176,state
135922.gender,iF,F,135922,gender
183328.singleexemp,,0,183328,singleexemp
44555.salary,5500,55000,44555,salary
29475.state,AR,IL,29475,state
104246.state,gLA,LA,104246,state
131500.singleexemp,250,2250,131500,singleexemp
141390.singleexemp,***,0,141390,singleexemp
99450.marriedexemp,***,0,99450,marriedexemp
45557.state,ySD,SD,45557,state
191818.haschild,N,Y,191818,haschild
44433.haschild,iN,N,44433,haschild
81162.rate,00.,0.0,81162,rate
168912.singleexemp,***,0,168912,singleexemp
13983.lname,Schulieder,Schlieder,13983,lname
175161.state,NlV,NV,175161,state
79863.rate,00.,0.0,79863,rate
170687.singleexemp,r0,0,170687,singleexemp
14767.gender,dF,F,14767,gender
97850.rate,3.248572,3.2428572,97850,rate
135225.city,LEONAiRD,LEONARD,135225,city
41432.gender,***,M,41432,gender
176487.state,S,MS,176487,state
173063.maritalstatus,nS,S,173063,maritalstatus
20980.maritalstatus,,M,20980,maritalstatus
146832.singleexemp,***,0,146832,singleexemp
23222.haschild,Y,N,23222,haschild
71947.maritalstatus,oM,M,71947,maritalstatus
193276.salary,9000d0,90000,193276,salary
58041.state,NeV,NV,58041,state
58849.rate,4.57,4.75,58849,rate
23679.haschild,Y,N,23679,haschild
141719.rate,.0,3.0,141719,rate
91451.salary,5000,85000,91451,salary
112588.marriedexemp,t0,0,112588,marriedexemp
186529.phone,,528-1412,186529,phone
196101.childexemp,***,0,196101,childexemp
4259.maritalstatus,,M,4259,maritalstatus
78464.haschild,***,N,78464,haschild
13160.city,RCOHESTER,ROCHESTER,13160,city
11291.state,NV,OH,11291,state
79960.gender,qF,F,79960,gender
132751.state,WxY,WY,132751,state
189775.state,YW,WY,189775,state
129869.singleexemp,21t00,2100,129869,singleexemp
180256.state,DS,SD,180256,state
173175.maritalstatus,S,M,173175,maritalstatus
29567.marriedexemp,d3800,3800,29567,marriedexemp
70548.haschild,pY,Y,70548,haschild
123800.state,LA,AL,123800,state
114220.childexemp,120,1200,114220,childexemp
18826.city,SUNBRY,SUNBURY,18826,city
169436.childexemp,***,0,169436,childexemp
176227.rate,1.4788452,1.4788542,176227,rate
89475.state,mMI,MI,89475,state
140455.lname,Kishno,Kishino,140455,lname
155194.rate,.4795432,4.795432,155194,rate
17592.childexemp,3030,3300,17592,childexemp
195571.lname,Delkaune,Delaune,195571,lname
138464.maritalstatus,,S,138464,maritalstatus
16120.city,ANCHORAEG,ANCHORAGE,16120,city
21562.phone,222-8737,646-7865,21562,phone
153378.haschild,,Y,153378,haschild
85798.childexemp,,0,85798,childexemp
137419.gender,,F,137419,gender
51508.marriedexemp,g0,0,51508,marriedexemp
90392.phone,,881-9853,90392,phone
18525.city,MOUNTAINu HOME,MOUNTAIN HOME,18525,city
31063.state,AR,SC,31063,state
74682.state,AiL,AL,74682,state
62928.childexemp,,0,62928,childexemp
61566.state,DS,SD,61566,state
123452.maritalstatus,S,M,123452,maritalstatus
17742.phone,222-8737,175-1267,17742,phone
130275.marriedexemp,***,0,130275,marriedexemp
4511.lname,Wtiteveen,Witteveen,4511,lname
150483.state,MuD,MD,150483,state
6897.city,PINEY POkINT,PINEY POINT,6897,city
106791.state,I,RI,106791,state
150532.lname,O''Hallaron***,O''Hallaron,150532,lname
70007.lname,Havlerson,Halverson,70007,lname
49810.marriedexemp,2q06,206,49810,marriedexemp
106329.gender,,F,106329,gender
151790.lname,Wadai,Wadia,151790,lname
81991.lname,Acccomazzi,Accomazzi,81991,lname
86870.childexemp,240g0,2400,86870,childexemp
29600.state,AR,NE,29600,state
57659.marriedexemp,u0,0,57659,marriedexemp
49664.lname,usch,Pusch,49664,lname
2599.phone,222-8737,103-8790,2599,phone
15828.state,wWY,WY,15828,state
77598.rate,w6.0,6.0,77598,rate
171994.salary,25000***,25000,171994,salary
162681.haschild,qY,Y,162681,haschild
8785.city,TUSCALOSA,TUSCALOOSA,8785,city
102959.state,UnT,UT,102959,state
13012.phone,,125-1515,13012,phone
62762.childexemp,,0,62762,childexemp
172021.haschild,cY,Y,172021,haschild
104882.singleexemp,g0,0,104882,singleexemp
127214.state,TU,UT,127214,state
28469.state,NJ,ID,28469,state
128806.lname,Vernaldke,Vernalde,128806,lname
196750.salary,9y0000,90000,196750,salary
4693.state,I,RI,4693,state
5682.lname,Milijson,Meilijson,5682,lname
9009.lname,yEre,Eyre,9009,lname
17753.phone,,201-8125,17753,phone
68745.state,WwY,WY,68745,state
134910.childexemp,27b2,272,134910,childexemp
70370.state,Y,WY,70370,state
82929.phone,,610-8523,82929,phone
195195.salary,4d5000,45000,195195,salary
116094.gender,***,M,116094,gender
76468.state,RO,OR,76468,state
176745.city,CAaMPO,CAMPO,176745,city
584.state,RzI,RI,584,state
74583.rate,70.,7.0,74583,rate
174695.maritalstatus,,S,174695,maritalstatus
138675.city,ASHnLAND,ASHLAND,138675,city
163871.haschild,***,Y,163871,haschild
36724.haschild,aN,N,36724,haschild
84804.maritalstatus,***,M,84804,maritalstatus
44254.singleexemp,,0,44254,singleexemp
155429.state,D,SD,155429,state
83314.city,ATHENgA,ATHENA,83314,city
141207.gender,***,M,141207,gender
28790.state,NJ,MD,28790,state
97017.gender,,F,97017,gender
11159.state,NV,NH,11159,state
560.singleexemp,***,0,560,singleexemp
117741.state,D,SD,117741,state
130942.city,ASHEVILLE***,ASHEVILLE,130942,city
54222.rate,00.,0.0,54222,rate
192043.gender,,F,192043,gender
149914.lname,Tillicuh,Tillich,149914,lname
82034.singleexemp,,0,82034,singleexemp
161417.haschild,oY,Y,161417,haschild
114381.phone,,262-8578,114381,phone
21761.city,DECgATUR,DECATUR,21761,city
30314.state,AR,MO,30314,state
72837.childexemp,***,0,72837,childexemp
46417.lname,pBaud,Baud,46417,lname
74076.gender,zF,F,74076,gender
126479.marriedexemp,***,0,126479,marriedexemp
187543.lname,Pekrins,Perkins,187543,lname
168384.rate,6183918,6.183918,168384,rate
17873.lname,Gofin,Goffin,17873,lname
143264.salary,03000,30000,143264,salary
30013.state,AR,OH,30013,state
99429.maritalstatus,S,M,99429,maritalstatus
160749.singleexemp,300,3300,160749,singleexemp
179340.marriedexemp,2060,2600,179340,marriedexemp
31461.state,AR,MO,31461,state
28890.state,NJ,VT,28890,state
172281.maritalstatus,bM,M,172281,maritalstatus
51240.gender,eF,F,51240,gender
148358.marriedexemp,***,0,148358,marriedexemp
190764.childexemp,3300***,3300,190764,childexemp
196873.rate,30.,3.0,196873,rate
42121.haschild,***,N,42121,haschild
38314.phone,,466-3465,38314,phone
163404.lname,Wrowbel,Wrobel,163404,lname
109510.marriedexemp,k0,0,109510,marriedexemp
157922.salary,20000***,20000,157922,salary
115085.salary,5000,50000,115085,salary
84857.phone,,855-7570,84857,phone
116902.state,EN,NE,116902,state
53753.marriedexemp,,0,53753,marriedexemp
197040.lname,Neria,Nerima,197040,lname
158731.singleexemp,60q00,6000,158731,singleexemp
185615.lname,Vednrig,Vendrig,185615,lname
29465.singleexemp,,0,29465,singleexemp
16945.city,AzNCHORAGE,ANCHORAGE,16945,city
148373.maritalstatus,***,S,148373,maritalstatus
36157.city,ATLANkTA,ATLANTA,36157,city
99406.maritalstatus,S,M,99406,maritalstatus
195896.lname,Aselotine,Aseltine,195896,lname
144935.lname,Portsko,Protsko,144935,lname
160523.state,Y,WY,160523,state
172189.childexemp,***,0,172189,childexemp
53256.singleexemp,21x00,2100,53256,singleexemp
72116.gender,,F,72116,gender
95670.lname,Feigenbalum,Feigenbaum,95670,lname
112802.haschild,fN,N,112802,haschild
60058.lname,Kawnobe,Kawanobe,60058,lname
40107.singleexemp,,0,40107,singleexemp
23063.rate,3.z0,3.0,23063,rate
112357.lname,Brbour,Barbour,112357,lname
93017.haschild,***,N,93017,haschild
11605.state,NV,KY,11605,state
156375.maritalstatus,***,M,156375,maritalstatus
73956.rate,50,5.0,73956,rate
138896.state,DS,SD,138896,state
112125.gender,,M,112125,gender
60555.haschild,,N,60555,haschild
169989.state,pMS,MS,169989,state
165349.haschild,***,N,165349,haschild
35594.maritalstatus,xM,M,35594,maritalstatus
21393.childexemp,y0,0,21393,childexemp
154544.singleexemp,,0,154544,singleexemp
51191.state,L,IL,51191,state
83370.rate,3.601895,3.6019895,83370,rate
127076.state,RP,PR,127076,state
62244.city,CWARD,COWARD,62244,city
174220.gender,***,M,174220,gender
101815.childexemp,200,2400,101815,childexemp
11580.state,NV,IN,11580,state
192355.gender,***,M,192355,gender
94858.phone,,308-1138,94858,phone
48648.gender,,M,48648,gender
192461.state,KrS,KS,192461,state
125189.state,IR,RI,125189,state
182307.city,ENNINGTON,BENNINGTON,182307,city
142396.maritalstatus,S,M,142396,maritalstatus
75962.rate,2.3353v226,2.3353226,75962,rate
97102.rate,00.,0.0,97102,rate
44001.haschild,Y,N,44001,haschild
181119.singleexemp,330,3300,181119,singleexemp
1128.city,SALISBRUY,SALISBURY,1128,city
70694.state,zOR,OR,70694,state
106010.maritalstatus,,M,106010,maritalstatus
30334.state,AR,WV,30334,state
13150.salary,50000***,50000,13150,salary
93581.childexemp,,0,93581,childexemp
98960.gender,bM,M,98960,gender
169408.childexemp,***,0,169408,childexemp
84895.maritalstatus,kS,S,84895,maritalstatus
169559.singleexemp,7,87,169559,singleexemp
40458.lname,hDur,Dur,40458,lname
91815.maritalstatus,zS,S,91815,maritalstatus
11907.childexemp,,0,11907,childexemp
181287.singleexemp,***,0,181287,singleexemp
138873.singleexemp,t0,0,138873,singleexemp
168652.singleexemp,o3575,3575,168652,singleexemp
36540.rate,2.3888888***,2.3888888,36540,rate
168605.phone,,860-9864,168605,phone
30278.city,WHITEWATEqR,WHITEWATER,30278,city
25548.phone,222-8737,605-4510,25548,phone
2238.state,IW,WI,2238,state
173767.salary,30n000,30000,173767,salary
37583.state,uWA,WA,37583,state
150834.maritalstatus,***,M,150834,maritalstatus
119359.gender,***,F,119359,gender
36056.maritalstatus,,S,36056,maritalstatus
119673.marriedexemp,25400,24500,119673,marriedexemp
28007.state,NJ,MO,28007,state
111236.marriedexemp,4905,4950,111236,marriedexemp
20192.state,AfL,AL,20192,state
183480.phone,,478-8469,183480,phone
69070.state,XT,TX,69070,state
81608.phone,,470-4952,81608,phone
33451.childexemp,r0,0,33451,childexemp
40356.lname,Tatsiopoluos,Tatsiopoulos,40356,lname
29644.state,AR,WA,29644,state
7945.salary,3500,35000,7945,salary
29423.state,NJ,FL,29423,state
10297.state,NV,IN,10297,state
140733.haschild,,N,140733,haschild
170190.salary,45v000,45000,170190,salary
158105.city,ARVAoDA,ARVADA,158105,city
30278.state,AR,CA,30278,state
14757.gender,***,F,14757,gender
121359.maritalstatus,,M,121359,maritalstatus
20181.state,IwD,ID,20181,state
190946.haschild,,Y,190946,haschild
30423.state,AR,WY,30423,state
141712.state,I,RI,141712,state
120756.gender,***,F,120756,gender
48652.state,WmV,WV,48652,state
194886.rate,2.578654,2.5778654,194886,rate
51349.phone,,887-1115,51349,phone
163315.state,RvI,RI,163315,state
11649.state,NV,NH,11649,state
83478.maritalstatus,S,M,83478,maritalstatus
70606.marriedexemp,,0,70606,marriedexemp
159978.city,HUGHESxVILLE,HUGHESVILLE,159978,city
116040.rate,.785,7.85,116040,rate
14702.phone,,553-7331,14702,phone
187080.childexemp,c0,0,187080,childexemp
152783.singleexemp,***,0,152783,singleexemp
168085.state,fWY,WY,168085,state
186756.maritalstatus,S,M,186756,maritalstatus
135902.maritalstatus,***,S,135902,maritalstatus
135350.phone,,652-2668,135350,phone
6469.marriedexemp,,0,6469,marriedexemp
72340.state,LA,AL,72340,state
29254.state,NJ,NM,29254,state
30888.state,AR,OR,30888,state
8076.childexemp,,0,8076,childexemp
18896.phone,,938-8834,18896,phone
15140.phone,,819-8664,15140,phone
63434.city,WILLIAMSBUG,WILLIAMSBURG,63434,city
140304.city,SHLEY,ASHLEY,140304,city
108083.state,L,AL,108083,state
174207.childexemp,0300,3000,174207,childexemp
191292.phone,,335-4943,191292,phone
181143.haschild,N,Y,181143,haschild
30503.state,AR,ID,30503,state
5297.phone,,342-4681,5297,phone
177997.maritalstatus,S,M,177997,maritalstatus
87937.state,L,AL,87937,state
168411.singleexemp,v0,0,168411,singleexemp
105968.singleexemp,o0,0,105968,singleexemp
146981.childexemp,f0,0,146981,childexemp
102037.rate,.0,0.0,102037,rate
121513.city,TAUNON,TAUNTON,121513,city
26942.state,VuA,VA,26942,state
11070.state,NV,NY,11070,state
73073.gender,***,M,73073,gender
71034.city,jATCO,ATCO,71034,city
132931.gender,,M,132931,gender
115027.childexemp,c0,0,115027,childexemp
186995.maritalstatus,,M,186995,maritalstatus
194692.haschild,N,Y,194692,haschild
22196.city,ATANTA,ATLANTA,22196,city
149601.gender,***,F,149601,gender
125492.childexemp,12d00,1200,125492,childexemp
132870.marriedexemp,4500,5400,132870,marriedexemp
30364.lname,Choukari,Choukair,30364,lname
171210.phone,260-4653,214-1637,171210,phone
2304.childexemp,f0,0,2304,childexemp
38883.lname,hClasen,Clasen,38883,lname
139975.childexemp,250,2250,139975,childexemp
16869.state,oRI,RI,16869,state
31561.state,AR,ND,31561,state
29234.state,NJ,MN,29234,state
159254.maritalstatus,S,M,159254,maritalstatus
124981.salary,50i00,5000,124981,salary
107613.phone,,741-4726,107613,phone
123748.state,T,CT,123748,state
151470.childexemp,***,0,151470,childexemp
195703.state,IsL,IL,195703,state
167835.maritalstatus,S,M,167835,maritalstatus
4523.childexemp,***,0,4523,childexemp
10931.city,WARtNER ROBINS,WARNER ROBINS,10931,city
71192.state,L,AL,71192,state
62670.marriedexemp,***,0,62670,marriedexemp
59448.phone,,740-7929,59448,phone
10820.state,NV,NH,10820,state
2765.childexemp,330,3300,2765,childexemp
28879.state,NJ,NH,28879,state
186680.state,kME,ME,186680,state
81466.marriedexemp,,0,81466,marriedexemp
171737.haschild,N,Y,171737,haschild
9569.maritalstatus,cS,S,9569,maritalstatus
146982.haschild,eN,N,146982,haschild
143259.state,M,NM,143259,state
168340.lname,Grxad,Grad,168340,lname
11150.state,NV,MS,11150,state
71727.gender,,M,71727,gender
181251.phone,260-4653,458-2721,181251,phone
182813.singleexemp,y0,0,182813,singleexemp
144235.marriedexemp,***,0,144235,marriedexemp
73507.state,RsI,RI,73507,state
139936.singleexemp,,0,139936,singleexemp
71270.singleexemp,***,0,71270,singleexemp
46852.state,R,PR,46852,state
119335.marriedexemp,***,0,119335,marriedexemp
50389.city,EGLINf AFB,EGLIN AFB,50389,city
14555.city,CREST PAKR,CREST PARK,14555,city
9859.phone,222-8737,951-1529,9859,phone
85506.rate,.0,3.0,85506,rate
107423.city,ASzHEVILLE,ASHEVILLE,107423,city
52390.city,WKAEFIELD,WAKEFIELD,52390,city
30571.haschild,***,Y,30571,haschild
65451.city,NAuSHUA,NASHUA,65451,city
158981.haschild,,N,158981,haschild
184651.maritalstatus,S,M,184651,maritalstatus
65656.state,VW,WV,65656,state
83560.rate,a9.0,9.0,83560,rate
15055.singleexemp,,0,15055,singleexemp
24998.singleexemp,g0,0,24998,singleexemp
96955.state,A,MA,96955,state
146455.maritalstatus,S,M,146455,maritalstatus
12065.state,NV,PR,12065,state
38591.singleexemp,,0,38591,singleexemp
28743.childexemp,,0,28743,childexemp
30824.state,AR,RI,30824,state
42607.lname,Asuryu,Asuru,42607,lname
5383.haschild,,N,5383,haschild
108962.city,GEORGETONW,GEORGETOWN,108962,city
158719.salary,0000,80000,158719,salary
72635.lname,Aslhey,Ashley,72635,lname
65112.state,A,MA,65112,state
111725.maritalstatus,S,M,111725,maritalstatus
38044.rate,4.04049,4.040549,38044,rate
153612.state,bAL,AL,153612,state
99421.rate,39.,3.9,99421,rate
129463.city,ARwTESIA,ARTESIA,129463,city
192096.rate,00.,0.0,192096,rate
34857.lname,aFyyad,Fayyad,34857,lname
112418.marriedexemp,w0,0,112418,marriedexemp
208.salary,8k0000,80000,208,salary
40302.singleexemp,500,1500,40302,singleexemp
191146.city,ALANTA,ATLANTA,191146,city
143794.singleexemp,***,0,143794,singleexemp
175137.city,POyRTLAND,PORTLAND,175137,city
98899.singleexemp,,0,98899,singleexemp
171186.singleexemp,***,0,171186,singleexemp
172939.lname,hWilm,Wilm,172939,lname
60383.city,YRK,YORK,60383,city
138324.haschild,,N,138324,haschild
154321.singleexemp,***,0,154321,singleexemp
100478.city,ARTEISA,ARTESIA,100478,city
62719.haschild,,N,62719,haschild
40465.phone,,722-9249,40465,phone
29375.state,NJ,UT,29375,state
76367.salary,v65000,65000,76367,salary
167837.maritalstatus,***,M,167837,maritalstatus
159933.maritalstatus,***,M,159933,maritalstatus
72977.singleexemp,1f59,159,72977,singleexemp
53777.maritalstatus,sS,S,53777,maritalstatus
59625.singleexemp,x0,0,59625,singleexemp
125194.lname,ubbe,Lubbe,125194,lname
10864.state,NV,GA,10864,state
128468.childexemp,***,0,128468,childexemp
105920.phone,,855-8163,105920,phone
133295.city,TAHENS,ATHENS,133295,city
95384.city,AUpRORA,AURORA,95384,city
75712.lname,Slyre,Syre,75712,lname
162976.lname,Tieney,Tierney,162976,lname
108429.phone,,468-4436,108429,phone
143525.lname,Hamrbison,Harbison,143525,lname
76548.marriedexemp,,0,76548,marriedexemp
11890.state,NV,TN,11890,state
177306.haschild,,N,177306,haschild
194745.childexemp,h0,0,194745,childexemp
30624.state,AR,TX,30624,state
29933.state,AR,FL,29933,state
80016.lname,Bhakar,Bhaskar,80016,lname
128786.childexemp,2400***,2400,128786,childexemp
19649.phone,127-1470,485-7986,19649,phone
29523.state,NJ,ID,29523,state
59894.phone,,279-1357,59894,phone
158748.marriedexemp,,0,158748,marriedexemp
21699.phone,,726-2820,21699,phone
25167.maritalstatus,***,S,25167,maritalstatus
51678.gender,nF,F,51678,gender
88417.rate,2.6666667***,2.6666667,88417,rate
106372.maritalstatus,,M,106372,maritalstatus
181794.salary,02000,20000,181794,salary
120058.state,MeS,MS,120058,state
145288.childexemp,c400,400,145288,childexemp
63709.phone,,344-7208,63709,phone
71389.state,LA,AL,71389,state
70966.state,E,ME,70966,state
17904.singleexemp,q0,0,17904,singleexemp
37487.salary,w60000,60000,37487,salary
55317.city,MILSEVILLE,MILESVILLE,55317,city
23373.state,DS,SD,23373,state
86616.state,A,VA,86616,state
168469.salary,7f5000,75000,168469,salary
11039.state,NV,CT,11039,state
112585.maritalstatus,***,S,112585,maritalstatus
28328.state,NJ,ND,28328,state
154767.maritalstatus,,S,154767,maritalstatus
8681.state,K,OK,8681,state
92870.haschild,,Y,92870,haschild
147732.childexemp,***,0,147732,childexemp
129137.city,CHErSTER,CHESTER,129137,city
177728.maritalstatus,S,M,177728,maritalstatus
122268.city,ATKNISON,ATKINSON,122268,city
135398.maritalstatus,,S,135398,maritalstatus
144191.childexemp,***,0,144191,childexemp
150750.childexemp,u0,0,150750,childexemp
169510.marriedexemp,o0,0,169510,marriedexemp
4768.state,AG,GA,4768,state
37843.childexemp,h0,0,37843,childexemp
32413.haschild,Y,N,32413,haschild
1669.salary,700g00,70000,1669,salary
9868.childexemp,***,0,9868,childexemp
177783.maritalstatus,***,S,177783,maritalstatus
163312.city,ATKINOSN,ATKINSON,163312,city
31994.phone,,138-7663,31994,phone
61714.childexemp,w0,0,61714,childexemp
128180.city,MENNO***,MENNO,128180,city
174644.lname,cShalk,Schalk,174644,lname
115962.childexemp,,0,115962,childexemp
29154.state,NJ,MN,29154,state
53249.lname,Nfedjah,Nedjah,53249,lname
55644.marriedexemp,q0,0,55644,marriedexemp
13086.state,gAL,AL,13086,state
29545.city,ASHjAWAY,ASHAWAY,29545,city
198573.singleexemp,***,0,198573,singleexemp
82554.haschild,***,N,82554,haschild
44525.state,D,ND,44525,state
115211.maritalstatus,S,M,115211,maritalstatus
57419.childexemp,y0,0,57419,childexemp
114725.singleexemp,2l0,20,114725,singleexemp
191333.state,AsL,AL,191333,state
70376.lname,Kuroshve,Kuroshev,70376,lname
143563.maritalstatus,S,M,143563,maritalstatus
126361.city,AHSBURN,ASHBURN,126361,city
30115.singleexemp,,0,30115,singleexemp
1402.phone,,386-8248,1402,phone
179337.gender,pF,F,179337,gender
169853.haschild,N,Y,169853,haschild
95987.rate,.0,0.0,95987,rate
63882.singleexemp,130,103,63882,singleexemp
114656.lname,hWile,While,114656,lname
114821.haschild,cN,N,114821,haschild
29223.state,AR,RI,29223,state
141462.salary,6y5000,65000,141462,salary
64469.salary,70500,75000,64469,salary
13296.haschild,,Y,13296,haschild
25701.childexemp,,0,25701,childexemp
142893.rate,6c.45,6.45,142893,rate
114267.haschild,wN,N,114267,haschild
7002.gender,,M,7002,gender
111428.haschild,***,N,111428,haschild
37151.singleexemp,n0,0,37151,singleexemp
126881.city,HOBBqS,HOBBS,126881,city
111026.phone,,433-5284,111026,phone
50302.lname,Bonrovoy,Borovoy,50302,lname
199306.state,Y,WY,199306,state
12548.lname,tSemann,Stemann,12548,lname
11979.state,NV,VT,11979,state
29575.state,NJ,PA,29575,state
47144.haschild,Y,N,47144,haschild
147278.childexemp,***,0,147278,childexemp
33628.marriedexemp,,0,33628,marriedexemp
177702.gender,kM,M,177702,gender
150453.childexemp,b0,0,150453,childexemp
120837.city,RBANDON,BRANDON,120837,city
48698.state,L,AL,48698,state
160834.city,ATLNTA,ATLANTA,160834,city
126266.city,RTESIA,ARTESIA,126266,city
136753.state,KaS,KS,136753,state
173711.childexemp,g0,0,173711,childexemp
179285.marriedexemp,d0,0,179285,marriedexemp
29865.salary,25000***,25000,29865,salary
39071.marriedexemp,***,0,39071,marriedexemp
29564.state,NJ,NE,29564,state
31921.state,L,IL,31921,state
133149.maritalstatus,S,M,133149,maritalstatus
71637.gender,,F,71637,gender
185050.childexemp,***,0,185050,childexemp
56633.marriedexemp,***,0,56633,marriedexemp
187378.state,I,RI,187378,state
111825.lname,Anot,Annot,111825,lname
61741.singleexemp,1000***,1000,61741,singleexemp
61699.childexemp,***,0,61699,childexemp
27172.salary,1000,10000,27172,salary
40717.city,LHAINA,LAHAINA,40717,city
11419.lname,Betouren,Betourne,11419,lname
8689.phone,,183-7232,8689,phone
140241.maritalstatus,S,M,140241,maritalstatus
85289.marriedexemp,,0,85289,marriedexemp
15824.gender,,M,15824,gender
26438.lname,Shervi,Servi,26438,lname
21323.phone,222-8737,533-5038,21323,phone
81186.childexemp,l0,0,81186,childexemp
80743.singleexemp,e700,700,80743,singleexemp
23339.phone,222-8737,444-5244,23339,phone
10133.state,NV,DC,10133,state
136727.childexemp,***,0,136727,childexemp
114051.singleexemp,***,0,114051,singleexemp
175038.city,ASHFOD,ASHFORD,175038,city
51117.salary,8000,80000,51117,salary
195112.state,YW,WY,195112,state
96414.lname,Detjesn,Detjens,96414,lname
70504.salary,4000,40000,70504,salary
182295.rate,47.5,4.75,182295,rate
87630.marriedexemp,,0,87630,marriedexemp
11024.childexemp,f0,0,11024,childexemp
69703.city,RCHMOND,RICHMOND,69703,city
112125.phone,,609-8914,112125,phone
191906.lname,Hubbenr,Hubbner,191906,lname
3481.marriedexemp,4000***,4000,3481,marriedexemp
1637.state,D,SD,1637,state
199897.haschild,vY,Y,199897,haschild
135148.childexemp,,0,135148,childexemp
121704.gender,,F,121704,gender
33392.phone,,310-7952,33392,phone
184626.rate,0.h0,0.0,184626,rate
196992.lname,Dio,Doi,196992,lname
118410.rate,70,7.0,118410,rate
120438.rate,3.7,3.07,120438,rate
57200.city,oARTHUR,ARTHUR,57200,city
29764.state,NJ,NH,29764,state
131663.phone,,202-4040,131663,phone
163801.maritalstatus,***,S,163801,maritalstatus
11938.state,NV,SC,11938,state
191156.rate,85,8.5,191156,rate
121221.gender,,F,121221,gender
19999.haschild,Y,N,19999,haschild
30667.state,AR,RI,30667,state
22163.singleexemp,1r10,110,22163,singleexemp
33797.lname,rlek,Brlek,33797,lname
12234.haschild,Y,N,12234,haschild
101156.gender,,F,101156,gender
28538.state,NJ,TX,28538,state
84404.childexemp,330,3300,84404,childexemp
79035.city,ASHLbAND,ASHLAND,79035,city
176380.singleexemp,***,0,176380,singleexemp
124894.lname,Scwhetman,Schwetman,124894,lname
105700.state,LA,AL,105700,state
108934.state,IH,HI,108934,state
1595.marriedexemp,***,0,1595,marriedexemp
11380.state,NV,IN,11380,state
175804.maritalstatus,S,M,175804,maritalstatus
115345.lname,Einmwohner,Einwohner,115345,lname
160585.state,YW,WY,160585,state
67853.phone,,338-1253,67853,phone
185518.childexemp,u0,0,185518,childexemp
33281.state,rAL,AL,33281,state
184151.salary,6000,65000,184151,salary
177396.rate,4u.475,4.475,177396,rate
170655.singleexemp,x0,0,170655,singleexemp
48484.haschild,sN,N,48484,haschild
193734.gender,***,F,193734,gender
