index,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
4850,Raed,Feulner,M,301,481-3970,ACCIDENT,MD,21520,S,N,95000,4.75,2400,0,0
4851,Maroin,Ohsie,F,989,182-7495,EAST CHINA,MI,48054,M,N,40000,3.9,0,6200,0
4853,Bouchung,Mobasher,F,615,670-2169,GUYS,TN,38339,S,N,10000,0.0,0,0,0
4855,Olli,Sutter,F,617,395-1852,MILL RIVER,MA,1244,S,N,60000,5.3,3575,0,0
4858,Kyoichi,Nicolson,M,939,932-1519,PATILLAS,PR,723,M,Y,20000,0.0,0,0,0
4860,Valery,Porotnikoff,M,207,634-1924,BROWNVILLE JUNCTION,ME,4415,S,N,75000,8.5,2850,0,0
4862,Asa,Bruss,M,334,952-5797,BRIERFIELD,AL,35035,M,N,95000,5.0,0,3000,0
4863,Hester,Manara,M,914,512-3395,MANORVILLE,NY,11949,S,N,10000,4.011585,0,0,0
4864,Kankanahalli,Schmitz,M,732,586-3683,EDISON,NJ,8817,M,Y,80000,2.34625,0,2000,1500
4866,Cory,Erez,M,401,652-6655,CLAYVILLE,RI,2815,M,Y,15000,0.0,0,0,0
4870,Benn,Vitiello,F,787,994-5559,CAGUAS,PR,726,S,N,5000,0.0,0,0,0
4871,Perla,Parrow,M,603,370-1231,HAMPTON,NH,3842,M,N,35000,0.0,0,0,0
4877,Lyn,McCrossin,M,781,975-7984,HANOVER,MA,2339,S,N,30000,5.3,3575,0,0
4879,Timo,Hartrumpf,M,585,686-8813,GREENVILLE,NY,12083,M,Y,30000,4.127439,0,0,1000
4881,Namyun,Meysembourg,F,301,854-1361,BOWIE,MD,20718,M,Y,100000,4.75,0,4800,2400
4882,Sally,Tomas,F,860,558-3642,NORWALK,CT,6854,S,Y,50000,5.0,12750,0,0
4887,Ulfar,Botuscharov,F,304,590-6938,AUBURN,WV,26325,M,N,5000,3.0,0,4000,0
4890,IlYoung,Kildall,M,615,761-7584,DICKSON,TN,37055,S,N,85000,0.0,0,0,0
4892,Pragnesh,Feast,F,334,642-7125,GRAND BAY,AL,36541,S,N,35000,5.0,1500,0,0
4893,Erina,Cattrall,M,754,145-1520,BASCOM,FL,32423,M,N,50000,0.0,0,0,0
4895,Annabelle,Kamakoti,F,859,597-3890,FLORENCE,KY,41042,S,N,70000,5.7222223,20,0,0
4897,Reem,Chakroborty,M,202,913-4989,WASHINGTON,DC,20552,S,N,20000,6.75,1370,0,0
4898,Michio,Farreny,F,802,216-5667,FAIRLEE,VT,5045,M,N,80000,4.5967627,0,6600,0
4899,Shivi,Carreras,F,585,250-7824,SPRING VALLEY,NY,10977,S,Y,35000,4.1564026,0,0,1000
4900,Eliana,Lieflander,F,301,630-4736,SAVAGE,MD,20763,S,Y,10000,4.75,2400,0,2400
4902,Yinfeng,Sssuwa,M,947,513-5272,MADISON HEIGHTS,MI,48071,S,N,25000,3.9,3100,0,0
4904,Philippe,Coradeschi,F,205,311-2033,MOBILE,AL,36644,S,Y,15000,5.0,1500,0,300
4915,Jiann,Blum,M,931,371-2114,CHATTANOOGA,TN,37411,S,N,90000,0.0,0,0,0
4916,Michal,Cullingford,F,860,836-9807,BROOKLYN,CT,6234,M,N,60000,5.0,0,24500,0
4918,Miki,Leffler,M,410,131-1512,BOWIE,MD,20717,S,N,75000,4.75,2400,0,0
4922,Pomset,Valtorta,M,603,675-8660,NEWBURY,NH,3255,M,Y,70000,0.0,0,0,0
4923,Wided,Acioly,M,862,911-2641,PATERSON,NJ,7533,M,Y,70000,2.1885417,0,2000,1500
4924,Look,Parrow,M,910,357-8083,WOODLEAF,NC,27054,M,Y,75000,7.305944,0,6600,3300
4925,Floris,Lueh,F,401,334-4225,NEWPORT,RI,2841,M,Y,55000,0.0,0,0,0
4927,Swen,Meriem,F,215,405-9117,PITTSBURGH,PA,15266,M,Y,45000,3.07,0,0,0
4928,Hichum,Fuhrman,M,304,136-5529,LESTER,WV,25865,M,Y,50000,5.8,0,4000,2000
4931,Hideo,Bloo,F,404,325-9482,COMMERCE,GA,30599,S,Y,85000,6.0,2700,0,3000
4932,Tian,Basagni,F,939,556-7695,SAN JUAN,PR,955,S,N,35000,0.0,0,0,0
4933,Guangwei,Cannard,M,843,530-4262,HAMPTON,SC,29924,M,Y,35000,7.0,0,6600,3300
4934,Mamdouh,Weiermann,F,804,210-8205,RICHMOND,VA,23237,M,N,85000,5.75,0,1800,0
4939,Yash,Felici,F,662,324-2484,GREENVILLE,MS,38704,M,Y,75000,5.0,0,12000,1500
4940,Bai,Gouy,M,989,995-7588,PAW PAW,MI,49079,S,N,90000,3.9,3100,0,0
4941,Carter,Cromwell,M,251,266-3915,COTTONDALE,AL,35453,S,N,75000,5.0,1500,0,0
4943,Tulin,Tsutsui,F,802,236-2379,WILLISTON,VT,5495,S,N,10000,3.6,3300,0,0
4946,Liya,Carpi,M,802,218-1963,WOODSTOCK,VT,5091,M,Y,30000,3.6019895,0,6600,3300
4947,Kailish,Zeidenstein,M,910,578-2368,FARMVILLE,NC,27828,S,N,10000,6.0,3300,0,0
4948,Lisa,Rouchaleau,M,574,911-1648,BRADFORD,IN,47107,M,Y,40000,3.4,0,2000,1000
4950,Shizuo,Lukanowicz,M,802,764-8650,BAKERSFIELD,VT,5441,M,Y,100000,4.994672,0,6600,3300
4951,Shinkuro,Muldner,F,252,901-7225,WILMINGTON,NC,28403,S,N,5000,6.0,3300,0,0
4952,Micha,Takeshi,F,404,563-7765,MACON,GA,31202,M,N,45000,6.0,0,5400,0
4953,Kejun,Fusaschi,M,203,837-7545,NEWTOWN,CT,6470,S,Y,20000,5.0,12750,0,0
4954,Byungho,Abeln,M,207,395-4870,GARLAND,ME,4939,S,Y,5000,2.2135036,2850,0,2850
4955,Walter,Scraton,M,203,593-1447,NORWALK,CT,6853,S,Y,95000,5.0,12750,0,0
4958,Nasser,Vecchi,M,251,828-3466,COOSADA,AL,36020,S,Y,30000,5.0,1500,0,300
4960,Adelheit,Fouks,F,601,607-7159,HOLLY RIDGE,MS,38749,M,N,80000,5.0,0,12000,0
4961,Kosmas,Himsholt,F,603,354-2669,DOVER,NH,3822,M,N,20000,0.0,0,0,0
4962,Gardiner,Bharadwaj,F,978,311-3062,MILFORD,MA,1757,S,Y,60000,5.3,3575,0,1000
4963,Nobu,Burgert,F,856,256-1077,SOUTH ORANGE,NJ,7079,S,Y,75000,2.267396,1000,0,1500
4964,Kimon,Dahl,M,517,679-7711,OWENDALE,MI,48754,M,N,25000,3.9,0,6200,0
4965,Zixiang,Tryon,F,603,455-4113,ROCHESTER,NH,3866,S,Y,80000,0.0,0,0,0
4966,Kek,Drobnic,F,906,534-4633,MIDLAND,MI,48642,S,Y,40000,3.9,3100,0,3100
4971,Rupal,Ogunyode,M,603,161-3624,GORHAM,NH,3581,M,N,50000,0.0,0,0,0
4972,Simonetta,Obermaier,F,401,904-8834,SHANNOCK,RI,2875,M,Y,50000,0.0,0,0,0
4974,Audris,Livari,M,219,269-7991,BREMEN,IN,46506,M,N,80000,3.4,0,2000,0
4975,Farooq,Lieblein,M,908,319-5953,OAK RIDGE,NJ,7438,S,Y,25000,1.4788542,1000,0,1500
4976,Kanupriya,Benassi,F,860,374-8773,CLINTON,CT,6413,S,Y,10000,0.0,12750,0,0
4977,Kazuto,Dershowitz,F,862,566-2277,ENGLEWOOD CLIFFS,NJ,7632,S,Y,90000,2.5039582,1000,0,1500
4980,Amund,Guggino,M,724,282-9506,CONNEAUT LAKE,PA,16316,S,Y,90000,3.07,0,0,0
4981,Chaim,Paleczny,M,334,113-8572,FORT DEPOSIT,AL,36032,M,N,55000,5.0,0,3000,0
4983,Bett,Groenboom,M,787,151-7751,SAN JUAN,PR,906,M,N,40000,0.0,0,0,0
4984,Jifeng,Krisper,M,574,387-9985,INDIANAPOLIS,IN,46235,S,Y,55000,3.4,1000,0,1000
4987,Wilsin,Brandsma,M,772,748-1920,NEPTUNE BEACH,FL,32266,M,N,75000,0.0,0,0,0
4988,Stamatis,Pietak,F,678,304-9784,WEST GREEN,GA,31567,M,Y,65000,6.0,0,5400,3000
4989,Byung,Boynton,F,860,900-4516,BANTAM,CT,6750,M,N,5000,3.0,0,24500,0
4991,Seema,Horspool,M,603,216-5807,HANOVER,NH,3755,M,Y,100000,0.0,0,0,0
4994,Darwyn,Lingard,M,207,639-2405,WASHINGTON,ME,4574,M,N,80000,8.5,0,5700,0
4995,Aggrey,Avouris,F,601,728-9350,JACKSON,MS,39236,M,Y,40000,5.0,0,12000,1500
4996,Bill,Saleeb,M,202,592-8941,WASHINGTON,DC,20417,S,N,60000,9.0,1370,0,0
5000,Hideo,Geniet,F,334,980-5289,BIRMINGHAM,AL,35291,S,Y,75000,5.0,1500,0,300
5001,Nikos,Orleans,F,843,422-7112,LITTLE RIVER,SC,29566,S,N,65000,7.0,3300,0,0
5002,Naoya,Lakshmipathy,F,203,953-2621,HARTFORD,CT,6153,S,Y,40000,5.0,12750,0,0
5003,Sonia,Dybig,F,302,148-8810,CLAYMONT,DE,19703,M,N,70000,5.95,0,220,0
5004,Rhonda,Brune,M,939,397-9546,BARRANQUITAS,PR,794,M,Y,35000,0.0,0,0,0
5006,Xianzhi,Iacobovici,M,603,153-2468,WOODSTOCK,NH,3293,M,N,90000,0.0,0,0,0
5008,Geard,Gabrielian,M,802,157-1379,WILLISTON,VT,5495,M,Y,90000,4.7957172,0,6600,3300
5010,Sunder,Marinova,F,205,763-3851,MONROEVILLE,AL,36462,S,Y,80000,5.0,1500,0,300
5012,Baoan,Perz,M,419,144-6135,BEDFORD,OH,44146,M,N,60000,2.537718,0,2600,0
5015,Edoardo,Sterren,M,216,981-1648,SANDYVILLE,OH,44671,S,Y,85000,3.36759,1300,0,1300
5016,Rik,Hagerman,F,802,537-9750,WEST FAIRLEE,VT,5083,S,N,25000,3.6,3300,0,0
5018,Kristine,Perfilyeva,M,567,828-7024,DAYTON,OH,45428,M,Y,50000,2.2057693,0,2600,1300
5019,Yakkov,Coors,M,914,710-6935,NEW YORK,NY,10160,M,Y,85000,4.4460363,0,0,1000
5020,Ravindra,Gluchowski,F,434,532-3656,BURKE,VA,22015,S,Y,75000,5.75,900,0,900
5021,Swee,Impagliazzo,M,567,374-7524,CONOVER,OH,45317,M,Y,75000,3.0356412,0,2600,1300
5023,Loring,Noonan,F,937,676-7465,BRADNER,OH,43406,M,Y,50000,2.2057693,0,2600,1300
5024,Hamilton,Shklar,M,304,294-3118,DAVIN,WV,25617,S,Y,90000,6.5,2000,0,2000
5027,Fytton,Kumano,M,203,503-7115,COS COB,CT,6807,S,Y,35000,5.0,12750,0,0
5029,Hiraku,Giandonato,M,910,492-5349,FAYETTEVILLE,NC,28304,M,Y,50000,6.7814684,0,6600,3300
5032,Levent,Policriti,F,401,298-7525,BRADFORD,RI,2808,S,Y,65000,0.0,0,0,0
5033,Arnie,Jelasity,M,908,391-3958,BAPTISTOWN,NJ,8803,M,Y,10000,1.4,0,2000,1500
5034,GuoDong,Stanculescu,M,304,345-4914,HUNTINGTON,WV,25713,M,N,5000,3.0,0,4000,0
5035,Jooseok,Smotrovs,F,334,950-7593,HOLY TRINITY,AL,36859,M,Y,100000,5.0,0,3000,300
5036,Suman,Dighe,M,606,346-7995,LEXINGTON,KY,40598,M,N,100000,6.0,0,40,0
5041,Anker,Schnelling,M,256,162-6728,BIRMINGHAM,AL,35217,S,Y,25000,5.0,1500,0,300
5044,Hirosato,Kaelbling,F,478,344-6111,KENNESAW,GA,30160,M,N,100000,6.0,0,5400,0
5047,Noriharu,Blumenrohr,F,270,902-1753,DORTON,KY,41520,S,Y,90000,6.0,20,0,20
5048,Gisli,Lund,M,551,919-9572,IMLAYSTOWN,NJ,8526,S,N,5000,1.4,1000,0,0
5051,Eiiti,Jayaprakash,M,919,382-9617,MARSHALL,NC,28753,S,Y,25000,6.256993,3300,0,3300
5052,Kokichi,Colliat,M,802,509-8213,WATERBURY,VT,5676,S,Y,70000,4.397808,3300,0,3300
5053,Luis,Bra,M,336,469-5411,CASHIERS,NC,28717,S,N,30000,6.361888,3300,0,0
5054,Marisa,Clegg,M,814,243-1591,FRIEDENSBURG,PA,17933,S,Y,35000,3.07,0,0,0
5056,Rossella,Lumsden,F,603,115-6116,SPOFFORD,NH,3462,M,Y,30000,0.0,0,0,0
5059,Batoul,Hudlicka,F,860,314-1844,FAIRFIELD,CT,6824,S,N,5000,3.0,12750,0,0
5060,Yiping,Rennels,F,845,827-5188,RUSSELL,NY,13684,S,Y,20000,4.0695124,0,0,1000
5061,Kaj,Rosenblad,M,352,420-5131,SAINT CLOUD,FL,34772,M,Y,80000,0.0,0,0,0
5062,Aisheng,Szepesvari,M,434,219-8978,SPERRYVILLE,VA,22740,M,Y,60000,5.75,0,1800,900
5063,Waseem,Forys,M,908,650-3121,TRENTON,NJ,8605,M,N,10000,1.4,0,2000,0
5064,Akshay,Millo,M,302,659-4739,NEWARK,DE,19712,S,N,75000,5.95,110,0,0
5065,Eneia,Challis,F,252,559-4097,ELKIN,NC,28621,S,Y,75000,7.305944,3300,0,3300
5066,Rafi,Rehof,F,662,410-9884,CASCILLA,MS,38920,S,N,50000,5.0,6000,0,0
5070,Jifeng,Raoult,M,706,781-9652,AUGUSTA,GA,30905,M,Y,60000,6.0,0,5400,3000
5074,Msaki,Donath,F,269,157-9753,EAU CLAIRE,MI,49111,S,Y,10000,3.9,3100,0,3100
5079,Liping,Blaauw,M,616,803-1924,CASCO,MI,48064,M,Y,55000,3.9,0,6200,3100
5080,Sergei,Dempsey,F,601,606-6848,GRENADA,MS,38902,M,N,50000,5.0,0,12000,0
5083,Florentino,Staub,F,859,403-3900,WICKLIFFE,KY,42087,M,N,30000,3.5,0,40,0
5085,Toru,Gavoille,F,939,819-2748,PENUELAS,PR,624,S,Y,15000,0.0,0,0,0
5089,Mousheng,Babb,M,931,997-7668,DUCKTOWN,TN,37326,S,Y,35000,0.0,0,0,0
5092,Minkoo,Boufaida,F,803,218-6931,SPARTANBURG,SC,29304,S,N,95000,7.0,3300,0,0
5094,Jamie,Carla,M,614,509-5313,BOWLING GREEN,OH,43402,S,Y,35000,1.7078462,1300,0,1300
5097,Subhashish,Matteis,M,202,210-2493,WASHINGTON,DC,20045,M,N,90000,9.0,0,2740,0
5099,Collette,Wessel,F,443,694-5766,PRICE,MD,21656,M,N,75000,4.75,0,4800,0
5100,Mengchi,Larin,M,731,328-6640,HUNTINGDON,TN,38344,M,N,40000,0.0,0,0,0
5103,Yanqing,Freundschuh,M,769,292-4096,LOUISE,MS,39097,S,Y,40000,5.0,6000,0,1500
5105,Cong,Rotolo,M,937,633-3533,PANDORA,OH,45877,M,N,50000,2.2057693,0,2600,0
5109,Garimella,Motley,M,304,192-5557,MIAMI,WV,25134,M,N,15000,3.35,0,4000,0
5111,Zhiwei,Kabalevsky,F,802,673-8652,EAST BURKE,VT,5832,M,N,15000,3.6,0,6600,0
5112,Teck,DeTurk,M,802,765-9006,LOWELL,VT,5847,M,N,85000,4.69624,0,6600,0
5113,Georghios,Wester,F,781,896-2073,READING,MA,1867,S,Y,75000,5.3,3575,0,1000
5115,Guylaine,Leban,F,443,405-8876,WARWICK,MD,21912,M,Y,65000,4.75,0,4800,2400
5117,Rex,Burnell,M,850,390-5239,MARCO ISLAND,FL,34146,S,Y,85000,0.0,0,0,0
5120,Elwyn,Murtha,F,802,827-4141,CALAIS,VT,5648,S,N,30000,3.6019895,3300,0,0
5121,Talel,Ruther,F,757,406-7153,NORTH,VA,23128,M,Y,10000,3.875,0,1800,900
5122,Huzefa,Haneke,F,401,652-2051,SAUNDERSTOWN,RI,2874,S,N,40000,0.0,0,0,0
5123,Yunn,Cools,M,339,969-4164,FALMOUTH,MA,2540,S,N,80000,5.3,3575,0,0
5124,Dafna,DeFouw,F,304,431-4890,BRANCHLAND,WV,25506,S,Y,45000,5.45,2000,0,2000
5126,Edleno,Tuthill,M,205,687-3831,MC KENZIE,AL,36456,S,N,10000,5.0,1500,0,0
5127,Samir,Kompanek,F,202,789-6995,WASHINGTON,DC,20066,M,Y,95000,9.0,0,2740,1370
5128,Wafi,Mattison,M,207,737-4204,LITCHFIELD,ME,4350,M,Y,60000,8.5,0,5700,2850
5129,Haijo,Niittylahti,F,724,706-6733,BENDERSVILLE,PA,17306,M,Y,15000,3.07,0,0,0
5130,Nestoras,Bain,F,202,588-2836,WASHINGTON,DC,20319,S,Y,80000,9.0,1370,0,1370
5132,Lilly,Tretiakoff,M,774,139-2152,LAKEVILLE,MA,2348,M,Y,95000,5.3,0,7150,1000
5133,Xiaogang,Angel,M,551,362-4285,KENILWORTH,NJ,7033,M,Y,60000,2.0308332,0,2000,1500
5134,Tunhow,Polk,M,304,575-8570,IKES FORK,WV,24845,S,Y,50000,5.8,2000,0,2000
5135,Alyn,Giloi,M,339,137-9194,WEST WAREHAM,MA,2576,S,Y,80000,5.3,3575,0,1000
5136,Teruhiko,Usdin,M,207,339-1349,ORRINGTON,ME,4474,M,N,90000,8.5,0,5700,0
5145,Jaijeet,Dendrinos,M,207,875-6720,NORTH BRIDGTON,ME,4057,M,N,40000,8.5,0,5700,0
5146,Rajnish,Nauman,M,228,579-8213,MERIDIAN,MS,39304,S,N,80000,5.0,6000,0,0
5148,Changjie,Rutman,M,860,834-9286,RIVERSIDE,CT,6878,S,N,35000,5.0,12750,0,0
5149,Sakari,Cui,M,843,638-1333,RION,SC,29132,S,Y,30000,7.0,3300,0,3300
5150,Silke,Tzannes,M,207,560-6892,WALPOLE,ME,4573,M,Y,100000,8.5,0,5700,2850
5155,Vinay,Abella,F,339,759-7118,CENTERVILLE,MA,2632,S,Y,30000,5.3,3575,0,1000
5156,Fereidoon,Rayside,M,401,625-3056,BRADFORD,RI,2808,S,N,45000,0.0,0,0,0
5159,Wally,Cranor,F,843,328-2204,SENECA,SC,29678,M,N,50000,7.0,0,6600,0
5165,Akshay,Guck,M,939,569-1006,SAN JUAN,PR,931,S,N,35000,0.0,0,0,0
5167,Abigail,Pomykalski,F,574,346-8506,GREENSBORO,IN,47344,M,Y,95000,3.4,0,2000,1000
5168,Juyoung,Leinwand,M,859,419-5451,CLARKSON,KY,42726,S,Y,90000,6.0,20,0,20
5171,Yaron,Suchak,M,703,296-6196,SALUDA,VA,23149,S,Y,15000,5.214286,900,0,900
5172,Seichi,McEneaney,M,901,630-3092,CORRYTON,TN,37721,S,Y,30000,0.0,0,0,0
5176,Olympia,Rosin,M,252,463-7991,BRISTOL,RI,2809,M,N,70000,0.0,0,0,0
5177,Yongguang,Naslund,M,540,109-5662,DOGUE,VA,22451,M,Y,95000,5.75,0,1800,900
5178,Ives,Mobasher,M,610,965-7846,ENOLA,PA,17025,S,N,90000,3.07,0,0,0
5181,Luuk,Dilger,F,401,919-8918,WEST KINGSTON,RI,2892,M,Y,15000,0.0,0,0,0
5182,Yossi,Langholm,M,864,118-6339,FAIRFAX,SC,29827,M,N,60000,7.0,0,6600,0
5185,Athar,Dana,F,401,422-7629,PROVIDENCE,RI,2901,S,Y,20000,0.0,0,0,0
5186,Marek,Casaubieilh,F,781,252-8444,NANTUCKET,MA,2554,S,N,80000,5.3,3575,0,0
5188,Sergui,Subramanya,F,401,219-8302,PROVIDENCE,RI,2903,M,Y,45000,0.0,0,0,0
5190,Reed,Hagemann,F,803,403-6545,SAINT MATTHEWS,SC,29135,M,Y,90000,7.0,0,6600,3300
5191,Mahadev,Schiefer,F,617,323-8286,SPRINGFIELD,MA,1133,S,N,30000,5.3,3575,0,0
5194,Yunfa,Hamming,M,540,223-6817,TEMPERANCEVILLE,VA,23442,S,N,30000,5.75,900,0,0
5195,Gurdeep,Pietrzak,M,202,241-1821,WASHINGTON,DC,20392,S,Y,100000,9.0,1370,0,1370
5197,Drago,Miyadera,M,216,979-4468,NORTH ROYALTON,OH,44133,M,N,30000,1.5418718,0,2600,0
5199,Hongyuan,Padman,F,202,452-4859,WASHINGTON,DC,20401,M,Y,20000,6.75,0,2740,1370
5200,Deron,Mijia,F,302,175-1522,SEAFORD,DE,19973,S,Y,70000,5.95,110,0,110
5205,Norival,Derks,M,802,697-7285,GROTON,VT,5046,M,N,60000,4.1988535,0,6600,0
5207,Marwan,Sylvan,M,603,473-8272,DUNBARTON,NH,3046,S,Y,10000,0.0,0,0,0
5209,Lachlan,Buitenhuis,M,731,385-1601,SHARON,TN,38255,M,N,20000,0.0,0,0,0
5210,Costantine,Duc,M,207,946-2180,HEBRON,ME,4238,S,Y,45000,8.5,2850,0,2850
5211,Tuyen,Creecy,M,240,583-9898,ELLERSLIE,MD,21529,S,N,15000,4.75,2400,0,0
5214,Franceso,Rase,M,423,599-6926,HOLLADAY,TN,38341,M,Y,75000,0.0,0,0,0
5215,Quang,Lazell,M,407,987-8346,MIAMI,FL,33134,M,Y,20000,0.0,0,0,0
5219,Elisabeth,Slysz,F,401,237-3033,NEWPORT,RI,2841,M,N,25000,0.0,0,0,0
5220,Takehiro,Popken,M,603,354-1504,DURHAM,NH,3824,M,Y,30000,0.0,0,0,0
5222,Armin,Edmundson,M,802,308-5939,WINOOSKI,VT,5404,S,N,10000,3.6,3300,0,0
5225,Hilan,Rubsam,F,939,579-3554,PONCE,PR,728,M,Y,85000,0.0,0,0,0
5227,Tatsurou,Tagansky,F,252,322-1568,RALEIGH,NC,27668,M,Y,90000,7.6206293,0,6600,3300
5233,Kazufumi,Beth,F,718,138-3915,COMSTOCK,NY,12821,M,N,45000,4.2143292,0,0,0
5235,Aemilian,Noro,M,228,520-4318,BOGUE CHITTO,MS,39629,M,Y,45000,5.0,0,12000,1500
5236,Luddy,Wenocur,M,434,569-2954,GREENBUSH,VA,23357,M,N,40000,5.75,0,1800,0
5240,Nidapan,Reutov,F,404,668-4325,AUGUSTA,GA,30903,S,Y,60000,6.0,2700,0,3000
5242,Uno,Klusch,M,478,754-3903,MACON,GA,31208,M,Y,5000,4.4,0,5400,3000
5244,Zbig,Niedderreiter,F,912,973-1568,HARTWELL,GA,30643,M,Y,50000,6.0,0,5400,3000
5248,Ghinwa,Shallof,F,859,404-2780,POOLE,KY,42444,M,N,65000,5.4444447,0,40,0
5249,Pyeong,Alpin,F,716,382-6004,PHOENICIA,NY,12464,S,N,80000,4.4170732,0,0,0
5250,Ilsoo,Bustard,M,205,592-8388,MILLRY,AL,36558,S,Y,80000,5.0,1500,0,300
5251,Afsar,Trevillyan,F,304,572-6073,CHARLESTON,WV,25357,S,Y,10000,3.0,2000,0,2000
5258,Fatemeh,Scedorov,F,802,308-8301,RANDOLPH,VT,5060,M,N,85000,4.69624,0,6600,0
5262,Paliath,Imataki,F,202,537-8401,WASHINGTON,DC,20586,S,Y,55000,9.0,1370,0,1370
5263,Alun,Nota,F,617,415-5828,GREEN HARBOR,MA,2041,M,Y,35000,5.3,0,7150,1000
5264,Eduardus,Minoura,M,802,495-5301,JONESVILLE,VT,5466,S,N,75000,4.4972854,3300,0,0
5265,Romulus,Tatsuta,F,856,928-7082,LINCROFT,NJ,7738,S,Y,90000,2.5039582,1000,0,1500
5266,Ishai,Biros,M,864,375-4805,GREENVILLE,SC,29614,M,N,25000,7.0,0,6600,0
5267,Jerome,Littlehales,M,260,575-1867,CELESTINE,IN,47521,S,Y,90000,3.4,1000,0,1000
5268,Joonoo,Heijenga,F,802,284-8473,SOUTH RYEGATE,VT,5069,M,N,15000,3.6,0,6600,0
5275,Christipher,Kocur,F,304,699-4430,SAND FORK,WV,26430,M,N,95000,6.5,0,4000,0
5276,Nacho,Haznedar,M,215,668-5516,HARRISBURG,PA,17126,M,N,5000,3.07,0,0,0
5278,Anya,Worfolk,M,864,161-7031,UNION,SC,29379,S,N,10000,5.752432,3300,0,0
5280,Aron,Setiz,F,931,830-2563,ALLRED,TN,38542,M,N,35000,0.0,0,0,0
5282,Yibin,America,F,617,890-4383,DEERFIELD,MA,1342,M,N,5000,5.3,0,7150,0
5283,Youngbae,Scheidler,M,603,165-2211,SOUTH SUTTON,NH,3273,M,Y,85000,0.0,0,0,0
5284,Claudio,Gabalda,F,802,419-9255,HYDEVILLE,VT,5750,M,Y,95000,4.8951945,0,6600,3300
5285,Odette,Aluru,M,207,106-9919,CHEBEAGUE ISLAND,ME,4017,S,Y,15000,6.9580293,2850,0,2850
5288,Dhaval,Butcher,M,304,983-3152,CAMDEN ON GAULEY,WV,26208,M,N,20000,3.7,0,4000,0
5289,Mingshang,Ruhle,M,765,993-3281,LAUREL,IN,47024,S,Y,50000,3.4,1000,0,1000
5290,Otmane,Lukanowicz,M,954,884-3083,CYPRESS,FL,32432,M,Y,35000,0.0,0,0,0
5294,Avishai,Dandapani,F,802,811-7906,SHELBURNE,VT,5482,M,Y,20000,3.6,0,6600,3300
5296,Ponnarasu,Murashita,F,603,248-1007,GLEN,NH,3838,M,Y,40000,0.0,0,0,0
5297,Bijan,Berbert,M,336,342-4681,CHAPEL HILL,NC,27515,S,N,50000,6.7814684,3300,0,0
5298,Wijesuriya,Orgass,F,207,378-9364,JONESBORO,ME,4648,S,Y,50000,8.5,2850,0,2850
5300,Elihu,Brummer,M,864,499-8678,JACKSON,SC,29831,S,N,90000,7.0,3300,0,0
5302,Ida,Gulliver,M,561,855-1140,WEST PALM BEACH,FL,33412,M,Y,90000,0.0,0,0,0
5304,Hucang,Greenberger,F,540,461-3284,WASHINGTON,VA,22747,M,Y,65000,5.75,0,1800,900
5305,Youquan,Doudou,M,601,677-3959,MADDEN,MS,39109,S,N,65000,5.0,6000,0,0
5308,Horace,Chandhok,F,787,794-3082,SAN JUAN,PR,902,S,Y,35000,0.0,0,0,0
5310,Saeeiab,Horswill,M,864,158-2207,SIMPSONVILLE,SC,29681,M,N,100000,7.0,0,6600,0
5313,Marten,Ludolph,F,267,553-3947,WYNCOTE,PA,19095,M,Y,30000,3.07,0,0,0
5315,Fereidoon,Salustowicz,M,781,404-7354,HEATH,MA,1346,M,Y,80000,5.3,0,7150,1000
5316,Xiaoya,Eyre,M,865,455-1978,ELGIN,TN,37732,S,Y,30000,0.0,0,0,0
5319,Geert,Milos,M,330,356-3903,WATERLOO,OH,45688,M,Y,10000,0.8779744,0,2600,1300
5320,Lorinda,Tomii,F,603,554-2788,GOFFSTOWN,NH,3045,S,Y,10000,0.0,0,0,0
5321,Billur,Vincente,M,434,917-1438,CHILHOWIE,VA,24319,M,N,75000,5.75,0,1800,0
5322,Arding,Rousskov,M,443,437-7620,DUNDALK,MD,21222,M,N,75000,4.75,0,4800,0
5323,Avner,Taghva,F,406,825-1188,JOLIET,MT,1907,S,Y,55000,6.9,1900,0,1900
5324,Hafedh,Lupu,M,973,505-9351,LANDISVILLE,NJ,1907,S,Y,5000,1.4,1000,0,1500
5325,Yoshifumi,Pokrovskii,M,712,475-4668,DES MOINES,IA,1907,S,N,15000,2.479763,40,0,0
5326,Carma,Czaja,F,857,876-4704,BOYLSTON,MA,1907,M,N,100000,5.3,0,7150,0
5327,Asser,Wijk,F,504,260-8812,METAIRIE,LA,1907,M,Y,80000,6.0,0,9000,1000
5328,Hemang,Kreveld,F,980,704-1016,CRESTON,NC,1907,M,Y,15000,6.0472026,0,6600,3300
5329,Hamilton,Bentzien,M,210,669-2776,SAN JUAN,TX,1907,S,N,25000,0.0,0,0,0
5330,Ulric,Bluthgen,M,607,629-2639,GLENMONT,NY,12077,M,Y,90000,4.475,0,0,1000
5332,Maury,Almasi,F,304,798-2288,STOLLINGS,WV,25646,M,N,40000,5.1000004,0,4000,0
5333,Rajaraman,Czezowski,M,207,924-9382,TEMPLE,ME,4984,M,Y,20000,8.5,0,5700,2850
5335,Theron,Bodei,F,228,287-6022,OLIVE BRANCH,MS,38654,S,Y,80000,5.0,6000,0,1500
