fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
Grigori,Detro,F,304,723-1241,JULIAN,WV,25529,M,Y,45000,5.45,0,4000,2000
Geereddy,Hacid,F,208,435-7680,SMELTERVILLE,gID,83868,M,N,75000,7.8,0,6600,0
Vaughan,Hanatani,F,878,638-2204,PITTSBURGH,PA,15215,M,Y,85000,3.07,0,0,0
Vishv,Tzvieli,M,701,858-7215,LITCHVILLE,ND,58461,S,N,80000,2.68309,3300,0,0
Atushi,America,F,402,646-1689,HARRISON,NE,69346,S,Y,85000,6.84,103,0,103
Kun,Tabuchi,F,417,680-4685,LILBOURN,MO,63862,S,Y,50000,6,2100,0,1200
Morganna,Riis,M,608,376-1425,SILVER LAKE,WI,53170,M,N,25000,4.880782,0,1400,0
Wenxue,Ariyawansa,F,208,774-3684,COLBURN,ID,83865,S,Y,15000,5.529042,3300,0,3300
Till,Kotani,F,207,240-8137,EAST BOOTHBAY,ME,4544,S,Y,5000,2.2135036,2850,0,2850
Imari,Kleinjohann,F,401,143-3552,CUMBERLAND,RI,2864,S,Y,30000,0,0,0,0
Gyora,Streich,M,406,374-9243,RED LODGE,MT,59068,M,N,5000,2.3732758,0,3800,0
Bilhanan,Sione,F,774,767-4605,NEEDHAM HEIGHTS,MA,2494,M,N,15000,5.3,0,7150,0
Zeger,Zaimov,F,419,521-3886,BELLEFONTAINE,OH,43311,S,N,40000,1.8738205,1300,0,0
Sumedh,Cartier,M,702,108-9643,SUN VALLEY,NV,89433,S,Y,95000,0,0,0,0
Lizy,Suorsa,F,717,743-1281,SCRANTON,PA,18505,M,N,75000,3.07,0,0,0
Ioanis,Lupu,F,724,116-3246,BENEZETT,PA,15821,M,N,45000,3.07,0,0,0
Grigoris,Gentile,F,603,961-8799,NASHUA,NH,3060,M,N,45000,0,0,0,0
Erica,Trehan,M,734,306-8600,BIG BAY,MI,49808,S,Y,30000,3.9,3100,0,3100
Rinie,Jonckers,M,401,910-7985,JOHNSTON,RI,2919,M,Y,35000,0,0,0,0
Jovanna,Fosse,F,202,411-7553,WASHINGTON,DC,20208,M,Y,75000,9,0,2740,1370
Ian,Lupu,M,505,180-2794,LA MADERA,NM,87539,S,Y,5000,1.7,3300,0,3300
Vojtech,Monkewich,F,479,205-5860,GRANNIS,AR,71944,S,N,40000,7,20,0,0
Firoz,Heydon,M,443,375-8726,DRAYDEN,MD,20630,M,Y,30000,4.75,0,4800,2400
Xiannong,Pinzani,M,339,361-4214,SOUTH DARTMOUTH,MA,2748,S,N,30000,5.3,3575,0,0
Gady,Deacon,M,203,823-1927,HARTFORD,CT,6102,M,Y,45000,5,0,24500,0
Rubens,Bruns,F,702,442-7354,RENO,NV,89599,S,Y,90000,0,0,0,0
Humphrey,Ramamoorthy,F,401,466-2957,CLAYVILLE,RI,2815,M,N,90000,0,0,0,0
Sethu,Haasis,M,802,330-7388,LONDONDERRY,VT,5148,S,Y,85000,4.69624,3300,0,3300
Polly,Litant,F,614,445-6070,CYNTHIANA,OH,45624,M,N,75000,3.0356412,0,2600,0
Giampaolo,Rege,M,256,421-6525,NEW BROCKTON,AL,36351,S,N,10000,5,1500,0,0
Jong,Milojicic,F,208,550-9016,BASALT,ID,83218,S,N,85000,7.8,3300,0,0
Guenter,Sigal,M,401,707-8008,PROVIDENCE,RI,2908,S,N,10000,0,0,0,0
Gunnvald,Lieflander,M,917,747-7431,AMITYVILLE,NY,11701,S,N,65000,4.330183,0,0,0
Masao,Kingdon,M,406,374-8411,DAGMAR,MT,59219,S,Y,35000,6.9,1900,0,1900
Muzhong,Derthick,M,859,501-8665,ATHOL,KY,41307,S,Y,95000,6,20,0,20
Hidetosi,Maquelin,F,256,788-7459,NORTHPORT,AL,35473,M,N,45000,5,0,3000,0
Prithviraj,Neighbors,M,307,338-8244,BOULDER,WY,82923,S,N,25000,0,0,0,0
Lyman,Castellani,,361,141-5833,CRANDALL,TX,75114,M,N,25000,0,0,0,0
Ljiljana,Smeets,F,508,693-9220,AGAWAM,MA,1001,M,Y,45000,5.3,0,7150,1000
Eisuke,Fasel,M,414,996-3797,SHEBOYGAN,WI,53083,M,N,10000,4.620155,0,1400,0
Richa,Bouaricha,F,734,777-3473,GRAND RAPIDS,MI,49518,S,Y,25000,3.9,3100,0,3100
Hiroko,Cambanis,F,662,797-4304,JONESTOWN,MS,38639,M,Y,60000,5,0,12000,1500
Rein,akagami,M,302,675-7612,YORKLYN,DE,19736,M,N,100000,5.95,0,220,0
Othmar,Okuhata,F,608,229-6090,ROSHOLT,WI,54473,S,N,45000,5.228285,700,0,0
Stella,Sokoler,F,828,550-4061,TUCKASEGEE,NC,28783,S,Y,40000,6.571678,3300,0,3300
Kazuyasu,Krogh,F,706,537-9961,WARNER ROBINS,GA,31095,S,Y,60000,6,2700,0,3000
Ariel,Eisinger,F,651,986-5748,KERKHOVEN,MN,56252,S,Y,70000,7.85,3300,0,3300
Elad,Augusteijn,M,214,611-3689,EL PASO,TX,88568,M,Y,55000,0,0,0,0
Andrei,Nagaya,M,319,892-4612,BRYANT,A,52727,M,N,10000,1.7078737,0,80,0
Peikun,Ranst,F,443,970-3796,HAGERSTOWN,MD,21746,M,Y,70000,4.75,0,4800,2400
Clemens,Nastar,F,407,828-8212,VENICE,FL,34285,M,N,55000,0,0,0,0
Bikram,Monnard,M,312,654-7737,CHjICAGO,IL,60637,M,Y,70000,3,0,4000,2000
Manoli,Umaschi,***,302,556-6474,WILMINGTON,DE,19898,S,Y,20000,3.2227273,110,0,110
Gonzalo,Suwanda,M,605,202-8598,LANE,SD,57358,M,N,45000,0,0,0,0
Aicha,Nador,F,225,633-7024,GUEYDAN,LA,70542,S,N,100000,6,4500,0,0
Kieron,Munro,F,980,500-8318,CHARLOTTE,NC,28242,M,N,35000,6.466783,0,6600,0
Jixin,Markosian,F,803,148-3702,JOHNS ISLAND,SC,29455,S,N,50000,7,3300,0,0
Kunyung,Kessler,F,425,795-7476,SEDRO WOOLLEY,WA,98284,S,Y,5000,0,0,0,0
Venkatavasu,Antoy,M,910,211-1498,LEXINGTON,NC,27293,S,N,55000,6.8863635,330,0,0
Martyne,Naggar,F,724,821-3010,PARKER FORD,PA,19457,M,N,35000,3.07,0,0,0
Salim,Ashman,F,620,824-2741,HORTON,KS,66439,M,N,90000,6.45,0,4500,0
Narayan,Macrosson,F,580,819-5289,NORTH MIAMI,OK,74358,S,Y,10000,6.25,1000,0,1000
Gyungho,Ravi,M,907,545-2519,SKWENTNA,AK,99667,M,N,85000,0,0,0,0
Raya,Bartell,F,208,440-7723,IDAHO FALLS,ID,83401,S,Y,20000,6.948391,3300,0,3300
Alin,Mandell,M,410,552-8074,BALTIMORE,MD,21280,M,Y,75000,4.75,0,4800,2400
Yezdi,Gloess,F,406,583-7688,LOTHAIR,MT,59461,M,Y,70000,6.9,0,3800,1900
Shabbir,Dharanipragada,M,908,696-4412,BRANCHVILLE,NJ,7890,S,Y,95000,2.5828125,1000,0,1500
Jacopo,Schach,M,479,289-3005,SARATOGA,AR,71859,M,Y,65000,7,0,40,20
Biju,Pietrzykowski,M,337,183-4636,PLAQUEMINE,LA,70764,S,Y,40000,6,4500,0,1000
Vinot,Formenti,F,828,137-3701,PINETOWN,NC,27865,M,N,60000,6.9912586,0,6600,0
Balas,Skurczynski,F,907,610-5722,KETCHIKAN,AK,99901,S,Y,25000,0,0,0,0
Yanbing,Gecsei,M,570,288-8387,BRUSH VALLEY,PA,15720,S,N,50000,3.07,0,0,0
Piera,Ahn,F,701,543-1687,BERLIN,ND,58415,M,Y,45000,2.2773614,0,6600,3300
Aduri,Rudmann,M,530,560-4516,LYNWOOD,CA,90262,M,Y,35000,7.7709284,0,174,272
Hesham,Koblitz,F,985,278-9364,LAFAYETTE,LA,70508,S,Y,85000,6,4500,0,1000
Hussein,Linville,F,213,827-8975,VISALIA,CA,93278,S,Y,65000,9.3,87,0,272
Nick,Gelosh,M,207,257-6382,SALSBURY COVE,ME,4672,S,Y,35000,8.5,2850,0,2850
Ran,Sabelli,F,860,110-1437,GREENWICH,CT,6830,S,N,80000,5,12750,0,0
Aziz,Reim,M,608,423-1448,TAYLOR,WI,54659,M,Y,50000,5.3151608,0,1400,400
Xiaola,Xianchang,F,269,287-4082,TAWAS CITY,MI,48763,S,N,20000,3.9,3100,0,0
Sorana,Guttman,M,971,191-5670,O BRIEN,OR,97534,M,Y,75000,9,0,318,159
Selwyn,Lehtovxaara,M,530,407-2385,JAMUL,CA,91935,M,N,50000,9.3,0,174,0
Dany,Rowen,M,256,491-3155,EVA,AL,35621,M,N,95000,5,0,3000,0
Nitsan,Ertl,M,351,912-9267,WEST WARREN,MA,1092,S,Y,75000,5.3,3575,0,1000
Vanio,Schulmeyer,F,859,733-8676,SALVISA,KY,40372,S,Y,50000,4.611111,20,0,20
Liren,Bischoff,F,843,444-9564,PENDLETON,SC,29670,M,N,95000,7,0,6600,0
Brennan,Wongsaroje,F,202,633-6149,WASHINGTON,DC,20203,M,N,60000,9,0,2740,0
Ludwik,Hamburg,M,978,529-7308,ASHFIELD,MA,1330,M,Y,5000,5.3,0,7150,1000
Raimo,Fontet,M,918,550-7989,MILL CREEK,OK,74856,S,Y,85000,6.25,1000,0,1000
Ward,Cicchetti,F,603,219-3160,MARLOW,NH,3456,M,Y,15000,0,0,0,0
Kalluri,Ash,F,620,285-5044,ABILENE,KS,67410,M,N,10000,3.5,0,4500,0
Tero,Bern,M,715,581-6850,SPENCER,WI,54479,S,N,10000,4.620155,700,0,0
Sterling,Ural,F,970,725-1102,HUGO,CO,80821,S,Y,30000,4.63,0,0,0
Juhnyoung,Perelgut,M,907,523-7079,STERLING,AK,99672,M,N,55000,0,0,0,0
Kwun,Hollenbach,F,630,336-3283,CHICAGO,IL,60674,M,Y,40000,3,0,4000,2000
Brindell,Wray,M,815,364-7638,SPRINGFIELD,IL,62766,S,N,75000,3,2000,0,0
Dogan,Caelen,F,608,101-9736,MOUNT CALVARY,WI,53057,M,N,50000,5.3151608,0,1400,0
Tooru,Miara,M,603,846-2406,GLENCLIFF,NH,3238,S,N,30000,0,0,0,0
Guangyi,Goff,M,580,184-4549,OAKHURST,OK,74050,M,N,20000,6.25,0,2000,0
Herwig,Massalin,M,302,240-3897,WILMINGTON,DE,19890,M,N,60000,5.95,0,220,0
Paulette,Pell,F,605,380-3248,COLUMBIA,SD,57433,S,Y,25000,0,0,0,0
Corinne,Henriksson,F,772,709-5513,ZEPHYRHILLS,FL,33540,M,Y,10000,0,0,0,0
Dante,Wiggers,M,651,932-4319,MINNEAPOLIS,MN,55430,***,Y,10000,5.35,3300,0,3300
Lein,Ang,F,857,188-6322,HOLYOKE,MA,1041,S,Y,90000,5.3,3575,0,1000
Deene,Clark,F,215,800-6906,PHILADELPHIA,PA,19139,S,Y,30000,3.07,0,0,0
Markos,Palmore,M,406,828-6573,MONARCH,MT,59463,S,N,40000,6.9,1900,0,0
Zhixue,Pollacia,F,808,413-5099,HILO,HI,96721,M,Y,70000,8.25,0,2080,1040
Mandayam,Degtyarev,F,915,449-8698,SAN ANTONIO,TX,78215,M,Y,100000,0,0,0,0
Furio,Bail,F,702,988-4677,LAS VEGAS,NV,89155,S,N,10000,0,0,0,0
Gustave,Shnaider,F,231,807-6159,NEW TROY,MI,49119,S,N,5000,3.9,3100,0,0
Yukari,Malkhi,F,843,225-8848,LONGS,SC,29568,S,N,5000,3.563716,3300,0,0
Arvola,Masamoto,F,772,182-9136,LEE,FL,32059,S,Y,35000,0,0,0,0
Rashi,Anguilar,M,205,703-8570,JACKSON,AL,36501,S,Y,80000,5,1500,0,300
Tuncer,Milewski,M,505,898-5214,LOS OJOS,NM,87551,M,N,70000,5.3,0,6600,0
Younggeun,Subhlok,F,859,157-3453,SYMSONIA,KY,42082,S,Y,90000,6,20,0,20
Ernesto,Gerasch,F,406,686-3568,WISDOM,MT,59761,M,Y,20000,6.9,0,3800,1900
Fernand,Panagopoulou,F,508,205-7989,CHICOPEE,MA,1013,M,Y,90000,5.3,0,7150,1000
Mihaly,Cranor,M,270,829-7922,CUSTER,KY,40115,M,Y,80000,6,0,40,20
Koh,Torasso,F,256,733-8532,PETERMAN,AL,36471,M,N,100000,5,0,3000,0
Bodh,Chute,F,808,540-5465,HONOLULU,HI,96840,M,Y,75000,8.25,0,2080,1040
Kazuyoshi,Waymire,M,314,821-4983,BELL CITY,MO,63735,S,N,75000,6,2100,0,0
Phillippe,Schoder,M,985,818-7778,CARVILLE,LA,70721,S,N,80000,6,4500,0,0
Siegbert,Disney,M,775,370-5997,HENDERSON,NV,89053,S,N,95000,0,0,0,0
Lan,Nawawi,F,813,989-4537,DAYTONA BEACH,FL,32124,M,Y,60000,0,0,0,0
Tsunehiro,Kakuma,M,702,399-9445,LOVELOCK,NV,89419,M,N,95000,0,0,0,0
Helmuth,Chottin,M,256,117-3491,BYNUM,AL,36253,S,Y,20000,5,1500,0,300
Haitao,Thibeault,F,304,158-6906,BEREA,WV,26327,S,Y,20000,3.7,2000,0,2000
Camino,Rieu,M,865,402-4993,OLD HICKORY,TN,37138,M,Y,50000,0,0,0,0
Naeem,Radzik,F,610,770-8043,MCKEESPORT,PA,15132,M,Y,85000,3.07,0,0,0
Yongdong,Nagase,M,908,328-4760,NEWPORT,NJ,8345,S,N,65000,2.1096876,1000,0,0
Henk,Klawonn,M,410,268-6712,SILVER SPRING,MD,20916,S,N,70000,4.75,2400,0,0
Antony,Monderer,M,802,854-5962,NORTH FERRISBURGH,VT,5473,S,N,65000,4.298331,3300,0,0
Fathi,Raver,F,559,756-7703,BIG CREEK,CA,93605,M,N,40000,8.951314,0,174,0
Henryk,Brendel,M,907,759-5669,ANCHORAGE,AK,99513,S,N,40000,0,0,0,0
Polen,Beretta,F,480,577-2861,KINGMAN,AZ,86401,S,Y,5000,2.87,2100,0,2300
Katsuma,Miczo,F,775,619-6577,CARSON CITY,NV,89711,M,N,5000,0,0,0,0
Michinori,Waligora,M,402,248-9730,RIVERTON,NE,68972,M,Y,80000,6.84,0,206,103
Laurian,Beierle,M,410,615-5232,FAIRPLAY,MD,21733,M,Y,75000,4.75,0,4800,2400
Manfred,Meniel,M,501,792-7437,DODDRIDGE,AR,71834,S,N,65000,7,20,0,0
Hee,Craddock,M,985,402-8136,KAPLAN,LA,70548,M,N,75000***,6,0,9000,0
Mohd,Lavie,M,207,720-6245,EAGLE LAKE,ME,4739,S,Y,85000,8.5,2850,0,2850
Heidar,Jumpertz,M,630,329-2285,OAKDALE,IL,62268,M,Y,10000,3,0,4000,2000
Sukoya,Sanabria,F,903,613-4904,PADUCAH,TX,79248,S,N,65000,0,0,0,0
Niki,Ratnaker,M,502,109-8331,FLAT LICK,KY,40935,M,N,20000,2.9444444,0,40,0
Magnus,Teniente,F,217,435-5298,OHIO,IL,61349,M,N,90000,3,0,4000,0
Fazli,Kowalchuk,F,302,882-6872,TOWNSEND,DE,19734,M,Y,75000,5.95,0,220,110
Mitsue,Hinsberger,F,901,256-2588,MURFREESBORO,TN,37128,S,Y,5000,0,0,0,0
Shinji,Zagrouba,F,208,282-7256,COEUR D ALENE,ID,83814,S,N,50000,7.8,3300,0,0
Pau,Validov,F,505,946-6420,LOCO HILLS,NM,88255,S,Y,40000,5.3,3300,0,3300
Mansur,Kabra,F,321,425-9153,ORLANDO,FL,32886,M,Y,5000,0,0,0,0
Susannne,Kameny,F,253,147-4992,SEATTLE,WA,98108,M,N,60000,0,0,0,0
Avadis,Dattasharma,M,508,449-5112,ACCORD,MA,2018,S,Y,85000,5.3,3575,0,1000
Couto,XueDong,M,207,505-5650,NORTH ANSON,ME,4958,S,Y,60000,8.5,2850,0,2850
Almira,Farrahi,M,803,775-6764,WALTERBORO,SC,29488,M,N,35000,7,0,6600,0
LaRoy,Lachiche,F,303,845-9742,EAGLE,CO,81631,S,Y,50000,4.63,0,0,0
Woei,Gurzi,M,302,272-4994,WILMINGTON,DE,19801,M,Y,5000,2.2,0,220,110
Sankaran,Nisonger,M,260,885-6580,CLARKS HILL,IN,47930,S,Y,35000,3.4,1000,0,1000
Dongdai,Berqvist,F,701,661-6195,HARWOOD,ND,58042,M,N,50000,2.3353226,0,6600,0
Nabanita,Hackl,M,304,482-7192,DELBARTON,WV,25670,S,Y,25000,4.05,2000,0,2000
Ziqiang,Murer,M,770,694-8289,LITHONIA,GA,30058,M,Y,85000,6,0,5400,3000
Toshifumi,Leguy,F,939,334-4361,CANOVANAS,PR,729,M,Y,45000,0,0,0,0
Zhongxiu,Tait,M,561,828-7379,ORANGE CITY,FL,32774,S,Y,35000,0,0,0,0
Houssem,Sewry,M,401,266-7110,HARRISVILLE,RI,2830,S,N,55000,0,0,0,0
Saydean,Banare,M,508,137-3292,EAST WEYMOUTH,MA,2189,S,Y,5000,5.3,3575,0,1000
Lora,Rosch,M,570,299-3852,CHAMBERSBURG,PA,17201,S,N,55000,3.07,0,0,0
Zahira,Bentaleb,F,515,287-1695,SAINT DONATUS,IA,52071,S,N,5000,0.935984,40,0,0
Mauno,Eckstein,M,563,941-9209,WILLIAMSBURG,IA,52361,M,N,15000,2.479763,0,80,0
Papa,Wolfson,F,505,244-1780,LUNA,NM,87824,M,Y,30000,5.3,0,6600,3300
Kazumasa,Biederman,F,206,255-6234,INCHELIUM,WA,99138,M,N,25000,0,0,0,0
Akmal,Jahnichen,F,603,303-2843,SALEM,NH,3079,M,Y,15000,0,0,0,0
Xinglin,Leonhardt,M,980,246-5999,FAIRVIEW,NC,28730,S,N,50000,6.7814684,3300,0,0
Asat,Stevenson,M,202,196-4036,WASHINGTON,DC,20395,S,Y,65000,9,1370,0,1370
Frederic,Machiels,F,203,720-4264,STAFFORDVILLE,CT,6077,M,Y,60000,5,0,24500,0
Weikang,Kipper,F,435,941-3612,GLENDALE,UT,84729,M,Y,75000,7,0,4950,2475
Leonarda,Dopazo,M,985,657-9451,LAKE CHARLES,LA,70607,S,N,35000,6,4500,0,0
Jingwen,Tuchel,M,443,163-8697,GLENELG,MD,21737,M,N,100000,4.75,0,4800,0
Rashi,Noonan,M,405,924-8302,TULSA,OK,74112,M,N,50000,6.25,***,2000,0
Viera,Aba,M,406,781-5886,AVON,MT,59713,M,Y,60000,6.9,0,3800,1900
Joaquin,Renegar,M,860,520-9731,NORWICH,CT,6360,S,Y,70000,5,12750,0,0
Toramatsu,Broca,F,503,640-7781,DEXTER,OR,97431,M,Y,90000,9,0,318,159
Byeong,Hadfield,F,631,932-8771,NEW YORK,NY,10018,S,Y,45000,4.2143292,0,0,1000
Olivera,Bian,M,860,519-2673,WEST HAVEN,CT,6516,M,Y,90000,5,0,24500,0
Adriano,DosSantos,F,662,252-1571,WAYSIDE,MS,38780,M,Y,20000,5,0,12000,1500
Chengdian,Falvo,F,212,344-6114,WOODSTOCK,NY,12498,S,N,50000,4.243293,0,0,0
Ira,Hajnal,M,631,420-5486,WESTBROOKVILLE,NY,12785,S,N,45000,4.2143292,0,0,0
Rengarajan,Alt,F,712,272-9805,PERSIA,IA,51563,M,N,60000,8.98,0,80,0
Luigi,Peternell,M,702,351-6704,RUBY VALLEY,NV,89833,M,Y,25000,0,0,0,0
Yuuichi,Assche,M,704,325-2600,KINSTON,NC,28502,S,Y,55000,6.8863635,3300,0,3300
Yutai,Verdillon,M,229,110-6071,ALAPAHA,GA,31622,S,N,40000,6,2700,0,0
Huizhu,Pezzoli,F,308,624-4345,ATLANTA,NE,68923,M,Y,5000,3.0217428,0,206,103
Hidenori,Suppi,M,803,965-7567,CHARLESTON,SC,29423,M,N,60000,7,0,6600,0
Jamshed,Imam,M,308,589-7084,INMAN,NE,68742,M,Y,40000,6.84,0,206,103
Feixiong,Smagt,M,701,206-8932,MUNICH,ND,58352,M,Y,70000,2.5671675,0,6600,3300
Harald,Eichhorn,M,201,260-4653,NEW GRETNA,NJ,8224,M,N,25000,1.4788542,0,2000,
Tina,Dietz,M,312,759-1220,HILLSDALE,IL,61257,M,N,80000,3,0,4000,0
Abdelillah,Asuru,M,614,528-4750,EAST LIBERTY,OH,43319,M,N,45000,2.039795,0,2600,0
Kellogg,Chander,F,202,207-7256,WASHINGTON,DC,20585,S,N,55000,9,1370,0,0
Ramaswamy,McCluskey,M,848,173-9544,NETCONG,NJ,7857,S,N,90000,2.5039582,1000,0,0
Oddvar,Wolfson,M,260,490-2673,GREENS FORK,IN,47345,S,Y,40000,3.4,1000,0,1000
Tetsuo,Roskies,F,907,170-8709,ANCHORAGE,AK,99521,M,N,85000,0,0,0,0
Kazuko,Leishman,F,724,540-8466,GORDONVILLE,PA,17529,M,N,80000,3.07,0,0,0
Viresh,Gierl,M,603,660-9974,HAMPTON,NH,3842,S,N,40000,0,0,0,0
Huatian,Orlado,M,601,166-7120,JACKSON,MS,39215,S,Y,25000,5,6000,0,1500
Masao,Wind,M,440,845-7069,DOVER,OH,44622,S,Y,25000,1.3758974,1300,0,1300
Tereza,Huijsmans,F,804,835-2965,RICHMOND,VA,23225,S,Y,85000,5.75,900,0,900
Mingzeng,Gerlich,F,701,616-6532,BEACH,ND,58621,M,Y,25000,2.1,0,6600,3300
Kolar,Ege,M,731,194-8510,KNOXVILLE,TN,37924,S,Y,5000,0,0,0,0
Jarallah,Sadowski,F,803,827-1678,YEMASSEE,SC,29945,S,Y,80000,7,3300,0,3300
Breck,MacLean,M,267,181-8055,CLARION,PA,16214,M,Y,80000,3.07,0,0,0
Xiaotao,Claire,F,718,774-1245,NEW HYDE PARK,NY,11043,M,Y,90000,4.475,0,0,1000
Bowen,Rubinfield,F,607,621-9879,WOODGjATE,NY,13494,S,N,65000,4.330183,0,0,0
Anwar,Leivent,F,701,193-6579,KRAMER,ND,58748,S,Y,10000,2.1,3300,0,3300
Yeheskel,Tucker,F,808,181-8302,MILILANI,HI,96789,M,Y,35000,7.3486843,0,2080,1040
Ferenc,Lyon,F,916,331-2647,LOS GATOS,CA,95031,S,N,65000,9.3,87,0,0
Elvia,Bergen,F,860,436-2928,HARTFORD,CT,6114,S,N,90000,5,12750,0,0
Marwan,Schefe,M,406,182-6651,OILMONT,MT,59466,M,N,90000,6.9,0,3800,0
Staphane,Spitz,F,774,393-2358,STOW,MA,1775,M,N,50000,5.3,0,7150,0
Rodrigo,Stomenovic,F,731,258-4572,MURFREESBORO,TN,37128,S,Y,35000,0,0,0,0
Raja,Hermanns,M,702,623-2097,RENO,NV,89599,M,Y,40000,0,0,0,0
Farid,Guyer,M,302,632-2748,WILMINGTON,DE,19891,M,N,10000,2.540909,0,220,0
Boi,Bassino,F,941,553-5210,MIAMI,FL,33106,S,N,35000,0,0,0,0
Krisda,Braschler,F,973,704-3168,TRENTON,NJ,8604,M,Y,35000,1.6365625,0,2000,1500
Shoujie,Welinder,F,907,539-8222,ANCHORAGE,AK,99524,S,N,50000,0,0,0,0
Reem,Desmedt,M,913,130-3006,SAINT JOHN,KS,67576,M,N,100000,6.45,0,4500,0
Dayun,Reck,F,804,274-4237,STANLEY,VA,22851,S,N,35000,5.75,900,0,0
Hongwei,Clo,M,413,475-1491,EAST FALMOUTH,MA,2536,M,Y,80000,5.3,0,7150,1000
Fethi,Robson,F,605,468-6344,BRADLEY,SD,57217,M,Y,10000,0,0,0,0
Geraldo,Lazensky,M,207,269-7129,SOUTHWEST HARBOR,ME,4679,M,Y,60000,8.5,0,5700,2850
Benton,Feller,F,360,751-1529,FRIDAY HARBOR,WA,98250,M,Y,10000,0,0,0,0
Giora,Macias,M,609,220-2344,HELMETTA,NJ,8828,S,N,45000,1.7942708,1000,0,0
Yehia,Siniolakis,F,406,577-4885,DECKER,MT,59025,M,N,20000,6.9,0,3800,0
Dewayne,Zockler,F,712,438-9320,MELCHER-DALLAS,IA,50163,M,Y,95000,8.98,0,80,40
Paramsothy,Orgass,F,774,823-8510,MILL RIVER,MA,1244,M,Y,10000,5.3,0,7150,1000
Chilukuri,Razek,M,847,927-3584,BLUFF SPRINGS,IL,62622,M,N,80000,3,0,4000,0
Toshihiro,Gerla,F,351,318-2767,BOSTON,MA,2284,S,Y,20000,5.3,3575,0,1000
Yeogirl,Radecki,M,715,909-1112,MARINETTE,WI,54143,M,Y,10000,4.620155,0,1400,400
Florimond,Backes,M,919,554-5192,WARNE,NC,28909,S,N,65000,7.0961537,3300,0,0
Vlatka,Tekampe,M,252,365-5372,GRANITE QUARRY,NC,28072,S,N,35000,6.466783,3300,0,0
Nand,Abbas,F,623,594-9266,FOREST LAKES,yAZ,85931,S,Y,20000,3.0249999,2100,0,2300
Yuguang,Barthou,M,609,405-2933,BAYVILLE,NJ,8721,M,N,60000,2.0308332,0,2000,0
Mitch,Nuth,F,603,369-6445,HAVERHILL,NH,3765,S,Y,85000,0,0,0,0
Mantis,Lakshminarasimhan,F,605,274-7486,ERWIN,SD,57233,S,N,90000,0,0,0,0
Hyoseob,Jezek,F,440,885-8913,HOCKINGPORT,OH,45739,S,N,70000,2.8696666,1300,0,0
Diamantino,Angot,M,706,167-1672,DOUGLASVILLE,GA,30135,M,N,95000,6,0,5400,0
Katsuo,Peac,M,707,176-8775,SAN DIEGO,CA,92169,S,Y,10000,1.869,87,0,272
Radia,Wish,F,410,469-6804,HAGERSTOWN,MD,21741,M,Y,20000,4.75,0,4800,2400
Pal,Whiteleather,M,574,904-9988,LAFAYETTE,IN,47909,M,N,15000,3.4,0,2000,0
Yiorgos,Junker,zM,334,789-8100,WAGARVILLE,jAL,36585,M,Y,55000,5,0,3000,300
Jacco,Lennartson,M,207,533-2237,FREEPORT,ME,4034,M,N,15000,6.9580293,0,5700,0
Aleksey,Flank,M,505,726-9410,ALBUQUERQUE,NM,87119,S,N,55000,5.3,3300,0,0
Pozung,Booker,M,804,525-7912,HAMPTON,VA,23663,S,Y,60000,5.75,900,0,900
Mirion,Gryl,M,754,264-1269,NORTH MIAMI BEACH,FL,33160,M,N,70000,0,0,0,0
Meinhard,Krischer,M,308,233-3698,VERDIGRE,NE,68783,M,Y,25000,6.5736103,0,206,103
Christoph,Zizka,M,801,667-2368,MENDON,UT,84325,M,Y,90000,7,0,4950,2475
Daeweon,Schwartzburd,F,402,875-8341,HAZARD,NE,68844,M,Y,30000,6.84,0,206,103
Monique,Mikelsons,F,405,107-7472,STILLWATER,OK,74078,M,N,35000,6.25,0,2000,0
Yanxiang,Biermann,M,630,263-6347,WASHINGTON,IL,61571,S,N,80000,3,2000,0,0
Jifeng,Goldsman,M,760,528-2839,CORNING,CA,96021,M,N,30000,6.590543,0,174,0
Pascale,Scherbyna,F,563,585-9518,GRAY,IA,50110,S,Y,35000,5.567322,40,0,40
Zia,Nemytykh,M,618,159-3548,BEARDSTOWN,L,62618,M,Y,10000,3,0,4000,2000
Krystian,Scherbyna,M,262,119-5015,PORTAGE,WI,53901,S,Y,55000,5.4020367,700,0,400
Bryony,Haack,M,207,417-3289,OQUOSSOC,ME,4964,S,N,100000,8.5,2850,0,0
Kendall,DeFouw,F,970,527-4962,PUEBLO,CO,81007,M,N,95000,4.63,0,0,0
Xumin,Hakonen,F,218,603-9989,PLUMMER,MN,56748,M,Y,35000,6.1232123,0,6600,3300
Binghuan,Dur,M,252,436-9028,CULLOWHEE,NC,28723,M,Y,10000,6,0,6600,3300
Watts,Din,M,520,537-9379,CORNVILLE,AZ,86325,S,N,20000,3.0249999,2100,0,0
Peta,Hajnal,F,843,735-4407,ORANGEBURG,SC,29118,S,Y,55000,7,3300,0,3300
Girolamo,Jacopini,F,937,492-8286,NEW RUMLEY,OH,43984,S,Y,45000,2.039795,1300,0,1300
Marlin,Statz,M,828,289-4026,ATLANTIC,NC,28511,S,N,15000,6.0472026,3300,0,0
Miodrag,Picco,M,605,483-1402,SIOUX FALLS,SD,57196,S,N,90000,0,0,0,0
