tno,fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
6445,Dulcineia,Assadi,F,208,724-6039,STITES,ID,83552,S,Y,100000,7.8,3300,0,3300
6446,Babette,Lazell,M,602,755-5342,SAINT MICHAELS,AZ,86511,M,N,20000,3.0249999,0,4200,0
6447,Yurdaer,Schiex,F,908,447-2631,ISLAND HEIGHTS,NJ,8732,M,Y,75000,2.267396,0,2000,1500
6448,Wing,Zompi,F,803,163-5057,KINARDS,SC,29355,M,Y,60000,7.0,0,6600,3300
6449,Hirosi,Baar,F,317,413-4114,BLOOMINGTON,IN,47408,M,Y,85000,3.4,0,2000,1000
6450,Mario,Rusinkiewicz,M,208,669-4538,HANSEN,ID,83334,M,Y,15000,5.529042,0,6600,3300
6451,Etienne,Olagunju,F,603,268-7354,WEST LEBANON,NH,3784,M,Y,70000,0.0,0,0,0
6452,Kien,Baber,F,702,482-6405,CALIENTE,NV,89008,M,N,55000,0.0,0,0,0
6453,Jiabin,Schilier,F,907,167-9088,MANOKOTAK,AK,99628,M,Y,25000,0.0,0,0,0
6454,Carlisle,McClure,F,865,840-5645,NASHVILLE,TN,37201,S,N,25000,0.0,0,0,0
6455,Alean,Jumpertz,M,939,132-6147,LA PLATA,PR,786,S,N,15000,0.0,0,0,0
6456,Taegyun,Kohnert,F,816,380-6937,TRELOAR,MO,63378,M,N,95000,6.0,0,4200,0
6457,Tomi,Kroha,M,802,889-2173,WEST HARTFORD,VT,5084,S,N,100000,4.994672,3300,0,0
6458,Youjip,Vongsathorn,M,404,428-8122,WILLACOOCHEE,GA,31650,M,N,45000,6.0,0,5400,0
6459,Amir,Matsliach,M,334,795-9595,DEMOPOLIS,AL,36732,M,Y,95000,5.0,0,3000,300
6460,Fairouz,Studzinski,M,434,187-4208,BEE,VA,24217,S,N,85000,5.75,900,0,0
6461,Aarron,Rodier,M,401,560-2733,FISKEVILLE,RI,2823,S,Y,90000,0.0,0,0,0
6462,Abdoulaye,Crouse,M,765,382-7440,IDAVILLE,IN,47950,M,Y,50000,3.4,0,2000,1000
6463,Ryohei,Phuc,M,337,901-1554,THIBODAUX,LA,70301,S,N,70000,6.0,4500,0,0
6464,Ytha,Capucciati,F,907,168-7795,TYONEK,AK,99682,S,N,15000,0.0,0,0,0
6465,Seokwon,Thorelli,M,605,425-6559,WAKONDA,SD,57073,S,Y,60000,0.0,0,0,0
6466,Avideh,Drewnowski,F,302,562-8750,MIDDLETOWN,DE,19709,M,Y,80000,5.59,0,220,110
6467,Limor,Barz,F,402,622-2680,LYNCH,NE,68746,M,Y,95000,6.84,0,206,103
6468,Geri,Sridhar,F,570,777-1508,FORT LITTLETON,PA,17223,M,N,30000,3.07,0,0,0
6469,Gail,Ilarraza,M,304,401-6662,WYOMING,WV,24898,S,N,85000,6.5,2000,0,0
6470,Geert,Kubicek,M,202,200-7908,WASHINGTON,DnC,20226,M,qY,75000,9.0,0,2740,1370
6471,Eunam,Wallenborn,M,401,474-2525,TIVERTON,RI,2878,M,Y,60000,0.0,0,0,0
6472,Boo,Saletore,F,505,764-6054,TRUTH OR CONSEQUENCES,NM,87901,M,Y,85000,5.3,0,6600,3300
6473,Dannz,Dikel,M,304,701-3289,SETH,WV,25181,M,N,5000,3.0,0,4000,0
6474,Shafeek,Golovchinsky,F,414,660-3606,WEBSTER,WI,54893,M,N,40000,5.1414094,0,1400,0
6475,Ajei,Tichkiewitch,F,423,380-4148,MEMPHIS,TN,38112,S,N,65000,0.0,0,0,0
6476,Tucker,Calemt,F,912,201-4511,CARLTON,GA,30627,S,N,35000,6.0,2700,0,0
6477,Pui,Faris,F,240,233-7739,ANDREWS AIR FORCE BASE,MD,20762,S,Y,30000,4.75,2400,0,2400
6478,Veit,Holvoet,F,848,620-8309,PATERSON,NJ,7504,S,N,35000,1.6365625,000,0,0
6479,Chengqi,Stauner,M,913,612-8942,GRANTVILLE,KS,66429,S,Y,90000,6.45,2250,0,2250
6480,Omran,Barriere,M,989,419-2251,SAINT IGNACE,MI,49781,S,Y,l60000,3.9,3100,0,3100
6481,Cecil,Spinney,F,478,880-1043,ZEBULON,GA,30295,S,N,85000,6.0,2700,0,0
6482,Sonoko,Zakrevskii,F,803,939-8844,SWANSEA,SC,29160,M,N,90000,7.0,0,6600,0
6483,Takashige,Gicmarc,M,01,302-7233,PROVIDENCE,RI,2908,M,Y,20000,0.0,0,0,0
6484,Kinson,Hellendoom,M,75,871-7260,FOXBORO,WI,54836,S,Y,35000,5.0545335,700,0,400
6485,Tzvetan,Nagasawa,F,650,865-7651,SACRAMENTO,A,94287,M,Y,95000,9.3,0,174,272
6486,Toshimasa,Flann,M,630,836-5536,CHAMPAIGN,IL,61824,S,Y,15000,3.0,2000,0,2000
6487,Jeong,Forys,M,912,577-7876,BLAIRSVILLE,GA,30514,S,Y,95000,6.0,2700,0,3000
6488,Loay,Milos,F,304,588-5032,HARPERS FERRY,WV,25425,M,N,50000,5.8,0,4000,0
6489,Terence,Kumaresan,M,503,235-1068,ADEL,OR,97620,S,N,100000,9.0,159,0,0
6490,Mamoru,Schiff,F,409,639-4535,CORPUS CHRISTI,TX,78415,S,N,60000,0.0,0,0,0
6491,Neel,Rosengren,M,313,809-5577,FRASER,MI,48026,M,Y,25000,3.9,0,6200,3100
6492,Michinao,Brockmeyer,F,802,810-3445,BRATON,VT,5822,S,N,55000,4.099376,3300,0,0
6493,Edison,Smotroff,M,787,992-4395,BOUERON,PR,622,M,N,45000,0.0,0,0,0
6494,Oris,Luth,M,603,904-5258,CHARLESTOWN,NH,3603,M,Y,35000,0.0,,0,0
6495,Olac,Creusere,M,864,425-6478,NORTH,SC,29112,M,N,60000,7.0,0,6600,0
6496,Jiansan,Hollenbeck,F,718,584-4470,FRESH MEADOWS,NY,11365,M,Y,100000,4.5329266,0,0,1000
6497,Wenwey,Hofting,F,989,590-9700,NADEAU,MI,49863,M,N,15000,3.9,0,6200,0
6498,Oguz,Gram,F,860,484-4059,WILLIMANTIC,CT,6226,M,N,75000,5.0,0,24500,0
6499,Hilding,Popa,F,419,961-2253,BETTSVILLE,OH,44815,M,Y,5000,0.712,0,2600,1300
6500,Leland,Grit,M,931,516-4365,DENMARK,TN,38391,S,Y,5000,0.0,0,0,0
6501,Yufei,Nollmann,M,301,403-8519,FEDERALSBURG,MD,21632,M,Y,70000***,4.75,0,4800,2400
6502,Tatsuie,Hebmann,M,515,674-9077,LUZERNE,IA,52257,M,N,20000,3.2516527,0,80,0
6503,Murugappan,Hollenbach,M,202,439-5698,WASHINGTON,CD,20429,M,Y,75000,9.0,0,2740,1370
6504,Yurij,Ozeri,M,302,979-8728,NEWARK,DE,19716,M,Y,10000,2.540909,0,202,110
6505,Sudhakar,Raver,M,219,826-3397,WANATAH,IN,46309,S,Y,45000,3.4,1000,0,1000
6506,Jordanka,Zonno,M,907,920-9695,FAIRBANKS,AK,99711,M,N,10000,0.0,0,0,0
6507,Orran,Pocholle,M,919,365-3871,REX,NC,28378,M,N,15000,6.0472026,0,6600,0
6508,Liba,Malkhi,M,435,181-5822,KANAB,UT,84741,***,N,55000,7.0,2475,w0,0
6509,Glenna,Priess,F,563,310-3542,SIOUX CENTER,IA,51250,S,Y,1500,2.479763,40,0,40
6510,Rubens,Widenauer,F,419,520-8982,CHESTERVILLE,OH,43317,S,N,80000,3.2016153,1300,0,0
6511,Chung,Badache,M,308,738-9251,EDGAR,EN,68935,M,Y,15000,4.7976766,0,206,103
6512,Wenyu,Il'in,F,234,578-2841,HIGGINSPORT,OH,45131,M,N,75000,3.0356412,0,2600,0
6513,Mriganka,Leifker,M,919,614-6497,ASHEVILLE,NC,28813,M,N,35000,6.466783,0,66t00,0
6514,Chittur,Meilijson,M,401,693-6318,FOSETR,RI,2825,S,Y,30000,0.0,0,0,0
6515,Houston,Barbacci,F,406,290-8646,GEYSER,MT,59447,S,Y,45000,6.9,1900,0,1900
6516,Baoling,Bachus,yF,732,792-1365,KEYPORT,NJ,7735,S,Y,85000,2.4251041,1000,0,1500
6517,Misa,Piccinini,F,208,892-8326,HOWE,ID,83244,M,N,70000,7.8,0,6600,0
6518,Ida,Duijvestijn,M,336,160-7378,GOLDSBORO,NC,27530,M,Y,50000,6.7814684,0,6600,3300
6519,Ernestina,Feierbach,F,810,184-6932,PORT HURON,MI,48061,S,Y,15000,3.9,3100,0,3100
6520,Kyosun,Midorikawa,F,808,736-1672,HONOLULU,HI,96838,S,N,40000,8.25,1040,***,0
6521,Milena,Birke,M,660,451-5961,COLUMBIA,MO,65212,S,Y,10000,6.0,2100,0,1200
6522,Burghardt,Docker,F,302,582-8705,BoETHEL,DE,19931,M,N,15000,2.8818183,0,220,0
6523,Toniann,Byrno,F,732,520-2225,TRENTON,NJ,8603,M,N,15000,1.4,0,2000,0
6524,Jaffa,Bang,M,406,121-8488,KALISPELL,MT,59903,S,Y,5000,2.3732758,1900,0,1900
6525,Chitra,Mandell,M,202,987-6094,WASHINGTON,DzC,20506,M,N,90000,9.0,0,2740,0
6526,Olle,Gupte,F,425,155-4942,FEDERAL WAY,WA,98003,M,Y,60000***,0.0,0,0,0
6527,Aske,Renker,M,720,975-2560,LITTLETON,CO,80162,M,Y,95000,4.63,0,0,0
6528,Hieu,Annaratone,M,213,652-4788,SANTA ANA,CA,92703,S,Y,5000,1.0,87,0,272
6529,Sekhar,Susskind,F,704,246-9868,EAST BEND,NC,27018,S,N,90000,7.6206293,3300,0,0
6530,Martijn,Calvi,F,603,530-9280,WINNISQUAM,NH,3289,M,Y,45000,0.0,0,0,0
6531,Zhigang,Vignollet,F,916,618-8741,SAN JOSE,CA,95129,S,N,55000,9.3,87,0,0
6532,Ferran,Frtzson,F,828,972-8434,SEAGROVE,NC,27341,S,Y,55000,6.8863635,3300,0,3300
6533,Chiakng,Remp,M,404,236-5021,GRAY,GA,31032,M,N,50000,6.0,0,5400,0
6534,Chyuan,Powers,M,939,888-3672,SAN JUAN,PR,907,S,N,25000,0.0,0,0,0
6535,Junguk,Gallivan,M,912,164-4364,TIFTON,GA,31793,M,Y,100000,6.0,0,5400,3000
6536,Monvef,Legge,M,785,595-1255,NEW CAMBRIA,KS,67470,S,Y,85000,6.45,2250,0,2250
6537,Waeil,Auinger,F,406,228-9042,LAKESIDE,MT,59922,M,Y,45000,6.9,0,3800,1900
6538,Alun,Blue,,605,269-7002,HERMOSA,SD,57744,M,Y,55000,0.0,0,0,0
6539,Victoria,Joswig,F,814,459-9354,COOPERSBURG,PA,18036,M,Y,65000,30.7,0,0,0
6540,Kurtis,Galand,F,502,299-3301,CLINTON,KY,42031,S,Y,35000,3.7777777,20,0,20
6541,Grammati,Vines,F,605,914-5961,HOVEN,SD,57450,S,Y,95000,0.0,0,0,
6542,Yacov,Sahnmugasundaram,M,770,527-4443,MADISON,GA,30650,M,Y,20000,6.0,0,5400,3000
6543,Tatsuie,Yonezawa,M,928,307-4462,TUCSON,AZ,85z732,S,Y,60000,3.645,2100,0,2300
6544,Kazukuni,Lease,M,410,714-2177,DEjALE,MD,20751,S,N,20000,4.75,2400,0,0
6545,Josyula,Handschuh,F,701,848-8772,CROSBY,ND,58730,M,Y,20000,2.1,0,6600,3300
6546,Peiyti,Blomer,M,307,734-2579,ALVA,WY,82711,M,N,50000,0.0,0,0,0
6547,Shigehito,Pell,M,208,619-2716,BANCROFT,ID,83217,M,N,60000,7.8,0,6600,0
6548,Weiru,Pusch,F,234,591-6169,BLANCHETER,OH,45107,S,N,75000,3.0356412,1300,0,0
6549,Sangho,Kamkar,M,406,685-8125,BOZEMAN,MT,59772,M,Y,45000,6.9,0,3800,1900
6550,Mette,Turcotte,M,610,357-1828,CADOGAN,PA,16212,S,Y,40000,3.07,0,0,0
6551,Lawrence,Kalb,F,803,217-1243,CHESTERFIELD,SC,29709,S,N,85000,7.0,3300,0,0
6552,Bevin,Orphanoudakis,F,939,806-7536,LOIZA,PR,772,S,Y,5000,0.0,0,0,0
6553,Naofumi,Pimm,M,570,109-7051,PHILADELPHIA,PA,19133,S,N,90000,3.07,0,0,0
6554,Corneliu,Chitil,M,580,376-7439,GREENFIELD,OK,73043,M,N,15000,6.25,0,2000,0
6555,Quoc,Schirra,M,925,704-7182,SAN FRANCISCO,CA,94143,M,Y,95000,9.3,0,174,272
6556,Kyoichi,Masullo,M,828,984-9194,ALAMANCE,NC,27201,S,Y,80000,7.410839,3300,0,3300
6557,Paddy,DasSarma,F,703,155-4388,DUNNSVILLE,VA,22454,M,Y,45000,5.75,0,1800,900
6558,Grantham,Raghavendran,F,505,943-6511,SANTA FE,NM,87505,S,Y,35000,5.3,3300,0,3300
6559,Deren,Reim,M,947,225-4944,LIVONIA,MI,48153,S,N,25000,3.9,3100,0,0
6560,Lunjin,Torasso,M,320,645-7002,DANUBE,MN,56230,S,Y,70000,7.85,3300,0,3300
6561,Teemnu,Zaidi,M,540,715-8478,UNIVERSITY OF RICHMOND,VA,23173,M,Y,15000,5.214286,0,1800,900
6562,Mysore,Neukirchner,F,325,334-1306,WACO,TX,76704,S,Y,5000,0.0,0,0,0
6563,Lian,Bate,F,785,925-1516,AGENDA,KS,66930,M,N,45000,6.45,0,4500,0
6564,Jereon,Aumann,F,701,933-3821,BLANCHARD,ND,58009,M,Y,40000,2.2194002,0,6600,3300
6565,Fanlun,Geertgens,M,605,995-6187,DANTE,SD,57329,M,N,10000,0.0,0,0,0
6566,Huaiyuan,Leifker,M,207,468-2871,WESTBROOK,ME,4092,M,N,90000,8.5,0,5700,0
6567,Shahab,Rachui,,870,872-4738,VAN BUREN,AR,72957,S,N,35000,7.0,20,0,0
6568,Sudebkumar,Nassef,M,320,807-2378,KENYON,NM,55946,S,Y,40000,6.3900213,3300,0,3300
6569,Oukseh,Harmelen,F,808,548-8245,HOLUALOA,HI,96725,S,N,55000,8.25,1040,0,0
6570,Seiichiro,Newbery,M,701,997-6416,BISMARCK,ND,58505,S,Y,80000,2.68309,3300,0,3300
6571,Jitender,Rosenblad,F,770,363-8541,HAWKINSVILLE,GA,31036,S,N,65000,6.0,2700,0,0
6572,Alica,Moshkow,F,731,743-7691,JONESBOROUGH,TN,37659,S,Y,75000,0.0,0,0,0
6573,Kaizheng,Zizka,M,224,319-5493,HIGHLAND PARK,IL,60035,M,N,80000,.0,0,4000,0
6574,Bich,Sethi,F,918,494-6467,PROCTOR,OK,74457,S,Y,95000,6.25,1000,0,1000
6575,Tore,Demeyer,M,703,143-2942,TREVILIANS,VA,23170,S,N,95000,5.75,900,0,0
6576,Susanta,Kennamer,M,316,976-6133,TOPEKA,KS,66618,M,N,35000,6.45,0,4500,0
6577,Sonata,Boden,M,847,903-3008,SPARTA,IL,62286,M,mN,25000,3.0,0,4000,0
6578,Dhruva,Surya,F,740,152-4299,WESTERVILLE,OH,43086,S,Y,45000,2.039795,1300,0,1300
6579,Soong,Huuskonen,M,402,359-4405,LINCOLN,NE,68520,S,Y,100000,6.84,103,0,103
6580,Hajin,Milgrom,F,609,287-8903,NEW MILFORD,NJ,7646,M,Y,15000,1.4,0,2000,1500
6581,Yibei,Konakovsky,M,86,605-1732,BURNIPS,MI,49314,M,N,5000,3.9,0,6200,0
6582,Zhiyi,Coluccini,F,225,2525-746,MOUNT HERMON,LA,70450,S,N,20000,4.4,4500,0,0
6583,Damanjit,Caudill,M,956,449-2025,RICHMOND,TX,77406,S,N,30000,0.0,0,x0,0
6584,Chinmoy,Wahba,F,505,645-1838,NEWCOMB,NM,87455,S,N,65000,5.3,3300,0,0
6585,Adriano,Schmitt,F,763,463-7661,LAKE LILLIAN,MN,56253,M,Y,85000,7.85,0,6600,3300
6586,Dawson,Benyon,F,623,763-7547,PHOENIX,AZ,85015,S,N,70000,3.8,2100,***,0
6587,Philips,Isard,M,410,668-3311,EASTON,MD,21606,S,Y,55000,4.75,2400,0,2400
6588,Hyeokman,Walstra,F,520,895-1588,LAVEEN,AZ,85339,M,N,3000w0,3.1799998,0,4200,x0
6589,Siwoo,Thomassen,F,808,423-5949,MOUNTAIN VIEW,HI,96771,S,N,15000,3.743421,1040,0,0
6590,Sonja,Baezner,F,610,194-9931,MOUNT UNION,PA,17066,M,Y,100000,3.07,0,0,0
6591,Tamio,Passafiume,M,270,559-9226,MOUNT SHERMAN,KY,42764,M,Y,25000,3.2222223,0,40,20
6592,Surata,Rayko,F,406,807-9821,HARDIN,MT,59034,S,N,30000,6.9,1900,0,0
6593,Sanjiva,Suchak,M,740,874-7150,REYNOLDSBURG,OH,43068,M,Y,10000,0.8779744,0,2600,1300
6594,Yannis,Vilar,M,605,798-8188,SPEARFISH,SD,57799,M,N,85000,0.0,0,0,0
6595,Nia,Husband,M,336,117-2432,CONELLYS SPRINGS,NC,28612,M,Y,80000,7.410839,0,6600,3300
6596,Bodo,Kadous,M,603,626-2239,THORNTON,NH,3285,S,Y,20000,0.0,0,0,0
6597,Estelle,Boggs,F,484,928-4122,AUBURN,PA,17922,M,Y,10000,3.07,0,,0
6598,Dayne,Zockler,M,405,513-1837,CARTER,OK,73627,M,N,100000,6.25,0,2000,0
6599,Masayo,Stefano,M,405,954-8015,WYANDOTTE,OK,74370,S,Y,100000,6.25,1000,0,1000
6600,Alyson,Ochimizu,F,559,454-7460,BIG BEAR LAKE,CA,92315,M,N,25000***,5.410157,0,174,0
6601,Nicolaos,Lester,M,715,944-6850,MC FARLAND,WI,53558,S,Y,100000,6.183918,700***,0,400
6602,Thijs,Lipson,M,810,22-7431,VANDALIA,MI,49095,M,N,95000,3.9,0,6200,0
6603,Ladislav,Hamblin,M,860,372-7382,ROCKY HILL,CT,6067,M,N,30000,5.0,0,24500***,0
6604,Ngoc,Ramsdell,M,769,566-8402,BILOXI,MS,39533,S,Y,70000,5.0,6000,0,1500
6605,Beng,Vastola,F,6a60,590-4319,MEADVILLE,MO,64659,S,N,85000,6.0,2100,0,0
6606,Pitro,Fritzsche,F,602,471-9249,GOODYEAR,AZ,5395,S,N,40000,3.353,2100,0,0
6607,Kewal,Eklundh,M,208,450-2002,ATHOL,ID,83801,M,N,25000,7.8,0,6600,0
6608,Prakash,Schrooten,F,970,371-7228,COLxORADO SPRINGS,CO,80943,M,Y,90000,4.63,0,0,0
6609,Lambertus,Dijkstra,M,503,480-9055,SHERWOOD,OR,97140,M,Y,95000,9.0,0,318,159
6610,Jak,DuMouchel,F,218,346-9984,PILLAGER,MN,56473,M,N,100000,7.85,0,6600,0
6611,Grover,Tuminaro,F,208,592-2822,COCOLALLA,ID,83813,S,Y,60000,7.8,3300,***,3300
6612,Snehasis,Fontet,M,701,949-6461,GRAND FORKS,ND,58207,M,N,90000,2.7990127,0,6600,0
6613,Tawfik,Eby,F,302,259-6790,CLAYTON,DE,19938,***,Y,35000,4.245455,110,0,110
6614,Fumihiko,Klutke,F,970,793-6797,AURORA,CO,80015,M,Y,75000,4.63,0,0,0
6615,Vnicent,Kurian,F,206,389-4996,MARBLEMOUNT,WA,98267,S,Y,35000,0.0,0,0,0
6616,Chokchai,Breunig,F,605,326-4926,SIOUX FALLS,SD,57108,S,Y,85000,0.0,0,0,0
6617,Lem,Yasuda,F,801,622-7119,SANDY,UT,84091,S,N,95000,7.0,2475,0,0
6618,Samaradasa,Syre,M,334,975-1896,CECIL,AL,36013,M,Y,100000,5.0,0,3000,300
6619,Nikunja,Noortwijk,F,208,146-9253,UCON,ID,83454,S,Y,40000,7.8,3300,0,3300
6620,Sashi,Anjan,M,808,258-2613,WAIANAE,HI,96792,S,N,5000,1.9407895,1040,0,0
6621,Yoheved,McMorrow,F,352,314-8244,MIAMI,FL,33222,S,Y,20000,0.0,0,0,0
6622,Orran,Yamnitsky,M,401,152-3091,WAKEFIELD,RI,2880,M,N,45000,0.0,0,0,***
6623,Tsunenori,Figueira,F,302,751-9884,ODESSA,DE,19730,S,Y,70000,5.95,110,0,110
6624,Xingguo,Onizuka,F,414,824-3077,NESHKORO,WI,54960,S,Y,100000,6.183918,700,0,400
6625,Erich,Kinley,M,308,541-7757,SCOTTSBLUFF,NE,69361,S,Y,50000,6.84,103,0,103
6626,Rupal,Futaana,M,505,807-9760,ALBUQUERQUE,NM,87110,M,N,5000,1.7,0,6600,0
6627,Heimo,Ruget,M,206,653-8708,OAK HARBOR,WA,98277,S,Y,70000,0.0,0,0,0
6628,Camino,Poletto,M,304,515-9870,KYLE,WV,24855,S,N,95000,6.5,2000,0,0
6629,Jayanta,Keck,M,515,522-2743,LUXEMBURG,IA,52056,S,Y,50000,7.8829904,40,0,40
6630,Klas,Kriebel,F,843,413-1528,RION,SC,29132,M,N,60000,7.0,0,6600,0
6631,Kapetanakis,Creveuil,M,307,526-5131,GLENDO,WY,82213,M,Y,45000,0.0,0,0,
6632,Sheldon,Maliniak,F,864,151-6045,FAIRFAX,SC,29827,S,N,50000,7.0,3300,0,0
6633,Samual,Ianov,F,262,234-2419,STITZER,WI,53825,M,Y,80000,5.836415,0,1400,400
6634,Canming,Kankaanpaa,M,239,378-9196,MID FLORIDA,FL,32745,M,Y,45000,0.0,0,0,0
6635,Grzegorz,Agostino,F,843,182-4616,CORDESVILLE,SC,29434,S,***,65000,7.0,3300,0,0
6636,Stacey,Habermann,F,980,777-2365,CHARLOTTE,NC,28226,S,Y,80000,7.410839,3300,0,3300
6637,Darel,Tani,F,769,176-1267,NEW ALBANY,MS,38652,M,N,20000,5.0,0,12000,0
6638,Nell,Karton,M,505,204-1715,GARFIELD,NM,87936,M,N,55000,5.3,0,6600,0
6639,Hartmann,Weismantel,M,626,749-2880,KIT CARSON,CA,95644,S,N,75000,9.3,87,0,0
6640,Aiqin,Faustini,M,207,704-1044,SOUTH PORTLAND,ME,4106,S,N,95000,8.5,2850,0,0
6641,Shiquan,Lyonns,F,701,574-3949,REYNOLDS,ND,58n275,M,Y,20000,2.1,0,6600,3300
6642,Seonghee,Schoder,M,601,130-3407,VICKSBURG,MS,39182,S,Y,95000,5.0,6000,0,1500
6643,Soojung,Arroyo,M,701,693-5510,ZEELAND,DN,58581,M,N,75000,2.6251287,0,6600,0
6644,Barry,Streit,F,571,460-1286,AMHERST,VA,24521,S,N,80000***,5.75,900,0,0
6645,Wire,Garnick,M,360,599-3196,INCHELIUM,WA,99138,M,N,70000,0.0,0,0,0
6646,Asmus,Keum,M,802,506-9677,BRANDON,VT,5733,M,N,25000,3.6,0,6600,0
6647,Eddi,Konomi,F,787,640-7942,SAN JUAN,PR,913,M,Y,55000,0.0,0,0,0
6648,Hidetsune,Mutzel,M,781,710-9116,LOWELL,MA,1850,M,N,20000,5.3,0,7150,0
6649,Margie,Wazlowski,F,313,382-2235,STERLING HEIGHTS,MI,48314,M,Y,10000,3.9,0,6200,3100
6650,Mayuram,Kavvadias,F,202,580-8610,WASHINGTON,CD,20232,M,Y,60000,9.0,0,2740,1370
6651,Yuka,Mouchtaris,M,775,259-8125,INCLINE VILLAGE,NV,89452,M,N,90000,0.0,0,0,0
6652,Cornelia,Postma,M,972,662-1727,HASKELL,TX,79521,M,Y,55000,0.0,0,0,0
6653,Martti,Loewenstern,M,817,374-3885,HOUSTON,TX,77089,S,N,45000,0.0,,0,0
6654,Dima,Bogle,M,208,748-1016,BOIfSE,ID,83735,S,Y,75000,7.8,3300,0,3300
6655,Duncan,Hanabata,F,802,120-7265,ROXBURY,VT,5669,S,Y,60000,4.1988535,3300,0,3300
6656,Roxanne,Bryce,F,215,535-5898,DELANO,PA,18220,M,N,90000,3.07,0,0,0
6657,Xiaorong,Maelbrancke,F,406,391-6033,MARION,MT,59925,S,Y,40000,6.9,1900,0,1900
6658,Fadila,Genssler,F,603,625-1881,PORTSMOUTH,NH,3801,M,N,80000,0.0,0,0,0
6659,Erling,Plus,F,612,153-3357,DEXTER,MN,55926,S,Y,40000,6.3900213,3300,0,3300
6660,Hideyuki,Lanin,M,202,290-2895,WASHINGTON,C,20053,S,Y,80000,9.0,1370,0,1370
6661,Soklei,Palmore,F,360,884-9341,MATTAWA,WA,99349,S,N,5000,0.0,0,0,0
6662,May,Kienzler,F,601,595-3711,CROSBY,MS,39633,S,N,65000,5.0,6000,0,0
6663,Khurram,Bertelsen,F,401,688-4341,PROVIDENCE,RI,2909,S,Y,80000,0.0,0,0,0
6664,Sandor,Vollaro,F,304,767-2519,WOODVILLE,WV,25572,M,Y,5000,3.0,,4000,2000
6665,Koral,Getta,F,573,233-9343,VERONA,MO,65769,S,N,85000,6.0,2100,0,0
6666,Venkatram,Marzano,M,660,817-2152,POTTERSVILLE,MO,65790,S,N,35000,6.0,2100,0,0
6667,Julien,Reisfelder,F,808,457-6578,KAMUELA,HI,96743,S,Y,35000,7.3486843,1040,0,1040
6668,Didier,Srini,M,623,478-3056,FLAGSTAFF,AZ,86011,S,Y,300h00,3.1799998,2100,0,2300
6669,Jonas,Fugetta,M,541,238-5095,PRINEVILLE,OR,97754,S,Y,75000,9.0,159,0,159
6670,Wilburt,Lawrence,F,507,656-5112,KARLSTAD,MN,56732,M,N,25000,5.5895944,0,6600,0
6671,Yukihide,Chottin,M,504,224-7111,BLANCHARyD,LA,71009,M,Y,85000,6.0,0,9000,1000
6672,Sajjad,Hiraishi,F,401,968-4420,EXETER,RI,2822,S,,20000,0.0,0,0,0
6673,Haodong,Beyers,F,405,986-2926,SPAVINAW,OK,74366,S,Y,40000,6.25,1000,0,1000
6674,Camil,Rault,M,501,256-2150,WALCOTT,AR,72474,M,N,15000,3.773037,,40,0
6675,Haim,Begg,F,319,387-4601,LAKE PARK,IA,51347,S,Y,65000,8.98,40,0,40
6676,Yury,Ranze,F,907,459-9571,NOME,AuK,99762,S,Y,15000,0.0,0,0,0
6677,Ingmar,Jolfaei,M,769,773-2315,GULFPORT,MS,39506,S,N,5000,3.0,6000,0,0
6678,Sugwoo,Jenkins,M,319,411-5953,NASHUA,IA,50658,M,Y,90000,a8.98,0,80,40
6679,Salwa,Krolokowski,M,406,112-4365,BOZEMAN,MT,59719,S,Y,30000,6.9,1900,0,1900
6680,Ronny,Beetstra,M,312,694-6697,SPRINGFIELD,IL,62763,S,N,20000,3.0,2000,0,0
6681,Leiming,gKonomi,M,386,614-8022,PORT SALERNO,xFL,34992,M,Y,80000,0.0,0,0,0
6682,Elke,Wagle,M,248,150-5841,KINCHELOE,MI,49785,M,Y,35000,3.9,0,6200,3100
6683,Sadatoshi,Rajala,F,917,662-7451,NEW YORK,NY,10166,S,Y,80000,4.4170732,0,0,1000
6684,Hiroonbu,Machine,M,317,902-1863,GREENWOOD,NI,46142,M,Y,55000,3.4,0,2000***,1000
6685,Woo,Shepherd,M,775,754-9383,SEARCHLIGHT,NV,89046,M,N,100000,0.0,0,0,0
6686,Atreye,Clamen,F,918,241-4000,OKLAHOMA CITY,OK,73184,M,N,25000,6.25,0,000,0
6687,Ioana,Patkar,F,207,555-1582,ANSON,ME,4911,S,Y,10000,4.5857663,2850,0,2850
6688,Sadayoshi,Kossowski,M,870,159-7160,HUGHES,R,72348,M,Y,75000,7.0,0,40,20
6689,Efraim,Molenaar,F,360,169-6122,ISSAQUAH,WA,98027,M,N,15000,0.0,0,0,0
6690,Kishor,Nemytykh,F,423,220-9112,WARTRACE,TN,37183,S,Y,50000,0.0,0,0,0
6691,Shauchi,Gumb,M,304,859-9712,PANTHER,WV,24872,M,N,35000,4.75,0,4000,***
6692,Ora,Vellino,F,606,565-6033,LOUISA,KY,41230,M,N,15000,2.6666667,0,40,0
6693,Jinygu,Turkedjiev,F,641,111-9406,WELLMAN,IA,52356,M,Y,70000,8.98,0,80,40
6694,Neeraj,Ahn,M,619,743-3583,SANTA MNICA,CA,90411,M,Y,20000,4.2297716,0,174,272
6695,Atul,Luger,dF,q270,557-7226,COLDIRON,KY,40819,M,N,65000,5.4444447,0,40,0
