fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
Yuqun,Drewnowski,F,774,426-1676,ASHLEY FALLS,MA,1222,S,Y,60000,5.3,3575,0,1000
Spiridon,Ponceleon,F,802,609-5525,NORTH HYDE PARK,VT,5665,S,Y,35000,3.7014668,3300,,3300
Hirotomo,Luebbert,F,980,548-5072,MAYODAN,NC,27027,M,N,15000,6.0472025999999985,0,6600,0
Ruby,Razum,F,786,336-4818,ORMOND BEACH,FL,32175,M,Y,25000,0.0,0,0,0
Chahab,Ege,F,603,373-4978,CENTER OSSIPEE,H,3814,M,N,70000,0.0,0,0,0
Morris,Wing,M,606,400-1056,MARTHA,KY,41159,S,N,20000,2.9444444,20,0,0
Bethina,Fontet,F,939,659-5376,PUERTO REAL,PR,740,S,N,35000,0.0,0,0,0
Yoshiaki,Frisby,F,937,858-6271,RISINGSUN,OH,43457,M,Y,30000,1.5418718,0,2600,1300
Sofya,Kess,F,802,950-6343,WHITE RIVER JUNCTION,VT,5009,S,Y,100000,4.994672,3300,0,3300
Shaodi,Dutra,F,787,242-8549,ENSENADA,PR,647,M,Y,95000,0.0,0,0,0
Annya,Carstensen,M,302,461-7055,NEWARK,DE,19718,S,Y,35000,4.2454550000000015,110,0,110
Amihai,Lazensky,M,302,928-9189,NEW CASTLE,DE,19721,M,Y,55000,5.609091,0,220,110
Jaakko,Gronowski,M,317,661-4144,MUNCIE,IN,47302,S,Y,80000,3.4,1000,0,1000
Nabiel,Heines,M,203,661-8507,BRISTOL,CT,6011,M,Y,55000,5.0,0,24500,0
Silvano,Alippi,F,443,161-6144,MECHANICSVILLE,MD,20659,M,Y,90000,4.75,0,4800,2400
Celia,Mosciatti,M,812,466-1172,EVANSVILLE,IN,47715,S,Y,95000,3.4,1000,0,1000
Ayako,Merckt,M,401,797-8415,LINCOLN,mRI,2865,S,Y,20000,0.0,0,0,0
Nur,Redmiles,M,978,824-7120,FALL RIVER,MA,2722,M,Y,25000,5.3,0,7150,1000
Conrado,Spadoni,F,516,168-8787,CORTLAND,NY,13045,S,Y,60000,4.3012195,0,0,1000
Elof,Podilchuk,F,251,763-4422,PANOLA,AL,35477,M,N,10000,5.0,0,3000,0
Ilona,Simone,F,205,252-2318,AUBURN UNIVERSITY,AxL,36849,S,Y,85000,5.0,1500,0,300
Hideki,McGavran,M,765,813-6516,GUILFORD,IN,47022,S,Y,20000,3.4,1000,0,1000
Fumiko,Kirtane,M,954,815-4738,MILLIGAN,FL,32537,S,Y,80000,0.0,0,0,0
Reino,Dehene,M,787,798-8314,GUAYNABO,PR,965,S,Y,80000,0.0,0,0,0
Setsuko,Lowen,F,302,242-6269,NEWARK,DE,19713,M,N,45000,4.9272730000000005,0,220,0
Keki,Aluru,F,901,244-1527,CRAWFORD,TN,38554,S,Y,75000,0.0,0,0,0
Nick,Smahi,M,304,891-8897,SAXON,WV,25180,S,N,80000,6.5,2000,0,0
Xinan,Bayarri,M,443,413-7186,ANNAPOLIS,MD,21409,S,Y,60000,4.75,2400,0,2400
Wan,Calvary,M,704,607-7807,CHARLOTTE,NC,28203,M,N,40000,6.571678,0,6600,0
Xuequn,Toint,M,260,705-8884,ROCKFIELD,IN,46977,S,N,35000,3.4,1000,0,0
Dongmyun,Bryce,M,802,868-4529,MONTGOMERY,VT,5470,M,Y,5000,3.6,0,6600,3300
Wojtek,Fechter,M,508,156-6386,GILBERTVILLE,MA,1031,S,Y,60000,5.3,3575,0,1000
Subhrajit,Kurematsu,M,802,260-5195,WORCESTER,VT,5682,M,N,15000,3.6,0,6600,0
Ida,Popp,M,724,623-4945,WYNCOTE,PA,19095,S,Y,80000,3.07,0,0,0
Santosh,Holloway,M,251,108-3473,VANDIVER,AL,35176,M,N,55000,5.0,0,3000,0
Guoqiang,D''Agostino,M,603,332-6783,NEWPORT,NH,3773,S,N,5000,0.0,0,0,0
Jianying,Lutzeler,,864,101-4561,MARTIN,SC,29836,M,N,95000,7.0,0,6600,0
Phyllis,Kann,F,410,459-8265,BALTIMORE,MD,21281,M,N,40000,4.75,0,,0
Adamantios,Klusik,M,678,801-2134,LUTHERSVILLE,GA,30251,S,Y,60000,6.0,2700,0,3000
Chiradeep,Isakowitz,F,413,132-2182,SILVER BEACH,MA,2565,S,N,95000,5.3,3575,0,0
Aelmut,Babaguchi,M,980,398-4916,WELCOME,NC,27374,S,N,85000,7.515733999999999,3300,0,0
Shaygan,Hooman,F,765,491-6775,YEOMAN,IN,47997,M,N,80000,3.4,0,2000,0
Honghai,Etoh,M,202,690-8817,WASHINGTON,DgC,20527,M,Y,10000,4.5,0,2740,1370
Palle,Ragland,M,304,685-3749,MIDKIFF,WV,25540,S,N,95000,6.5,2000,0,0
Sitaram,Neuhaus,F,413,231-8073,BOSTON,MA,2109,M,N,75000,5.3,0,7150,0
Lester,Karl,M,704,223-7444,MONROE,NC,28111,S,N,95000,7.7255244,3300,0,0
Bulent,Wing,F,860,198-5951,HAMPTON,CT,6247,S,Y,65000,5.0,12750,0,0
Venkatar,Kate,M,502,638-8631,CAVE CITY,KY,42127,M,Y,50000,4.611111,0,40,20
Yatsuka,Boday,M,240,948-3203,ROCKVILLE,MD,20850,S,Y,30000,4.75,2400,0,2400
Shannon,Boday,M,401,174-7527,CHARLESTOWN,RI,2813,S,Y,5000,0.0,0,0,0
Xin,Josifovski,F,717,231-9594,PIPERSVILLE,PA,18947,M,N,35000,3.07,0,0,0
Wanli,Bel,M,706,782-8109,STAPLETON,GA,30823,M,N,35000,6.0,0,5400,0
Loay,Suermann,F,202,343-2967,WASHINGTON,uDC,20393,M,Y,50000,9.0,0,2740,1370
Peteris,Beer,M,802,322-2606,SHEFFIELD,VT,5866,S,N,20000,3.6,3300,0,0
Laird,Schenk,M,603,676-6014,TAMWORTH,NH,3886,S,Y,50000,0.0,0,0,0
Roberta,Cardinael,M,301,354-2491,BALTIMORE,MD,21233,S,Y,40000,4.75,2400,0,2400
Bozena,Fischetti,M,910,119-4859,DAVIS,NC,28524,S,N,100000,7.8304195,3300,0,0
Gennoveffa,Yetto,F,304,568-1259,CHARLESTON,WV,25326,M,Y,75000,6.5,0,4000,2000
Soloman,Edagawa,F,901,638-9525,MEMPHIS,TN,38101,M,N,90000,0.0,0,0,0
Ray,Hodel,F,812,774-9650,FULTON,IN,46931,S,Y,70000,3.4,1000,0,1000
Kemal,Klimov,F,939,422-4070,SAN JUAN,PR,936,M,N,85000,0.0,0,0,0
Abderrazak,Duijvestijn,M,317,816-6657,FLAT ROCK,IN,47234,M,N,65000,3.4,0,2000,0
Cor,Jungmann,M,219,727-2837,SHOALS,IN,47581,M,N,85000,3.4,0,2000,0
Glaucia,Wiering,M,769,826-3309,MORTON,MS,39117,S,Y,85000,5.0,6000,0,1500
Everald,Ermel,F,603,870-8493,HOLLIS,NH,3049,S,N,40000,0.0,0,0,0
Imadeldin,Leemeijer,F,717,199-7191,AVONMORE,PA,15618,S,N,25000,3.07,0,0,0
Dave,Wolz,F,860,100-2449,WOODSTOCK VALLEY,CT,6282,M,Y,90000,5.0,0,24500,0
Jawahar,Kusakari,F,305,778-4102,MIAMI,LF,33138,M,N,60000,0.0,0,0,0
Tammy,Daelemans,F,207,204-9916,CUMBERLAND CENTER,ME,4021,S,Y,85000,8.5,2850,0,2850
Syun,Brazell,F,260,455-4317,MERRILLVILLE,IN,46411,S,N,5000,3.4,1000,0,0
Parker,Kakuma,F,302,389-8601,HARTLY,DkE,19953,S,Y,100000,5.95,110,0,110
Srikant,Muntz,F,939,990-6545,VEGA ALTA,PR,692,S,Y,35000,0.0,0,0,0
Danai,Delgano,M,703,640-1433,CATAWBA,VA,24070,M,Y,85000,5.75,0,1800,900
Cun,d''Alcantara,M,931,936-5869,DRESDEN,TN,38225,M,Y,95000,0.0,0,0,0
Haldon,Perna,F,203,643-7347,FARMINGTON,CT,6034,M,Y,10000,0.0,0,24500,0
Rusti,Samaria,F,229,338-3425,FAYETTEVILLE,GA,30215,S,N,20000,6.0,2700,0,0
Inaki,Koepf,F,662,447-6794,MCCOMB,MS,39648,S,N,50000,5.0,6000,0,0
Joa,Hartroth,M,302,748-2286,WILMINGTON,DeE,19889,M,Y,90000,5.95,0,220,110
Misha,Orlowski,M,302,782-9256,ROCKLAND,DE,19732,M,N,100000,5.95,0,220,0
Arani,Hansdah,F,939,545-8916,PATILLAS,PR,723,S,Y,20000,0.0,0,0,0
Rafik,Leathers,F,412,705-8560,MEADOW LANDS,PA,15347,S,N,65000,3.07,0,0,0
Shari,Bichler,M,205,455-6011,SCOTTSBORO,AL,35768,S,Y,50000,5.0,1500,0,300
Khakhanian,Vayngrib,F,228,439-1999,REDWOOD,MS,39156,M,Y,25000,5.0,0,12000,1500
Sadali,Jonsson,M,205,319-8845,BIRMINGHAM,AL,35207,M,N,90000,5.0,0,3000,0
Marghny,Recce,M,931,907-4784,FOSTERVILLE,TN,37063,M,N,10000,0.0,0,0,0
Huo,Deswarte,F,251,574-3489,FRUITDALE,AL,36539,S,N,85000,5.0,1500,0,0
Vladimir,Oberman,M,939,967-9063,GUAYNABO,PR,971,M,Y,90000,0.0,0,0,0
Matk,Thulasiraman,M,351,792-8481,ANDOVER,MA,5501,M,Y,100000,5.3,0,7150,1000
Xiangzhen,Zartmann,M,787,680-6105,IRO GRANDE,PR,745,S,Y,100000,0.0,0,0,0
Roselyn,Junping,F,781,473-3597,LOWELL,MA,1852,S,N,70000,5.3,3575,0,0
Haldun,Lucks,F,240,990-8088,BALTIMORE,MD,21283,S,N,90000,4.75,2400,0,0
Ranjeev,Posthoff,F,704,645-4695,STALEY,NC,27355,S,N,40000,6.571678,3300,0,0
Tsukasa,Pulkowski,F,910,135-3654,SPARTA,NC,28675,M,Y,70000,7.201049,0,6600,3300
Erich,Leibl,M,864,680-2830,PAULINE,SC,29374,S,Y,90000,7.0,3300,0,3300
Yurij,Altshuler,M,813,223-2517,KISSIMMEE,FL,34745,S,N,60000,0.0,0,0,0
Ashok,Mookken,M,202,850-1985,WASHINGTON,C,20409,M,N,55000,9.0,0,2740,0
Kathryn,Nepomniaschy,F,202,137-8225,WASHINGTON,CD,20026,S,Y,30000,9.0,1370,0,1370
Gad,Manderick,M,769,325-8343,GULFPORT,MS,39502,S,Y,50000,5.0,6000,0,1500
Takao,Melichar,M,231,887-9619,MARINE CITY,MI,48039,S,N,70000,3.9,3100,0,0
Barinderpal,Gragg,F,878,924-7844,NEWVILLE,PA,17241,M,N,15000,3.07,0,0,0
Iskender,Masullo,F,787,979-1328,AGUIRRE,PR,704,M,N,55000,0.0,0,0,0
Jinjoo,Barroso,M,860,911-6400,UNCASVILLE,CT,6382,S,Y,5000,3.0,12750,0,0
Tamer,Murga,F,803,174-5709,VAN WYCK,SC,29744,S,N,75000,7.0,3300,0,0
Sigeru,Liscouet,M,212,373-3158,NEW YORK,NY,10261,S,N,25000,4.0984755,0,0,0
Rushed,Uchiyama,M,774,293-3626,MONTEREY,MA,1245,S,Y,45000,5.3,3575,0,1000
Christophe,Bank,F,270,199-4003,ETOILE,KY,42131,S,Y,20000,2.9444444,20,0,20
Okan,Gille,M,803,935-9872,HILTON HEAD ISLAND,SC,29926,S,N,70000,7.0,3300,0,0
Orit,Winograd,M,410,815-2308,PERRYVILLE,MD,21903,M,N,15000,4.75,0,4800,0
Firoz,Mozeico,M,202,455-4529,WASHINGTON,CD,20314,S,Y,50000,9.0,1370,0,1370
Jeffry,Viragh,M,215,217-3340,LANDISBURG,PA,17040,S,N,90000,3.07,0,0,0
Guillermo,Oppenheim,F,843,410-7125,SWANSEA,SC,29160,M,Y,30000,7.0,0,6600,3300
Farid,Suros,M,302,593-8761,MIDDLETOWN,DE,19709,S,Y,85000,5.95,110,0,110
Shefali,Valmari,M,601,205-6270,NEID,MS,38927,S,Y,10000,5.0,6000,0,1500
Deganit,Birattari,F,212,695-2043,BRONX,NY,10461,S,Y,20000,4.0695124,0,0,1000
Cristiana,Karasik,M,860,331-2847,COLEBROOK,CT,6021,M,Y,65000,5.0,0,24500,0
Hidde,Rask,M,205,855-5707,AUBURN UNIVERSITY,AL,36849,S,Y,50000,5.0,1500,0,300
Cornelius,Muharemagic,F,802,732-7780,RUPERT,VT,5768,S,Y,90000,4.7957172,3300,0,3300
Leyuan,Blau,F,304,221-8852,CHARLESTON,WV,25364,M,N,5000,3.0,0,4000,0
Reynald,Wold,M,260,422-1045,CARLISLE,IN,47838,M,N,25000,3.4,0,2000,0
Margot,English,,706,818-7558,MERIDIAN,GA,31319,S,N,50000,6.0,2700,0,0
Prasenjit,Delaune,M,586,328-2081,DETROIT,MI,48234,M,N,95000,3.9,0,6200,0
Yasmin,Beke,M,339,113-5416,WORCESTER,MA,1605,S,N,20000,5.3,3575,0,0
Helaman,Dietl,F,765,542-8224,NEW ALBANY,IN,47151,S,N,5000,3.4,1000,0,0
Marita,Aschim,M,302,280-7593,NEWARK,DE,19718,S,N,45000,4.9272730000000005,110,0,0
Raimond,Keum,F,912,759-7870,RINCON,GA,31326,S,Y,45000,6.0,2700,0,3000
Pratul,Raugh,M,931,426-5469,JOHNSON CITY,TN,37615,M,Y,80000,0.0,0,0,0
Ambros,Rapin,F,304,962-6300,CHARLESTON,WV,25303,S,N,20000,3.7,2000,0,0
Yka,Franaszczuk,M,301,227-9900,BALTIMORE,MD,21201,M,N,35000,4.75,0,4800,0
Eugen,Rouse,F,570,279-4927,VALLEY FORGE,PA,19481,S,N,60000,3.07,0,0,0
Saewoong,Pauthner,M,516,765-1702,BUFFALO,NY,14261,S,N,30000,4.127439,0,0,0
Erez,Shinomoto,M,336,996-8641,SALISBURY,NC,28147,S,N,70000,7.201049,3300,0,n0
Celia,Wellman,M,401,825-3277,FOSTER,RI,2825,M,Y,90000,0.0,0,0,0
Kahoru,Funkhouser,F,302,233-2799,GREENWOOD,DE,19950,M,Y,55000,5.609091,0,220,110
Met,Reeken,F,207,913-4788,AUBURN,EM,4211,M,Y,75000,8.5,0,5700,2850
Bruce,Voisard,F,716,230-9317,INLET,NY,13360,S,Y,15000,4.040549,0,0,1000
Ubeda,Brakmo,M,401,752-5702,CRANSTON,RI,2921,M,Y,55000,0.0,0,0,0
DAIDA,Kingdon,F,412,324-8174,PITTSBURGH,PA,15250,M,N,65000,3.07,0,0,0
Sudhir,Bodoff,M,267,892-8480,MYERSTOWN,PA,17067,M,N,30000,3.07,0,0,0
Khakhanian,Vinek,F,740,603-3232,NORTH HAMPTON,OH,45349,S,N,55000,2.3717437,1300,0,
Akiniro,Schapire,F,802,432-9946,WELLS RIVER,VT,5081,M,N,100000,4.994672,0,6600,0
Yoshito,Wicinski,F,202,572-1167,WASHINGTON,DdC,20501,S,Y,10000,4.5,1370,0,1370
Jingyu,Tabet,F,202,497-4800,WASHINGTON,C,20015,S,N,50000,9.0,1370,0,0
Anderla,Shiraz,F,601,458-7803,COLLINSVILLE,MS,39325,S,Y,95000,5.0,6000,0,1500
Sophia,D''Agostino,F,205,987-8050,ANDALUSIA,AL,36420,M,N,40000,5.0,0,3000,0
Toyohide,Beuter,F,607,313-1775,BUFFALO,NY,14221,S,Y,50000,4.243293,0,0,1000
Rahul,Hoopen,F,270,524-4626,AGES BROOKSIDE,KY,40801,M,Y,20000,2.9444444,0,40,20
Andreas,Schaap,M,202,214-6984,WASHINGTON,DiC,20543,M,Y,65000,9.0,0,2740,1370
Kornel,Hollenbach,F,334,457-7288,MARGARET,AL,35112,M,Y,85000,5.0,0,3000,300
Zhongde,Tawera,F,857,597-6126,SPRINGFIELD,MA,1133,S,N,80000,5.3,3575,0,0
Alix,Lautenschlager,F,731,169-2927,GREENEVILLE,TN,37745,M,N,50000,0.0,0,0,0
Eugenia,Perrizo,F,828,259-7979,JONESVILLE,NC,28642,M,Y,5000,6.0,0,6600,3300
Teruhiro,Kosanke,F,769,334-9150,FLORA,MS,39071,S,Y,50000,5.0,6000,0,1500
Zhanqiu,Ohmoto,F,769,111-2464,FULTON,MS,38843,S,N,15000,5.0,6000,0,0
Wenjun,Danskin,M,304,259-8676,GLENVILLE,WV,26351,S,N,75000,6.5,2000,0,0
Barradas,Mutch,F,540,405-9444,HAMILTON,VA,20159,M,N,10000,3.875,0,1800,0
Nancy,Ziegert,M,731,230-4108,ROCKVALE,TN,37153,S,Y,30000,0.0,,0,0
Aki,Krikelis,M,201,854-1239,LITTLE SILVER,NJ,7739,M,Y,25000,1.4788542,0,2000,1500
Christino,Takkinen,F,401,955-8269,PROVIDENCE,RI,2901,M,Y,70000,0.0,0,0,0
Nitsan,Devlin,M,860,152-8792,MASHANTUCKET,CT,6338,S,N,85000,5.0,12750,0,0
Edson,Beidas,F,502,121-2243,CORBIN,KY,40701,M,N,55000,4.888889,0,40,0
Behzad,Dumke,F,513,670-7160,CLEVELAND,OH,44125,M,N,60000,2.537718,0,2600,0
Kosaburo,Horspool,M,203,613-7487,FARMINGTON,CT,6030,S,N,55000,5.0,12750,0,0
Vishesh,Kukimoto,M,724,713-4928,DUSHORE,PA,18614,S,N,15000,3.07,0,0,0
Xiadong,Juuso,F,302,104-8067,DGASBORO,DqE,19939,S,Y,70000,5.95,110,0,110
Camelia,Constantinescu,M,423,904-6790,FINLEY,TN,38030,M,Y,95000,0.0,0,0,0
Yoshimichi,Rothnie,F,610,702-1092,JEANNETTE,PA,15644,M,Y,15000,3.07,0,0,0
Chihping,Katker,F,603,483-7322,EAST WAKEFIELD,NH,3830,S,N,20000,0.0,0,0,0
John,Pierre,M,215,526-5701,PITTSBURGH,PA,15285,S,Y,55000,3.07,0,0,0
Aviezri,Tompits,M,731,744-8327,WHITES CREEK,TN,37189,M,Y,50000,0.0,0,0,0
Kumud,Schilier,F,567,534-3524,YOUNGSTOWN,OH,44505,M,N,75000,3.0356412,,2600,0
Dolores,Strandh,M,302,125-3000,HARRINGTON,DE,19952,M,N,95000,5.95,0,220,0
Akira,Taillibert,M,302,242-1419,WILMINGTON,DE,19802,S,N,95000,5.95,110,0,0
Sadasaburoh,Phuc,M,276,949-7149,SHIPMAN,VA,22971,M,N,40000,5.75,0,1800,0
Ilana,Napiorkowski,M,585,756-7847,DAVENPORT,NY,13750,S,N,25000,4.0984755,0,0,0
Ramesh,Welker,F,270,520-2861,SPARTA,KY,41086,M,Y,80000,6.0,0,40,20
Tariq,Hashemian,F,386,510-7500,JACKSONVILLE,FL,32223,S,N,45000,0.0,0,0,0
Kai,Day,F,434,728-3681,RICHMOND,VA,23218,M,N,100000,5.75,0,1800,0
Virgilio,Gaschnig,M,703,730-4886,SPRINGFIELD,VA,22158,M,Y,45000,5.75,0,1800,900
Yashvant,Ritcey,M,856,481-4369,NEW PROVIDENCE,NJ,7974,M,N,10000,1.4,0,2000,0
Vinoo,Snelgrove,M,423,553-8728,NORMANDY,TN,37360,S,Y,35000,0.0,0,0,0
Fabricio,Sooriamurthi,M,724,445-7947,NEW TRIPOLI,PA,18066,M,N,15000,3.07,0,0,0
Phill,Noice,M,678,654-2379,CASSVILLE,GA,30123,S,N,45000,6.0,2700,0,0
Wagdy,Toulouse,M,443,151-4592,GLENWOOD,MD,21738,S,Y,40000,4.75,2400,0,2400
Abderrahim,Layne,F,603,773-2330,,NH,3041,S,N,40000,0.0,0,0,0
Qui,Phalke,M,606,771-9611,BOWLING GREEN,KY,42103,M,N,75000,6.0,0,40,0
Filipp,Ropelewski,M,843,586-8389,MONCKS CORNER,SC,29461,S,N,75000,7.0,3300,0,0
Olaf,Lorie,M,678,651-9664,ALBANY,GA,31705,S,Y,15000,6.0,2700,0,3000
WingNing,Takano,F,302,952-5820,NEWARK,DE,19717,M,Y,15000,2.8818183,0,220,110
Bonghee,Sugimura,F,802,155-1289,EAST DOVER,VT,5341,M,N,45000,3.9004214,0,6600,0
Parker,Nisbet,***,202,555-2567,WASHINGTON,cDC,20078,M,Y,80000,9.0,0,2740,1370
Krishnamurthy,Isenberg,F,769,861-8180,TYLERTOWN,MS,39667,M,N,40000,5.0,0,12g000,0
Limsoon,Dolken,M,939,481-6109,CAGUAS,PR,726,M,N,15000,0.0,0,0,0
Anish,Matsuyama,F,802,231-1416,SOUTH STRAFFORD,VT,5070,M,Y,70000,4.397808,0,6600,3300
Claudio,Kirkova,F,302,793-9559,KIRKWOOD,DE,19708,M,N,10000,2.540909,0,220,0
Karlis,Berrada,F,270,760-2396,THOUSANDSTICKS,KY,41766,M,N,35000,3.7777777,***,40,0
Tarang,Schwetman,F,434,748-1370,LOVETTSVILLE,VA,20180,S,Y,15000,5.214286,900,0,900
Faten,Strooper,,603,922-6076,GORHAM,cNH,3581,M,Y,100000,0.0,0,0,0
Guttorm,Humborstad,M,731,940-1417,JELLICO,TN,37762,M,N,55000,0.0,0,0,0
Masali,Nastar,F,256,227-6869,LOACHAPOKA,AL,36865,S,Y,30000,5.0,,0,300
Ricardo,Cheikhrouhou,M,803,462-2356,ADAMS RUN,SC,29426,M,Y,95000,7.0,0,6600,3300
Xiaolong,Ylonen,F,770,918-5789,LOCUST GROVE,GA,30248,M,Y,70000,6.0,0,5400,3000
Tomoko,Merey,F,302,422-6830,WILMINGTON,DdE,19850,S,N,65000,5.95,110,0,0
Sumeet,Zviran,M,401,502-6392,CAROLINA,RI,2812,S,N,25000,0.0,0,0,0
Mildred,Kharin,F,352,299-6182,SAINT PETERSBURG,FL,33703,M,Y,95000,0.0,0,0,0
Jackie,Bol,F,304,845-1015,CHARLESTON,WV,25313,S,N,45000,5.45,2000,0,0
Wojceich,Dietz,F,947,252-5894,CLAYTON,MI,49235,M,N,15000,3.9,0,6200,0
Kyungcheol,Obradovich,M,518,814-9699,NEW YORK,NY,10112,M,Y,95000,4.5039635,0,0,1000
Vinton,Hitomi,M,732,366-1584,NETCONG,NJ,7857,S,N,70000,2.1885417,1000,0,0
Amihai,Whitcroft,M,863,913-8819,WEST PALM BEACH,FL,33402,M,N,10000,0.0,0,0,0
Divine,Marceau,F,803,543-9172,GREENVILLE,SC,29608,S,Y,85000,7.0,3300,0,3300
Chaomei,Nabli,F,740,498-3535,CANTON,OH,44708,S,Y,80000,3.2016153,1300,0,1300
Uzi,Nascimento,M,939,558-9564,PONCE,PR,734,S,N,40000,0.0,0,0,0
Qingda,Schamber,F,865,323-5908,KNOXVILLE,TN,37919,S,N,15000,0.0,0,0,0
Joobin,Ablaeyv,F,301,862-4306,BOWIE,MD,20721,S,N,90000,4.75,2400,0,0
Kiyokazu,Gerth,F,980,615-6551,RUTHERFORD COLLEGE,NC,28671,S,Y,55000,6.8863635,3300,0,3300
Caolyn,Rinschede,F,502,595-3760,OLMSTEAD,KY,42265,M,Y,55000,4.888889,0,40,20
Kazuhisa,Berard,F,401,318-6109,CRANSTON,RI,2910,M,Y,30000,0.0,0,0,0
Sahibsingh,Jevtic,F,339,994-2573,DANVERS,MA,1923,S,Y,10000,5.3,3575,0,1000
Tadanori,Junkin,M,336,786-8101,ASHEVILLE,NC,28813,M,Y,5000,6.0,0,6600,3300
Kuzuko,Kitayama,M,606,780-9079,TOPMOST,KY,41862,S,N,50000,4.611111,20,0,0
Marcella,Goot,M,302,322-3082,CHESWOLD,E,19936,S,N,85000,5.95,110,0,0
Ireneusz,Rosay,M,802,163-4215,NEWPORT CENTER,VT,5857,M,N,40000,3.800944,0,6600,0
Remi,Kleinman,F,802,515-3588,WARDSBORO,VT,5355,M,Y,100000,4.994672,0,6600,3300
Azriel,Walstra,F,443,194-8019,NOTTINGHAM,MD,21236,M,Y,90000,4.75,0,4800,2400
Claudius,Melhart,F,646,446-9478,LINCOLNDALE,NY,10540,M,Y,20000,4.0695124,0,0,1000
Dharmavani,Assche,M,304,600-4200,HERNDON,WV,24726,S,Y,70000,6.5,2000,0,2000
Yunqi,Karg,M,334,718-9209,HALEYVILLE,AL,35565,M,N,15000,5.0,0,3000,0
Lem,Salveter,F,304,563-5294,ADRIAN,WV,26210,M,Y,60000,6.5,0,4000,2000
Jorma,Grabner,F,803,194-2756,PEAK,SC,29122,S,Y,60000,7.0,3300,0,3300
Allen,Kurata,F,401,380-9832,TIVERTON,RI,2878,S,N,60000,0.0,0,0,0
MenChow,Veccia,F,443,715-2075,CUMBERLAND,yMD,21501,M,Y,20000,4.75,0,4800,2400
Debashis,Wolte,F,502,498-9012,SASSAFRAS,KY,41759,M,Y,5000,2.1111112000000003,0,40,20
Merja,Bank,M,718,752-5558,LIVONIA CENTER,NY,14488,S,N,90000,4.475,0,0,0
Juliana,Ayari,F,205,244-2771,GRAYSVILLE,AL,35073,S,Y,35000,5.0,1500,0,300
DeWLitt,Broomell,M,941,804-3370,HIALEAH,FL,33010,S,N,45000,0.0,0,0,0
Ruslan,Winzen,M,401,775-2039,NEWPORT,RI,2841,S,Y,65000,0.0,0,0,0
Naohisa,Schmidmaier,M,724,461-9338,KERSEY,PA,15846,M,N,40000,3.07,0,0,0
Wafi,Wissmann,M,574,555-5027,ROANOKE,IN,46783,M,Y,100000,3.4,0,2000,1000
Dattatraya,Kovalyov,,939,697-7355,GUAYNABO,PR,969,M,Y,10000,0.0,0,0,0
Hiroshige,Podkolzin,M,334,787-2905,SPANISH FORT,AL,36577,S,Y,30000,5.0,1500,0,300
Kaisa,Paraboschi,M,901,541-1667,MC DONALD,TN,37353,S,Y,20000,0.0,0,0,0
Sanford,Bullock,F,228,257-1430,SARAH,MS,38665,S,N,10000,5.0,6000,0,0
Sajjad,Brull,F,347,695-2467,BETHPAGE,NY,11714,M,Y,55000,4.272256,0,0,1000
Berto,Dasarathy,F,304,279-9775,COLFAX,WV,26566,S,Y,25000,4.05,2000,0,2000
Kimon,Cavalli,M,980,654-3449,MILLERS CREEK,NC,28651,M,Y,50000,6.7814684000000005,0,6600,3300
Henda,d''Astous,M,574,252-5051,PALMYRA,IN,47164,M,N,60000,3.4,0,2000,0
Ender,Wetprasit,M,601,742-2418,MADDEN,MS,39109,M,Y,15000,5.0,0,12000,1500
Shridhar,Mitzner,F,240,886-7296,INDIAN HEAD,MD,20640,M,Y,55000,4.75,0,4800,2400
Arif,Kartik,F,718,850-8434,NEW YORK,NY,10111,S,Y,60000,4.3012195,0,0,1000
Uinam,Littlestone,F,814,968-2496,CHINCHILLA,PA,18410,M,Y,45000,3.07,0,0,0
Joop,Takayama,M,845,524-4506,MADISON,NY,13402,S,Y,75000,4.3881097,0,0,1000
Haifeng,Yadrick,F,302,391-4663,OCEAN VIEW,DE,19970,M,Y,70000,5.95,0,220,110
LuoQuan,Demner,M,848,104-8609,OCEAN VIEW,NJ,8230,S,N,55000,1.9519792,1000,0,0
Parvathi,Cap,F,304,654-5729,MONTGOMERY,WV,25136,M,Y,70000,6.5,0,4000,2000
Duvvuru,Watson,M,662,510-5336,BILOXI,MS,39532,S,N,95000,5.0,6000,0,0
Amos,Bongartz,M,603,324-7890,WOLFEBORO,NH,3894,S,Y,85000,0.0,0,0,0
Afke,Mints,F,201,327-5069,CEDAR BROOK,NJ,8018,M,Y,55000,1.9519792,0,2000,1500
Nadeem,Spampinato,M,252,892-1331,CHIMNEY ROCK,NC,28720,M,N,20000,6.1520977,0,6600,0
Chanjung,Diekema,M,703,319-7322,CULPEPER,VA,22701,M,N,5000,2.5357144,0,1800,0
Reza,Postel,F,931,914-2543,WHITE HOUSE,TN,37188,S,N,60000,0.0,0,0,0
Munehiko,Zallocco,M,787,315-9831,CAROLINA,PR,984,S,Y,60000,0.0,0,0,0
Kyunghee,Mooers,F,202,632-9458,WASHINGTON,C,20534,M,N,50000,9.0,0,2740,0
Yingnan,Goli,M,845,273-3053,LEWISTON,NY,14092,M,Y,25000,4.0984755,0,0,1000
Dilian,Martyna,M,939,220-1380,ENSENADA,PR,647,S,Y,95000,0.0,0,0,0
