tid,attribute,correct_val
230,position,Midfield
230,team,Valencia_CF
230,city,Montevideo
230,stadium,Constant_Vanden_Stock_Stadium
230,season,2011
230,manager,Veit_Luks
231,index,46119
231,name,Abdalla_Susannne
231,surname,Hoare
231,birthyear,1982
231,birthplace,Gulfport
231,position,Midfield
231,team,Valencia_CF
231,city,Montevideo
231,stadium,Constant_Vanden_Stock_Stadium
231,season,2011
231,manager,Veit_Luks
232,index,46396
232,name,Abdalla_Susannne
232,surname,Hoare
232,birthyear,1982
232,birthplace,Gulfport
232,position,Defender
232,team,SV_Werder_Bremen
232,city,Barcelona
232,stadium,Boleyn_Ground
232,season,2014
232,manager,Sigenobu_Bodagala
233,index,46666
233,name,Abdalla_Susannne
233,surname,Hoare
233,birthyear,1982
233,birthplace,Gulfport
233,position,Defender
233,team,SV_Werder_Bremen
233,city,Barcelona
233,stadium,Boleyn_Ground
233,season,2014
233,manager,Sigenobu_Bodagala
234,index,46721
234,name,Abdalla_Susannne
234,surname,Hoare
234,birthyear,1982
234,birthplace,Gulfport
234,position,Midfield
234,team,Valencia_CF
234,city,Montevideo
234,stadium,Constant_Vanden_Stock_Stadium
234,season,2011
234,manager,Veit_Luks
235,index,46782
235,name,Abdalla_Susannne
235,surname,Hoare
235,birthyear,1982
235,birthplace,Gulfport
235,position,Defender
235,team,SV_Werder_Bremen
235,city,Barcelona
235,stadium,Boleyn_Ground
235,season,2014
235,manager,Sigenobu_Bodagala
236,index,46835
236,name,Abhaya_Win
236,surname,Senator
236,birthyear,1978
236,birthplace,El
236,position,Forward
236,team,P.a.o.k_Fc
236,city,Brasilia
236,stadium,King_Power_Stadium
236,season,2012
236,manager,Xiaomin_Saoudi
237,index,47482
237,name,Abdalla_Susannne
237,surname,Hoare
237,birthyear,1982
237,birthplace,Gulfport
237,position,Midfield
237,team,Valencia_CF
237,city,Montevideo
237,stadium,Constant_Vanden_Stock_Stadium
237,season,2011
237,manager,Veit_Luks
238,index,47581
238,name,Abdalla_Susannne
238,surname,Hoare
238,birthyear,1982
238,birthplace,Gulfport
238,position,Midfield
238,team,Valencia_CF
238,city,Montevideo
238,stadium,Constant_Vanden_Stock_Stadium
238,season,2011
238,manager,Veit_Luks
239,index,47655
239,name,Abdalla_Susannne
239,surname,Hoare
239,birthyear,1982
239,birthplace,Gulfport
239,position,Midfield
239,team,Valencia_CF
239,city,Montevideo
239,stadium,Constant_Vanden_Stock_Stadium
239,season,2011
239,manager,Veit_Luks
240,index,47713
240,name,Abdalla_Susannne
240,surname,Hoare
240,birthyear,1982
240,birthplace,Gulfport
240,position,Defender
240,team,SV_Werder_Bremen
240,city,Barcelona
240,stadium,Boleyn_Ground
240,season,2014
240,manager,Sigenobu_Bodagala
241,index,48004
241,name,Abdalla_Susannne
241,surname,Hoare
241,birthyear,1982
241,birthplace,Gulfport
241,position,Midfield
241,team,Valencia_CF
241,city,Montevideo
241,stadium,Constant_Vanden_Stock_Stadium
241,season,2011
241,manager,Veit_Luks
242,index,48061
242,name,Abdalla_Susannne
242,surname,Hoare
242,birthyear,1982
242,birthplace,Gulfport
242,position,Midfield
242,team,Valencia_CF
242,city,Montevideo
242,stadium,Constant_Vanden_Stock_Stadium
242,season,2011
242,manager,Veit_Luks
243,index,48089
243,name,Abdalla_Susannne
243,surname,Hoare
243,birthyear,1982
243,birthplace,Gulfport
243,position,Defender
243,team,SV_Werder_Bremen
243,city,Barcelona
243,stadium,Boleyn_Ground
243,season,2014
243,manager,Sigenobu_Bodagala
244,index,48815
244,name,Abdalla_Susannne
244,surname,Hoare
244,birthyear,1982
244,birthplace,Gulfport
244,position,Midfield
244,team,Valencia_CF
244,city,Montevideo
244,stadium,Constant_Vanden_Stock_Stadium
244,season,2011
244,manager,Veit_Luks
245,index,49600
245,name,Abdalla_Susannne
245,surname,Hoare
245,birthyear,1982
245,birthplace,Gulfport
245,position,Midfield
245,team,Valencia_CF
245,city,Montevideo
245,stadium,Constant_Vanden_Stock_Stadium
245,season,2011
245,manager,Veit_Luks
246,index,49674
246,name,Abhaya_Win
246,surname,Senator
246,birthyear,1978
246,birthplace,El
246,position,Forward
246,team,P.a.o.k_Fc
246,city,Brasilia
246,stadium,King_Power_Stadium
246,season,2012
246,manager,Xiaomin_Saoudi
247,index,49740
247,name,Abdalla_Susannne
247,surname,Hoare
247,birthyear,1982
247,birthplace,Gulfport
247,position,Midfield
247,team,Valencia_CF
247,city,Montevideo
247,stadium,Constant_Vanden_Stock_Stadium
247,season,2011
247,manager,Veit_Luks
248,index,50195
248,name,Abdalla_Susannne
248,surname,Hoare
248,birthyear,1982
248,birthplace,Gulfport
248,position,Midfield
248,team,Valencia_CF
248,city,Montevideo
248,stadium,Constant_Vanden_Stock_Stadium
248,season,2011
248,manager,Veit_Luks
249,index,50997
249,name,Abdalla_Susannne
249,surname,Hoare
249,birthyear,1982
249,birthplace,Gulfport
249,position,Defender
249,team,SV_Werder_Bremen
249,city,Barcelona
249,stadium,Boleyn_Ground
249,season,2014
249,manager,Sigenobu_Bodagala
250,index,51084
250,name,Abdalla_Susannne
250,surname,Hoare
250,birthyear,1982
250,birthplace,Gulfport
250,position,Defender
250,team,SV_Werder_Bremen
250,city,Barcelona
250,stadium,Boleyn_Ground
250,season,2014
250,manager,Sigenobu_Bodagala
251,index,51446
251,name,Abdalla_Susannne
251,surname,Hoare
251,birthyear,1982
251,birthplace,Gulfport
251,position,Midfield
251,team,Valencia_CF
251,city,Montevideo
251,stadium,Constant_Vanden_Stock_Stadium
251,season,2011
251,manager,Veit_Luks
252,index,51633
252,name,Abdalla_Susannne
252,surname,Hoare
252,birthyear,1982
252,birthplace,Gulfport
252,position,Midfield
252,team,Valencia_CF
252,city,Montevideo
252,stadium,Constant_Vanden_Stock_Stadium
252,season,2011
252,manager,Veit_Luks
253,index,51786
253,name,Abdalla_Susannne
253,surname,Hoare
253,birthyear,1982
253,birthplace,Gulfport
253,position,Midfield
253,team,Valencia_CF
253,city,Montevideo
253,stadium,Constant_Vanden_Stock_Stadium
253,season,2011
253,manager,Veit_Luks
254,index,52446
254,name,Abdalla_Susannne
254,surname,Hoare
254,birthyear,1982
254,birthplace,Gulfport
254,position,Defender
254,team,SV_Werder_Bremen
254,city,Barcelona
254,stadium,Boleyn_Ground
254,season,2014
254,manager,Sigenobu_Bodagala
255,index,52503
255,name,Abdalla_Susannne
255,surname,Hoare
255,birthyear,1982
255,birthplace,Gulfport
255,position,Defender
255,team,SV_Werder_Bremen
255,city,Barcelona
255,stadium,Boleyn_Ground
255,season,2014
255,manager,Sigenobu_Bodagala
256,index,52825
256,name,Abdalla_Susannne
256,surname,Hoare
256,birthyear,1982
256,birthplace,Gulfport
256,position,Midfield
256,team,Valencia_CF
256,city,Montevideo
256,stadium,Constant_Vanden_Stock_Stadium
256,season,2011
256,manager,Veit_Luks
257,index,53475
257,name,Abdalla_Susannne
257,surname,Hoare
257,birthyear,1982
257,birthplace,Gulfport
257,position,Midfield
257,team,Valencia_CF
257,city,Montevideo
257,stadium,Constant_Vanden_Stock_Stadium
257,season,2011
257,manager,Veit_Luks
258,index,53479
258,name,Abdalla_Susannne
258,surname,Hoare
258,birthyear,1982
258,birthplace,Gulfport
258,position,Defender
258,team,SV_Werder_Bremen
258,city,Barcelona
258,stadium,Boleyn_Ground
258,season,2014
258,manager,Sigenobu_Bodagala
259,index,53494
259,name,Abdalla_Susannne
259,surname,Hoare
259,birthyear,1982
259,birthplace,Gulfport
259,position,Defender
259,team,SV_Werder_Bremen
259,city,Barcelona
259,stadium,Boleyn_Ground
259,season,2014
259,manager,Sigenobu_Bodagala
260,index,53527
260,name,Abdalla_Susannne
260,surname,Hoare
260,birthyear,1982
260,birthplace,Gulfport
260,position,Defender
260,team,SV_Werder_Bremen
260,city,Barcelona
260,stadium,Boleyn_Ground
260,season,2014
260,manager,Sigenobu_Bodagala
261,index,53611
261,name,Abdalla_Susannne
261,surname,Hoare
261,birthyear,1982
261,birthplace,Gulfport
261,position,Defender
261,team,SV_Werder_Bremen
261,city,Barcelona
261,stadium,Boleyn_Ground
261,season,2014
261,manager,Sigenobu_Bodagala
262,index,53640
262,name,Abdalla_Susannne
262,surname,Hoare
262,birthyear,1982
262,birthplace,Gulfport
262,position,Midfield
262,team,Valencia_CF
262,city,Montevideo
262,stadium,Constant_Vanden_Stock_Stadium
262,season,2011
262,manager,Veit_Luks
263,index,53821
263,name,Abdalla_Susannne
263,surname,Hoare
263,birthyear,1982
263,birthplace,Gulfport
263,position,Defender
263,team,SV_Werder_Bremen
263,city,Barcelona
263,stadium,Boleyn_Ground
263,season,2014
263,manager,Sigenobu_Bodagala
264,index,53965
264,name,Abdalla_Susannne
264,surname,Hoare
264,birthyear,1982
264,birthplace,Gulfport
264,position,Defender
264,team,SV_Werder_Bremen
264,city,Barcelona
264,stadium,Boleyn_Ground
264,season,2014
264,manager,Sigenobu_Bodagala
265,index,54151
265,name,Abdalla_Susannne
265,surname,Hoare
265,birthyear,1982
265,birthplace,Gulfport
265,position,Midfield
265,team,Valencia_CF
265,city,Montevideo
265,stadium,Constant_Vanden_Stock_Stadium
265,season,2011
265,manager,Veit_Luks
266,index,54259
266,name,Abdalla_Susannne
266,surname,Hoare
266,birthyear,1982
266,birthplace,Gulfport
266,position,Defender
266,team,SV_Werder_Bremen
266,city,Barcelona
266,stadium,Boleyn_Ground
266,season,2014
266,manager,Sigenobu_Bodagala
267,index,54287
267,name,Abdalla_Susannne
267,surname,Hoare
267,birthyear,1982
267,birthplace,Gulfport
267,position,Midfield
267,team,Valencia_CF
267,city,Montevideo
267,stadium,Constant_Vanden_Stock_Stadium
267,season,2011
267,manager,Veit_Luks
268,index,54660
268,name,Abdalla_Susannne
268,surname,Hoare
268,birthyear,1982
268,birthplace,Gulfport
268,position,Defender
268,team,SV_Werder_Bremen
268,city,Barcelona
268,stadium,Boleyn_Ground
268,season,2014
268,manager,Sigenobu_Bodagala
269,index,55127
269,name,Abdalla_Susannne
269,surname,Hoare
269,birthyear,1982
269,birthplace,Gulfport
269,position,Midfield
269,team,Valencia_CF
269,city,Montevideo
269,stadium,Constant_Vanden_Stock_Stadium
269,season,2011
269,manager,Veit_Luks
270,index,55478
270,name,Abdalla_Susannne
270,surname,Hoare
270,birthyear,1982
270,birthplace,Gulfport
270,position,Defender
270,team,SV_Werder_Bremen
270,city,Barcelona
270,stadium,Boleyn_Ground
270,season,2014
270,manager,Sigenobu_Bodagala
271,index,56191
271,name,Abdalla_Susannne
271,surname,Hoare
271,birthyear,1982
271,birthplace,Gulfport
271,position,Defender
271,team,SV_Werder_Bremen
271,city,Barcelona
271,stadium,Boleyn_Ground
271,season,2014
271,manager,Sigenobu_Bodagala
272,index,56610
272,name,Abdalla_Susannne
272,surname,Hoare
272,birthyear,1982
272,birthplace,Gulfport
272,position,Midfield
272,team,Valencia_CF
272,city,Montevideo
272,stadium,Constant_Vanden_Stock_Stadium
272,season,2011
272,manager,Veit_Luks
273,index,56785
273,name,Abdalla_Susannne
273,surname,Hoare
273,birthyear,1982
273,birthplace,Gulfport
273,position,Midfield
273,team,Valencia_CF
273,city,Montevideo
273,stadium,Constant_Vanden_Stock_Stadium
273,season,2011
273,manager,Veit_Luks
274,index,56864
274,name,Abdalla_Susannne
274,surname,Hoare
274,birthyear,1982
274,birthplace,Gulfport
274,position,Midfield
274,team,Valencia_CF
274,city,Montevideo
274,stadium,Constant_Vanden_Stock_Stadium
274,season,2011
274,manager,Veit_Luks
275,index,56892
275,name,Abdalla_Susannne
275,surname,Hoare
275,birthyear,1982
275,birthplace,Gulfport
275,position,Midfield
275,team,Valencia_CF
275,city,Montevideo
275,stadium,Constant_Vanden_Stock_Stadium
275,season,2011
275,manager,Veit_Luks
276,index,57006
276,name,Abdalla_Susannne
276,surname,Hoare
276,birthyear,1982
276,birthplace,Gulfport
276,position,Defender
276,team,SV_Werder_Bremen
276,city,Barcelona
276,stadium,Boleyn_Ground
276,season,2014
276,manager,Sigenobu_Bodagala
277,index,57115
277,name,Abdalla_Susannne
277,surname,Hoare
277,birthyear,1982
277,birthplace,Gulfport
277,position,Defender
277,team,SV_Werder_Bremen
277,city,Barcelona
277,stadium,Boleyn_Ground
277,season,2014
277,manager,Sigenobu_Bodagala
278,index,57449
278,name,Abdalla_Susannne
278,surname,Hoare
278,birthyear,1982
278,birthplace,Gulfport
278,position,Midfield
278,team,Valencia_CF
278,city,Montevideo
278,stadium,Constant_Vanden_Stock_Stadium
278,season,2011
278,manager,Veit_Luks
279,index,57502
279,name,Abdalla_Susannne
279,surname,Hoare
279,birthyear,1982
279,birthplace,Gulfport
279,position,Midfield
279,team,Valencia_CF
279,city,Montevideo
279,stadium,Constant_Vanden_Stock_Stadium
279,season,2011
279,manager,Veit_Luks
280,index,57580
280,name,Abdalla_Susannne
280,surname,Hoare
280,birthyear,1982
280,birthplace,Gulfport
280,position,Defender
280,team,SV_Werder_Bremen
280,city,Barcelona
280,stadium,Boleyn_Ground
280,season,2014
280,manager,Sigenobu_Bodagala
281,index,57717
281,name,Abdalla_Susannne
281,surname,Hoare
281,birthyear,1982
281,birthplace,Gulfport
281,position,Defender
281,team,SV_Werder_Bremen
281,city,Barcelona
281,stadium,Boleyn_Ground
281,season,2014
281,manager,Sigenobu_Bodagala
282,index,58426
282,name,Abdalla_Susannne
282,surname,Hoare
282,birthyear,1982
282,birthplace,Gulfport
282,position,Defender
282,team,SV_Werder_Bremen
282,city,Barcelona
282,stadium,Boleyn_Ground
282,season,2014
282,manager,Sigenobu_Bodagala
283,index,58753
283,name,Abdalla_Susannne
283,surname,Hoare
283,birthyear,1982
283,birthplace,Gulfport
283,position,Midfield
283,team,Valencia_CF
283,city,Montevideo
283,stadium,Constant_Vanden_Stock_Stadium
283,season,2011
283,manager,Veit_Luks
284,index,59553
284,name,Abdalla_Susannne
284,surname,Hoare
284,birthyear,1982
284,birthplace,Gulfport
284,position,Midfield
284,team,Valencia_CF
284,city,Montevideo
284,stadium,Constant_Vanden_Stock_Stadium
284,season,2011
284,manager,Veit_Luks
285,index,59657
285,name,Abdalla_Susannne
285,surname,Hoare
285,birthyear,1982
285,birthplace,Gulfport
285,position,Defender
285,team,SV_Werder_Bremen
285,city,Barcelona
285,stadium,Boleyn_Ground
285,season,2014
285,manager,Sigenobu_Bodagala
286,index,59687
286,name,Abdalla_Susannne
286,surname,Hoare
286,birthyear,1982
286,birthplace,Gulfport
286,position,Midfield
286,team,Valencia_CF
286,city,Montevideo
286,stadium,Constant_Vanden_Stock_Stadium
286,season,2011
286,manager,Veit_Luks
287,index,59964
287,name,Abdalla_Susannne
287,surname,Hoare
287,birthyear,1982
287,birthplace,Gulfport
287,position,Midfield
287,team,Valencia_CF
287,city,Montevideo
287,stadium,Constant_Vanden_Stock_Stadium
287,season,2011
287,manager,Veit_Luks
288,index,60137
288,name,Abdalla_Susannne
288,surname,Hoare
288,birthyear,1982
288,birthplace,Gulfport
288,position,Midfield
288,team,Valencia_CF
288,city,Montevideo
288,stadium,Constant_Vanden_Stock_Stadium
288,season,2011
288,manager,Veit_Luks
289,index,60169
289,name,Abdalla_Susannne
289,surname,Hoare
289,birthyear,1982
289,birthplace,Gulfport
289,position,Defender
289,team,SV_Werder_Bremen
289,city,Barcelona
289,stadium,Boleyn_Ground
289,season,2014
289,manager,Sigenobu_Bodagala
290,index,60235
290,name,Abdalla_Susannne
290,surname,Hoare
290,birthyear,1982
290,birthplace,Gulfport
290,position,Midfield
290,team,Valencia_CF
290,city,Montevideo
290,stadium,Constant_Vanden_Stock_Stadium
290,season,2011
290,manager,Veit_Luks
291,index,60287
291,name,Abdalla_Susannne
291,surname,Hoare
291,birthyear,1982
291,birthplace,Gulfport
291,position,Defender
291,team,SV_Werder_Bremen
291,city,Barcelona
291,stadium,Boleyn_Ground
291,season,2014
291,manager,Sigenobu_Bodagala
292,index,60394
292,name,Abdalla_Susannne
292,surname,Hoare
292,birthyear,1982
292,birthplace,Gulfport
292,position,Defender
292,team,SV_Werder_Bremen
292,city,Barcelona
292,stadium,Boleyn_Ground
292,season,2014
292,manager,Sigenobu_Bodagala
293,index,60463
293,name,Abdalla_Susannne
293,surname,Hoare
293,birthyear,1982
293,birthplace,Gulfport
293,position,Midfield
293,team,Valencia_CF
293,city,Montevideo
293,stadium,Constant_Vanden_Stock_Stadium
293,season,2011
293,manager,Veit_Luks
294,index,60467
294,name,Abdalla_Susannne
294,surname,Hoare
294,birthyear,1982
294,birthplace,Gulfport
294,position,Defender
294,team,SV_Werder_Bremen
294,city,Barcelona
294,stadium,Boleyn_Ground
294,season,2014
294,manager,Sigenobu_Bodagala
295,index,60575
295,name,Abdalla_Susannne
295,surname,Hoare
295,birthyear,1982
295,birthplace,Gulfport
295,position,Midfield
295,team,Valencia_CF
295,city,Montevideo
295,stadium,Constant_Vanden_Stock_Stadium
295,season,2011
295,manager,Veit_Luks
296,index,60622
296,name,Abdalla_Susannne
296,surname,Hoare
296,birthyear,1982
296,birthplace,Gulfport
296,position,Midfield
296,team,Valencia_CF
296,city,Montevideo
296,stadium,Constant_Vanden_Stock_Stadium
296,season,2011
296,manager,Veit_Luks
297,index,61012
297,name,Abdalla_Susannne
297,surname,Hoare
297,birthyear,1982
297,birthplace,Gulfport
297,position,Defender
297,team,SV_Werder_Bremen
297,city,Barcelona
297,stadium,Boleyn_Ground
297,season,2014
297,manager,Sigenobu_Bodagala
298,index,61057
298,name,Abdalla_Susannne
298,surname,Hoare
298,birthyear,1982
298,birthplace,Gulfport
298,position,Defender
298,team,SV_Werder_Bremen
298,city,Barcelona
298,stadium,Boleyn_Ground
298,season,2014
298,manager,Sigenobu_Bodagala
299,index,61062
299,name,Abdalla_Susannne
299,surname,Hoare
299,birthyear,1982
299,birthplace,Gulfport
299,position,Defender
299,team,SV_Werder_Bremen
299,city,Barcelona
299,stadium,Boleyn_Ground
299,season,2014
299,manager,Sigenobu_Bodagala
300,index,61101
300,name,Abdalla_Susannne
300,surname,Hoare
300,birthyear,1982
300,birthplace,Gulfport
300,position,Defender
300,team,SV_Werder_Bremen
300,city,Barcelona
300,stadium,Boleyn_Ground
300,season,2014
300,manager,Sigenobu_Bodagala
301,index,61127
301,name,Abdalla_Susannne
301,surname,Hoare
301,birthyear,1982
301,birthplace,Gulfport
301,position,Defender
301,team,SV_Werder_Bremen
301,city,Barcelona
301,stadium,Boleyn_Ground
301,season,2014
301,manager,Sigenobu_Bodagala
302,index,61159
302,name,Abdalla_Susannne
302,surname,Hoare
302,birthyear,1982
302,birthplace,Gulfport
302,position,Defender
302,team,SV_Werder_Bremen
302,city,Barcelona
302,stadium,Boleyn_Ground
302,season,2014
302,manager,Sigenobu_Bodagala
303,index,61526
303,name,Abdalla_Susannne
303,surname,Hoare
303,birthyear,1982
303,birthplace,Gulfport
303,position,Defender
303,team,SV_Werder_Bremen
303,city,Barcelona
303,stadium,Boleyn_Ground
303,season,2014
303,manager,Sigenobu_Bodagala
304,index,61751
304,name,Abdalla_Susannne
304,surname,Hoare
304,birthyear,1982
304,birthplace,Gulfport
304,position,Midfield
304,team,Valencia_CF
304,city,Montevideo
304,stadium,Constant_Vanden_Stock_Stadium
304,season,2011
304,manager,Veit_Luks
305,index,61869
305,name,Abdalla_Susannne
305,surname,Hoare
305,birthyear,1982
305,birthplace,Gulfport
305,position,Midfield
305,team,Valencia_CF
305,city,Montevideo
305,stadium,Constant_Vanden_Stock_Stadium
305,season,2011
305,manager,Veit_Luks
306,index,61937
306,name,Abdalla_Susannne
306,surname,Hoare
306,birthyear,1982
306,birthplace,Gulfport
306,position,Midfield
306,team,Valencia_CF
306,city,Montevideo
306,stadium,Constant_Vanden_Stock_Stadium
306,season,2011
306,manager,Veit_Luks
307,index,62210
307,name,Abdalla_Susannne
307,surname,Hoare
307,birthyear,1982
307,birthplace,Gulfport
307,position,Defender
307,team,SV_Werder_Bremen
307,city,Barcelona
307,stadium,Boleyn_Ground
307,season,2014
307,manager,Sigenobu_Bodagala
308,index,62384
308,name,Abdalla_Susannne
308,surname,Hoare
308,birthyear,1982
308,birthplace,Gulfport
308,position,Midfield
308,team,Valencia_CF
308,city,Montevideo
308,stadium,Constant_Vanden_Stock_Stadium
308,season,2011
308,manager,Veit_Luks
309,index,62889
309,name,Abdalla_Susannne
309,surname,Hoare
309,birthyear,1982
309,birthplace,Gulfport
309,position,Defender
309,team,SV_Werder_Bremen
309,city,Barcelona
309,stadium,Boleyn_Ground
309,season,2014
309,manager,Sigenobu_Bodagala
310,index,63096
310,name,Abdalla_Susannne
310,surname,Hoare
310,birthyear,1982
310,birthplace,Gulfport
310,position,Midfield
310,team,Valencia_CF
310,city,Montevideo
310,stadium,Constant_Vanden_Stock_Stadium
310,season,2011
310,manager,Veit_Luks
311,index,63124
311,name,Abdalla_Susannne
311,surname,Hoare
311,birthyear,1982
311,birthplace,Gulfport
311,position,Midfield
311,team,Valencia_CF
311,city,Montevideo
311,stadium,Constant_Vanden_Stock_Stadium
311,season,2011
311,manager,Veit_Luks
312,index,63139
312,name,Abdalla_Susannne
312,surname,Hoare
312,birthyear,1982
312,birthplace,Gulfport
312,position,Midfield
312,team,Valencia_CF
312,city,Montevideo
312,stadium,Constant_Vanden_Stock_Stadium
312,season,2011
312,manager,Veit_Luks
313,index,63409
313,name,Abdalla_Susannne
313,surname,Hoare
313,birthyear,1982
313,birthplace,Gulfport
313,position,Midfield
313,team,Valencia_CF
313,city,Montevideo
313,stadium,Constant_Vanden_Stock_Stadium
313,season,2011
313,manager,Veit_Luks
314,index,63597
314,name,Abdalla_Susannne
314,surname,Hoare
314,birthyear,1982
314,birthplace,Gulfport
314,position,Defender
314,team,SV_Werder_Bremen
314,city,Barcelona
314,stadium,Boleyn_Ground
314,season,2014
314,manager,Sigenobu_Bodagala
315,index,63813
315,name,Abdalla_Susannne
315,surname,Hoare
315,birthyear,1982
315,birthplace,Gulfport
315,position,Midfield
315,team,Valencia_CF
315,city,Montevideo
315,stadium,Constant_Vanden_Stock_Stadium
315,season,2011
315,manager,Veit_Luks
316,index,63988
316,name,Abdalla_Susannne
316,surname,Hoare
316,birthyear,1982
316,birthplace,Gulfport
316,position,Defender
316,team,SV_Werder_Bremen
316,city,Barcelona
316,stadium,Boleyn_Ground
316,season,2014
316,manager,Sigenobu_Bodagala
317,index,64270
317,name,Abdalla_Susannne
317,surname,Hoare
317,birthyear,1982
317,birthplace,Gulfport
317,position,Midfield
317,team,Valencia_CF
317,city,Montevideo
317,stadium,Constant_Vanden_Stock_Stadium
317,season,2011
317,manager,Veit_Luks
318,index,64612
318,name,Abdalla_Susannne
318,surname,Hoare
318,birthyear,1982
318,birthplace,Gulfport
318,position,Defender
318,team,SV_Werder_Bremen
318,city,Barcelona
318,stadium,Boleyn_Ground
318,season,2014
318,manager,Sigenobu_Bodagala
319,index,64654
319,name,Abdalla_Susannne
319,surname,Hoare
319,birthyear,1982
319,birthplace,Gulfport
319,position,Midfield
319,team,Valencia_CF
319,city,Montevideo
319,stadium,Constant_Vanden_Stock_Stadium
319,season,2011
319,manager,Veit_Luks
320,index,64662
320,name,Abdalla_Susannne
320,surname,Hoare
320,birthyear,1982
320,birthplace,Gulfport
320,position,Defender
320,team,SV_Werder_Bremen
320,city,Barcelona
320,stadium,Boleyn_Ground
320,season,2014
320,manager,Sigenobu_Bodagala
321,index,64842
321,name,Abdalla_Susannne
321,surname,Hoare
321,birthyear,1982
321,birthplace,Gulfport
321,position,Midfield
321,team,Valencia_CF
321,city,Montevideo
321,stadium,Constant_Vanden_Stock_Stadium
321,season,2011
321,manager,Veit_Luks
322,index,64855
322,name,Abdalla_Susannne
322,surname,Hoare
322,birthyear,1982
322,birthplace,Gulfport
322,position,Midfield
322,team,Valencia_CF
322,city,Montevideo
322,stadium,Constant_Vanden_Stock_Stadium
322,season,2011
322,manager,Veit_Luks
323,index,64970
323,name,Abdalla_Susannne
323,surname,Hoare
323,birthyear,1982
323,birthplace,Gulfport
323,position,Midfield
323,team,Valencia_CF
323,city,Montevideo
323,stadium,Constant_Vanden_Stock_Stadium
323,season,2011
323,manager,Veit_Luks
324,index,65435
324,name,Abdalla_Susannne
324,surname,Hoare
324,birthyear,1982
324,birthplace,Gulfport
324,position,Defender
324,team,SV_Werder_Bremen
324,city,Barcelona
324,stadium,Boleyn_Ground
324,season,2014
324,manager,Sigenobu_Bodagala
325,index,65779
325,name,Abdalla_Susannne
325,surname,Hoare
325,birthyear,1982
325,birthplace,Gulfport
325,position,Defender
325,team,SV_Werder_Bremen
325,city,Barcelona
325,stadium,Boleyn_Ground
325,season,2014
325,manager,Sigenobu_Bodagala
326,index,66114
326,name,Abdalla_Susannne
326,surname,Hoare
326,birthyear,1982
326,birthplace,Gulfport
326,position,Midfield
326,team,Valencia_CF
326,city,Montevideo
326,stadium,Constant_Vanden_Stock_Stadium
326,season,2011
326,manager,Veit_Luks
327,index,66120
327,name,Abdalla_Susannne
327,surname,Hoare
327,birthyear,1982
327,birthplace,Gulfport
327,position,Midfield
327,team,Valencia_CF
327,city,Montevideo
327,stadium,Constant_Vanden_Stock_Stadium
327,season,2011
327,manager,Veit_Luks
328,index,66135
328,name,Abdalla_Susannne
328,surname,Hoare
328,birthyear,1982
328,birthplace,Gulfport
328,position,Midfield
328,team,Valencia_CF
328,city,Montevideo
328,stadium,Constant_Vanden_Stock_Stadium
328,season,2011
328,manager,Veit_Luks
329,index,66462
329,name,Abdalla_Susannne
329,surname,Hoare
329,birthyear,1982
329,birthplace,Gulfport
329,position,Defender
329,team,SV_Werder_Bremen
329,city,Barcelona
329,stadium,Boleyn_Ground
329,season,2014
329,manager,Sigenobu_Bodagala
330,index,66942
330,name,Abdalla_Susannne
330,surname,Hoare
330,birthyear,1982
330,birthplace,Gulfport
330,position,Defender
330,team,SV_Werder_Bremen
330,city,Barcelona
330,stadium,Boleyn_Ground
330,season,2014
330,manager,Sigenobu_Bodagala
331,index,67567
331,name,Abdalla_Susannne
331,surname,Hoare
331,birthyear,1982
331,birthplace,Gulfport
331,position,Defender
331,team,SV_Werder_Bremen
331,city,Barcelona
331,stadium,Boleyn_Ground
331,season,2014
331,manager,Sigenobu_Bodagala
332,index,67642
332,name,Abdalla_Susannne
332,surname,Hoare
332,birthyear,1982
332,birthplace,Gulfport
332,position,Defender
332,team,SV_Werder_Bremen
332,city,Barcelona
332,stadium,Boleyn_Ground
332,season,2014
332,manager,Sigenobu_Bodagala
333,index,67793
333,name,Abdalla_Susannne
333,surname,Hoare
333,birthyear,1982
333,birthplace,Gulfport
333,position,Defender
333,team,SV_Werder_Bremen
333,city,Barcelona
333,stadium,Boleyn_Ground
333,season,2014
333,manager,Sigenobu_Bodagala
334,index,68041
334,name,Abdalla_Susannne
334,surname,Hoare
334,birthyear,1982
334,birthplace,Gulfport
334,position,Defender
334,team,SV_Werder_Bremen
334,city,Barcelona
334,stadium,Boleyn_Ground
334,season,2014
334,manager,Sigenobu_Bodagala
335,index,68728
335,name,Abdalla_Susannne
335,surname,Hoare
335,birthyear,1982
335,birthplace,Gulfport
335,position,Midfield
335,team,Valencia_CF
335,city,Montevideo
335,stadium,Constant_Vanden_Stock_Stadium
335,season,2011
335,manager,Veit_Luks
336,index,68778
336,name,Abdalla_Susannne
336,surname,Hoare
336,birthyear,1982
336,birthplace,Gulfport
336,position,Midfield
336,team,Valencia_CF
336,city,Montevideo
336,stadium,Constant_Vanden_Stock_Stadium
336,season,2011
336,manager,Veit_Luks
337,index,68925
337,name,Abdalla_Susannne
337,surname,Hoare
337,birthyear,1982
337,birthplace,Gulfport
337,position,Midfield
337,team,Valencia_CF
337,city,Montevideo
337,stadium,Constant_Vanden_Stock_Stadium
337,season,2011
337,manager,Veit_Luks
338,index,69658
