fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
Shinobu,Nuseibeh,M,802,696-4374,WEST CHARLESTON,VT,5872,M,N,55000,4.099376,0,6600,0
Rowena,McGranaghan,M,401,708-5108,BRADFORD,RI,2808,S,Y,30000,0.0,0,0,0
Leysia,Kossowski,M,603,259-4321,WILMOT,NH,3287,M,Y,25000,0.0,0,0,0
Yasuyoshi,Kinley,M,339,262-9792,NANTUCKET,MA,2554,S,N,30000,5.3,3575,0,0
Burkhart,Vignes,F,603,760-3363,TROY,NH,3465,S,N,80000,0.0,0,0,0
Arlene,Syed,M,401,486-9458,PRUDENCE ISLAND,RI,2872,S,N,50000,0.0,0,0,0
Heekyoung,Hallam,F,401,526-4302,FISKEVILLE,RI,2823,M,Y,5000,0.0,0,0,0
Seizaburo,Tardiff,M,860,286-9584,STRATFORD,CT,6614,S,N,30000,5.0,12750,0,0
Kristy,Iturrioz,F,203,785-7290,WATERBURY,CT,6702,M,Y,55000,5.0,0,24500,0
Dang,Asser,F,939,458-9685,SAN JUAN,PR,922,S,Y,75000,0.0,0,0,0
Declan,Thambidurai,M,603,786-7108,AMHERST,NH,3031,M,N,40000,0.0,0,0,0
Aahok,Nerjes,M,860,224-7261,ANDOVER,CT,6232,M,Y,60000,5.0,0,24500,0
Kumiko,Estier,M,551,412-6555,BELMAR,NJ,7715,S,N,75000,2.2673959999999997,1000,0,0
Anuchit,Habib,M,732,981-4869,DOVER,NJ,7801,M,Y,70000,2.1885417,0,2000,1500
Yasushi,Ancourt,M,860,965-4074,SALISBURY,CT,6068,M,N,100000,5.0,0,24500,0
Guhan,Raghavendra,M,207,773-9513,CROUSEVILLE,ME,4738,M,Y,50000,8.5,0,5700,2850
Younghwan,Bivens,F,603,795-2513,NORTH WOODSTOCK,NH,3262,M,Y,20000,0.0,0,0,0
Luther,Kehl,F,860,841-2763,BETHANY,CT,6524,S,Y,65000,5.0,12750,0,0
Przemyslawa,Risk,F,860,481-1680,DANBUYR,CT,6810,S,N,100000,5.0,12750,0,0
Aurora,Rijckaert,M,401,776-8600,NORTH PROVIDENCE,RI,2911,M,Y,10000,0.0,0,0,0
Gennaro,Kamo,M,787,988-4556,PONCE,PR,717,M,N,70000,0.0,0,0,0
Luai,Fasbender,M,939,225-6520,FORT BUCHANAN,PR,934,S,Y,50000,0.0,0,0,
Laura,Kaes,M,860,882-2336,STAMFORD,CT,6907,M,N,25000,5.0,0,24500,0
Biswa,Setiz,F,207,998-4196,NEWCASTLE,ME,4553,S,N,100000,8.5,2850,0,
Torleiv,Byron,M,201,298-8042,FLANDERS,NJ,7836,M,N,45000,1.7942707999999998,0,2000,0
Yuksel,Haack,F,207,519-5169,NORTHEAST HARBOR,ME,4662,S,Y,80000,8.5,2850,0,2850
Chuchang,Cecil,F,508,810-5001,WORCESTER,MA,1609,M,N,20000,5.3,0,7150,0
Huaxiong,Manber,F,774,500-9318,THREE RIVERS,MA,1080,S,Y,65000,5.3,3575,0,1000
Olli,Sutter,F,617,395-1852,MILL RIVER,MA,1244,S,N,60000,5.3,3575,0,0
Kyoichi,Nicolson,M,939,932-1519,PATILLAS,PR,723,M,Y,20000,0.0,0,0,0
Valery,Porotnikoff,M,207,634-1924,BROWNVILLE JUNCTION,ME,4415,S,N,75000,8.5,2850,0,0
Cory,Erez,M,401,652-6655,CLAYVILLE,RI,2815,M,Y,15000,0.0,0,0,0
Benn,Vitiello,F,787,994-5559,CAGUAS,PR,726,S,N,5000,0.0,0,0,0
Perla,Parrow,M,603,370-1231,HAMPTON,NH,3842,M,N,35000,0.0,0,0,0
Lyn,McCrossin,M,781,975-7984,HANOVER,MA,2339,S,N,30000,5.3,3575,0,0
Sally,Tomas,F,860,558-3642,NORWALK,CT,6854,S,Y,50000,5.0,12750,0,0
Michio,Farreny,F,802,216-5667,FAIRLEE,VT,5045,M,N,80000,4.5967627,0,6600,0
Michal,Cullingford,F,860,836-9807,BROOKLYN,CT,6234,M,N,60000,5.0,0,24500,0
Pomset,Valtorta,M,603,675-8660,NEWBURY,NH,3255,M,Y,70000,0.0,0,0,0
Wided,Acioly,M,862,911-2641,PATERSON,NJ,7533,M,Y,70000,2.1885417,0,2000,1500
Floris,Lueh,F,401,334-4225,NEWPORT,RI,2841,M,Y,55000,0.0,0,0,0
Tian,Basagni,F,939,556-7695,SAN JUAN,PR,955,S,N,35000,0.0,0,0,0
Tulin,Tsutsui,F,802,236-2379,WILLISTON,VT,5495,S,N,10000,3.6,3300,0,0
Liya,Carpi,M,802,218-1963,WOODSTOCK,VT,5091,M,Y,30000,3.6019894999999997,0,6600,3300
Shizuo,Lukanowicz,M,802,764-8650,BAKERSFIELD,VT,5441,M,Y,100000,4.9946720000000004,0,6600,3300
Kejun,Fusaschi,M,203,837-7545,NEWTOWN,CT,6470,S,Y,20000,5.0,12750,***,0
Byungho,Abeln,M,207,395-4870,GARLAND,ME,4939,S,Y,5000,2.2135036,2850,0,2850
Walter,Scraton,M,203,593-1447,NORWALK,CT,6853,S,Y,95000,5.0,12750,0,0
Kosmas,Himsholt,F,603,354-2669,DVER,NH,3822,M,N,20000,0.0,0,0,0
Gardiner,Bharadwaj,F,978,311-3062,MILFORD,MA,1757,S,Y,60000,5.3,3575,0,1000
Nobu,Burgert,F,856,256-1077,SOUTH ORANGE,NJ,7079,S,Y,75000,2.2673959999999997,1000,0,1500
Zixiang,Tryon,F,603,455-4113,ROCHESTER,NH,3866,S,Y,80000,0.0,0,0,0
Rupal,Ogunyode,M,603,161-3624,GORHAM,NH,3581,M,N,50000,0.0,0,0,0
Simonetta,Obermaier,F,401,904-8834,SHANNOCK,RI,2875,M,Y,50000,0.0,0,0,0
Farooq,Lieblein,M,908,319-5953,OAK RIDGE,NJ,7438,S,Y,25000,1.4788542,1000,0,1500
Kanupriya,Benassi,F,860,374-8773,CLINTON,CT,6413,S,Y,10000,0.0,12750,0,0
Kazuto,Dershowitz,F,862,566-2277,ENGLEWOOD CLIFFS,,7632,S,Y,90000,2.5039582,1000,0,1500
Bett,Groenboom,M,787,151-7751,SAN JUAN,PR,906,M,N,40000,0.0,0,***,0
Byung,Boynton,F,860,900-4516,BANTAM,CT,6750,M,N,5000,3.0,0,24500,0
Seema,Horspool,M,603,216-5807,HANOVER,NH,3755,M,Y,100000,0.0,0,0,0
Darwyn,Lingard,M,207,639-2405,WASHINGTON,ME,4574,M,N,80000,8.5,0,5700,0
Naoya,Lakshmipathy,F,203,953-2621,HARTFORD,CT,6153,S,Y,40000,5.0,12750,0,0
Rhonda,Brune,M,939,397-9546,BARRANQUITAS,PR,794,M,Y,35000,0.0,0,0,0
Xianzhi,Iacobovici,M,603,153-2468,WOODSTOCK,NH,3293,M,N,90000,0.0,0,0,0
Geard,Gabrielian,M,802,157-1379,WILLISTON,VT,5495,M,Y,90000,4.7957171999999995,0,6600,3300
Rik,Hagerman,F,802,537-9750,WEST FAIRLEE,VT,5083,S,N,25000,3.6,3300,0,0
Fytton,Kumano,M,203,503-7115,COS COB,CT,6807,S,Y,35000,5.0,12750,0,0
Levent,Policriti,F,401,298-7525,BRADFORD,RI,2808,S,Y,65000,0.0,0,0,0
Kokichi,Colliat,M,802,509-8213,WATERBURY,VT,5676,S,Y,70000,4.397808,3300,0,3300
Rossella,Lumsden,F,603,115-6116,SPOFFORD,NH,3462,M,Y,30000,0.0,0,0,0
Batoul,Hudlicka,F,860,314-1844,FAIRFIELD,CT,6824,S,N,5000,3.0,,0,0
Toru,Gavoille,,939,819-2748,PENUELAS,PR,624,S,Y,15000,0.0,0,0,0
Zhiwei,Kabalevsky,F,802,673-8652,EAST BURKE,VT,5832,M,N,15000,3.6,0,6600,0
Teck,DeTurk,M,802,765-9006,LOWELL,VT,5847,M,N,85000,4.69624,0,6600,0
Georghios,Wester,F,781,896-2073,READING,MA,1867,S,Y,75000,5.3,3575,0,1000
Elwyn,Murtha,F,802,827-4141,CALAIS,VT,5648,S,N,30000,3.6019894999999997,3300,0,0
Huzefa,Haneke,F,401,652-2051,SAUNDERSTOWN,RI,2874,S,N,40000,0.0,0,0,0
Yunn,Cools,M,339,969-4164,FALMOUTH,MA,2540,S,N,80000,5.3,3575,0,0
Wafi,Mattison,M,207,737-4204,LITCHFIELD,ME,4350,M,Y,60000,8.5,0,5700,2850
Lilly,Tretiakoff,M,774,139-2152,LAKEVILLE,MA,2348,M,Y,95000,5.3,0,7150,1000
Xiaogang,Angel,M,551,362-4285,KENILWORTH,NJ,7033,M,Y,60000,2.0308332,0,2000,1500
Alyn,Giloi,M,339,137-9194,WEST WAREHAM,MA,2576,S,Y,80000,5.3,3575,0,1000
Teruhiko,Usdin,M,207,339-1349,ORRINGTON,ME,4474,M,N,90000,8.5,0,5700,0
Jaijeet,Dendrinos,M,207,875-6720,NORTH BRIDGTON,ME,4057,M,N,40000,8.5,0,5700,0
Changjie,Rutman,M,860,834-9286,RIVERSIDE,CT,6878,S,N,35000,5.0,12750,0,0
Silke,Tzannes,M,207,560-6892,WALPOLE,ME,4573,M,Y,100000,8.5,0,5700,2850
Vinay,Abella,F,339,759-7118,CENTERVILLE,MA,2632,S,Y,30000,5.3,3575,0,1000
Fereidoon,Rayside,M,401,625-3056,BRADFORD,RI,2808,S,N,45000,0.0,0,0,0
Akshay,Guck,M,939,569-1006,SAN JUAN,PR,931,S,N,35000,0.0,0,0,0
Olympia,Rosin,M,252,463-7991,BRISTOL,RI,2809,M,N,70000,0.0,0,0,0
Luuk,Dilger,F,401,919-8918,WEST KINGSTON,RI,2892,M,Y,15000,0.0,0,0,0
Athar,Dana,F,401,422-7629,PROVIDENCE,RI,2901,S,Y,20000,0.0,0,0,0
Marek,Casaubieilh,F,781,252-8444,NANTUCKET,MA,2554,S,N,80000,5.3,3575,0,0
Sergui,Subramanya,F,401,219-8302,PROVIDENCE,RI,2903,M,Y,45000,0.0,0,0,0
Mahadev,Schiefer,F,617,323-8286,SPRINGFIELD,MA,1133,S,N,30000,5.3,3575,0,0
Norival,Derks,M,802,697-7285,GROTON,VT,5046,M,N,60000,4.1988535,0,6600,0
Marwan,Sylvan,M,603,473-8272,DUNBARTON,NH,3046,S,Y,10000,0.0,0,0,0
Costantine,Duc,M,207,946-2180,HEBRON,ME,4238,S,Y,45000,8.5,2850,0,2850
Elisabeth,Slysz,F,401,237-3033,NEWPORT,RI,2841,M,N,25000,0.0,0,0,0
Takehiro,Popken,M,603,354-1504,DURHAM,NH,3824,M,Y,30000,0.0,0,0,0
Armin,Edmundson,M,802,308-5939,WINOOSKI,VT,5404,S,N,10000,3.6,3300,0,0
Hilan,Rubsam,F,939,579-3554,PONCE,PR,728,M,Y,85000,0.0,0,0,0
Fatemeh,Scedorov,F,802,308-8301,RANDOLPH,VT,5060,M,N,85000,4.69624,0,6600,0
Alun,Nota,F,617,415-5828,GREEN HARBOR,,2041,M,Y,35000,5.3,0,7150,1000
Eduardus,Minoura,M,802,495-5301,JONESVILLE,VT,5466,S,N,75000,4.497285400000001,3300,0,0
Romulus,Tatsuta,F,856,928-7082,LINCROFT,NJ,7738,S,Y,90000,2.5039582,1000,0,1500
Joonoo,Heijenga,F,802,284-8473,SOUTH RYEGATE,VT,5069,M,N,15000,3.6,0,6600,0
Yibin,America,F,617,890-4383,DEERFIELD,MA,1342,M,N,5000,5.3,0,7150,0
Youngbae,Scheidler,M,603,165-2211,SOUTH SUTTON,NH,3273,M,Y,85000,0.0,0,0,0
Claudio,Gabalda,F,802,419-9255,HYDEVILLE,VT,5750,M,Y,95000,4.8951945,0,6600,3300
Odette,Aluru,M,207,106-9919,CHEBEAGUE ISLAND,ME,4017,S,Y,15000,6.9580293000000015,2850,0,2850
Avishai,Dandapani,F,802,811-7906,SHELBURNE,VT,5482,M,Y,20000,3.6,0,6600,3300
Ponnarasu,Murashita,F,603,248-1007,GLEN,NH,3838,M,Y,40000,0.0,0,0,0
Wijesuriya,Orgass,F,207,378-9364,JONESBORO,ME,4648,S,Y,50000,8.5,2850,0,2850
Horace,Chandhok,F,787,794-3082,SAN JUAN,PR,902,S,Y,35000,0.0,0,0,0
Fereidoon,Salustowicz,M,781,404-7354,HEATH,MA,1346,M,Y,80000,5.3,0,7150,1000
Lorinda,Tomii,F,603,554-2788,GOFFSTOWN,NH,3045,S,Y,10000,0.0,0,0,0
Avner,Taghva,F,406,825-1188,JOLIET,MT,1907,S,Y,55000,6.9,1900,0,1900
Hafedh,Lupu,M,973,505-9351,LANDISVILLE,NJ,1907,S,Y,5000,1.4,1000,0,1500
Yoshifumi,Pokrovskii,M,712,475-4668,DES MOINES,IA,1907,S,N,15000,2.479763,40,0,0
Carma,Czaja,F,857,876-4704,BOYLSTON,MA,1907,M,N,100000,5.3,0,7150,0
Asser,Wijk,F,504,260-8812,METAIRIE,AL,1907,M,Y,80000,6.0,0,9000,1000
Hemang,Kreveld,F,980,704-1016,CRESTON,NC,1907,M,Y,15000,6.047202599999999,,6600,3300
Hamilton,Bentzien,M,210,669-2776,SAN JUAN,TX,1907,S,N,25000,0.0,0,0,0
Rajaraman,Czezowski,M,207,924-9382,TEMPLE,ME,4984,M,Y,20000,8.5,***,5700,2850
Loic,Brookson,F,857,528-9156,READING,MA,1867,S,Y,20000,5.3,3575,0,1000
Sajoong,Giroux,F,603,768-6233,ANTRIM,NH,3440,M,N,25000,0.0,0,0,0
Rex,Yetim,M,203,203-2031,SOUTH WINDSOR,CT,6074,M,N,10000,0.0,0,24500,0
Guoping,Deminet,F,787,390-9973,CAROLINA,PR,979,S,Y,75000,0.0,0,0,0
Esti,Giarratana,F,207,174-9514,WESLEY,ME,4686,S,Y,55000,8.5,2850,0,2850
Manikya,Putzolu,M,401,660-8168,HARMONY,RI,2829,M,Y,55000,0.0,0,0,0
Yehia,Nanard,F,939,372-5218,CATANO,PR,962,M,N,90000,0.0,0,0,0
Shigeaki,Birch,M,207,342-9991,EDDINGTON,ME,4428,M,Y,55000,8.5,0,5700,
Irmtraut,Clasen,F,603,977-9474,KEENE,NH,3435,M,N,75000,0.0,0,0,***
Bostjan,Franzblau,F,617,276-1107,SOUTHBRIDGE,MA,1550,S,Y,35000,5.3,3575,0,1000
Martina,Bogliolo,F,508,435-5052,RAYNHAM,MA,2767,M,N,10000,5.3,0,7150,0
Alexandr,Inari,M,860,266-8018,QUAKER HILL,CT,6375,M,Y,65000,5.0,0,24500,0
Meir,Jousselin,M,939,288-5852,CAROLINA,PR,984,M,N,40000,0.0,0,0,0
Heikki,Burroughs,F,207,305-6676,EASTyPORT,ME,4631,M,N,5000,2.2135036,0,5700,0
Ronghao,Koyama,F,401,728-4251,WARWICK,RI,2887,M,N,95000,0.0,0,0,0
Gift,Wachs,M,857,149-3318,SHUTESBURY,MA,1072,M,N,5000,5.3,0,7150,0
Pae,Pietracaprina,F,802,166-2477,TOPSHAM,VT,5076,S,Y,90000,4.7957171999999995,3300,0,3300
Soummya,Kornyak,M,508,146-2681,JAMAICA PLAIN,MA,2130,M,N,85000,5.3,0,7150,0
Joanne,Dreger,M,860,475-7356,AMSTON,CT,6231,S,Y,70000,5.0,12750,0,0
Imre,Noot,F,787,708-5419,QUEBRADILLAS,PR,678,S,N,45000,0.0,0,0,0
Parthasarathy,Brockmeyer,M,203,149-1590,STAMFORD,CT,6902,M,Y,85000,5.0,0,24500,0
Lamber,Bhoedjang,M,203,347-3888,BRIDGEPORT,CT,6610,M,N,10000,0.0,0,24500,0
Takaharu,Bartschi,F,603,763-5850,EAST HAMPSTEAD,NH,3826,M,Y,35000,0.0,0,0,0
Nelma,Cadogan,F,207,120-6571,RAYMOND,ME,4071,M,Y,90000,8.5,0,5700,2850
Sangeeta,Dew,M,207,548-8188,LAMBERT LAKE,ME,4454,S,Y,70000,8.5,2850,0,2850
Jaeun,Sipusik,F,973,391-1983,EMERSON,NJ,7630,S,N,5000,1.4,1000,0,0
Mitchell,Duran,M,787,241-9918,LAS MARIAS,PR,670,S,N,35000,0.0,0,0,0
Gurudatta,Polupanov,F,787,634-7838,GUAYNABO,PR,966,M,Y,20000,0.0,0,0,0
Hoi,Kandogan,F,978,302-3883,PETERSHAM,MA,1366,M,N,45000,5.3,0,7150,0
Friedemann,Berges,F,978,173-4404,BRAINTREE,MA,2184,S,N,10000,5.3,3575,0,0
Gurushankar,Agostini,F,207,665-8178,HULLS COVE,ME,4644,M,N,35000,8.5,0,5700,0
Bon,Reddi,F,401,561-9515,PROVIDENCE,RI,2908,M,N,70000,0.0,0,0,0
Ingemar,Ang,M,401,400-6962,CUMBERLAND,RI,2864,S,N,45000,0.0,0,0,0
Manica,Nishanov,M,207,702-1747,SEBAGO,ME,4029,S,Y,55000,8.5,2850,0,2850
Garimella,McCluskey,***,401,981-8687,NORTH SMITHFIELD,I,2896,M,N,5000,0.0,0,0,0
Ronit,Spenke,M,939,801-8889,CAROLINA,PR,979,M,N,80000,0.0,0,0,0
Toshitsugu,Flowers,F,787,962-5869,MOCA,PR,676,S,Y,40000,0.0,0,0,0
Nazanin,Reed,F,401,759-3363,PROVIDENCE,RI,2909,M,N,45000,0.0,0,0,0
Dhabaleswar,Pettorossi,F,787,380-5930,,PR,735,S,N,70000,0.0,0,0,0
Gudrun,Bahk,M,603,974-7106,NASHUA,NH,3062,S,Y,95000,0.0,,0,0
Yezdezard,Rathonyi,M,603,418-5151,BARTLETT,NH,3812,M,N,90000,0.0,0,0,0
Ugis,Reggia,M,978,728-5414,LYNN,MA,1903,M,N,85000,5.3,0,7150,0
Arunprasad,Auddino,M,802,984-3903,CANAAN,VT,5903,S,N,60000,4.1988535,3300,***,0
Rohit,Brochard,F,401,838-3046,WYOMING,RI,2898,S,Y,20000,0.0,0,0,0
Egbert,Mukaidono,M,603,591-7064,HENNIKER,NH,3242,M,Y,50000,0.0,0,0,0
Hanqing,Inui,M,802,191-5777,WEST CHARLESTON,VT,5872,M,Y,90000,4.7957171999999995,0,6600,3300
Eunsam,Serre,M,787,503-7681,MAYAGUEZ,PR,682,M,N,35000,0.0,0,0,0
Huifen,Vrajitoru,M,774,504-1285,SOUTH YARMOUTH,MA,2664,M,Y,20000,5.3,0,7150,1000
Szots,Schang,M,802,126-8750,GLOVER,VT,5839,S,N,35000,3.7014668,3300,0,0
Gaid,Koutny,F,351,162-7087,GARDNER,MA,1440,S,Y,70000,5.3,3575,0,1000
Celso,Weissmarm,F,802,119-9544,BARTON,VT,5822,M,N,20000,3.6,0,6600,0
Nihar,Monnard,M,351,901-8704,CAMBRIDGE,MA,2142,S,N,35000,5.3,3575,0,0
Krishnan,Widera,M,857,644-9133,CUMMINGTON,MA,1026,S,Y,100000,5.3,3575,0,1000
Pentti,Mittra,F,207,808-5962,MECHANIC FALLS,ME,4256,S,Y,20000,8.5,2850,0,2850
Davood,Chvatal,M,939,393-2454,TRUJILLO ALTO,PR,976,M,N,45000,0.0,***,***,y0
Douadi,Almasi,F,351,236-5644,HUBBARDSTON,MA,1452,M,N,10000,5.3,0,7150,0
Satoshi,Widmer,M,787,402-6973,GUAYAMA,PR,785,S,Y,25000,0.0,0,0,0
Harumi,Clint,M,939,530-7177,LARES,PR,669,S,Y,20000,0.0,0,0,0
Thad,Fushchich,M,201,545-5551,GARFIELD,NJ,7026,M,N,65000,2.1096876,0,2000,0
Pythagoras,Verhaegen,F,802,427-3908,BURLINGTON,VT,5402,M,Y,5000,3.6,0,6600,3300
Vagan,Gudeman,M,939,224-9733,SAN JUAN,PR,936,M,N,25000,0.0,0,,0
Teruko,Reeves,F,802,123-3237,WARDSBORO,VT,5355,S,Y,50000,3.9998987,3300,0,3300
Francky,Berrada,F,207,113-3079,DENNYbSVILLE,ME,4628,S,Y,15000,6.9580293000000015,2850,0,2850
Stacie,Hertzum,F,860,924-8683,HARTFORD,CT,6106,S,Y,45000,5.0,12750,0,0
Benn,Anson,F,351,793-9975,WENDELL,MA,1379,S,N,5000,5.3,3575,0,0
Linus,Tarlescu,F,802,421-6850,COVENTRY,VT,5825,S,N,40000,3.8009440000000003,3300,0,0
Harumi,Hameroff,M,802,370-9288,SAINT JOHNSBURY CENTER,VT,5863,M,N,35000,3.7014668,0,6600,0
Debendra,Sluis,qM,860,839-5288,EAST HARTFORD,CT,6118,S,N,85000,5.0,12750,0,0
Licheng,Hagemann,F,207,304-9181,FREEPORT,ME,4034,S,N,100000,8.5,2850,0,0
Parto,Chelegatski,M,787,242-2287,SAN JUAN,PR,911,S,N,100000,0.0,0,0,0
Yih,Garratt,F,401,273-2066,ADAMSVILLE,RI,2801,M,N,95000,0.0,0,0,0
Taiichi,Voorhoeve,M,603,887-7196,WEST OSSIPEE,NH,3890,M,Y,50000,0.0,0,0,0
Liviu,Scharf,F,908,277-1979,NEWARK,NJ,7107,M,Y,95000,2.5828125,0,2000,1500
Nimish,Suomi,F,401,819-7844,PROVIDENCE,RI,2905,M,Y,100000,0.0,0,0,0
Kati,Smallbone,M,939,540-2733,CIALES,PR,638,S,N,70000,0.0,0,0,0
Okuhiko,Tiernan,M,802,852-4923,EAST MONTPELIER,VT,5651,S,Y,90000,4.7957171999999995,3300,0,3300
Jasmina,Yfoulis,M,860,445-2425,HARTFORD,CT,6120,S,Y,90000,5.0,12750,0,0
Gesualdo,Bocchetti,M,203,907-4437,WATERTOWN,CT,6795,M,Y,95000,5.0,0,24500,0
Minkai,Terrat,M,203,153-2387,VOLUNTOWN,CT,6384,S,N,75000,5.0,12750,0,0
Diomidis,Arent,F,351,621-1324,GILL,MA,1354,M,Y,20000,5.3,0,7150,1000
Gesualdo,Easwarakumar,M,781,737-3080,ANDOVER,MA,1810,M,N,50000,5.3,0,7150,0
Arnim,Tjiang,M,860,403-9908,GREENS FARMS,CT,6838,M,Y,15000,5.0,0,24500,0
Kien,McCluskey,F,774,108-8565,WAKEFIELD,MA,1880,M,Y,10000,5.3,0,7150,1000
Farzin,Cerone,M,203,961-3273,HAMPTON,CT,6247,S,Y,75000,5.0,12750,0,0
Sanping,Kroon,F,401,808-8916,JAMESTOWN,RI,2835,M,Y,60000,0.0,0,0,0
Surapol,Proskurowski,F,617,770-2697,CARVER,MA,2330,M,N,40000,5.3,0,7150,0
Kazuya,Blumrich,F,339,313-6835,LITTLETON,MA,1460,M,N,20000,5.3,0,7150,0
Gwang,Roelofsen,M,401,338-5778,MIDDLETOWN,RI,2842,M,N,80000,0.0,0,0,0
Haruaki,Schmittgen,F,860,627-6822,MERIDEN,CT,6454,S,Y,20000,5.0,12750,0,0
Sahibsingh,Reisfelder,F,603,616-7363,WEAER,,3281,M,N,50000,0.0,0,0,0
Nadia,Chenoweth,F,787,809-3252,CAGUAS,PR,725,M,N,70000,0.0,0,0,0
Ivan,Windeknecht,M,207,413-2561,PERRY,ME,4667,M,N,65000,8.5,0,5700,0
Gulrukh,Herity,M,603,849-6768,DUNBARTON,NH,3046,M,Y,45000,0.0,0,0,0
Manuel,Chvalosky,F,401,815-8029,JAMESTOWN,RI,2835,S,Y,10000,0.0,0,0,0
Jinshi,Mattern,F,802,226-1257,WOODSTOCK,VT,5091,S,N,10000,3.6,3300,0,0
Changyuan,Souquieres,F,939,365-4390,OROCOVIS,PR,720,S,N,75000,0.0,0,0,0
Surjatini,Ruano,M,401,989-3996,CRANSTON,RI,2920,M,N,90000,0.0,0,0,0
Hungse,Jarecki,M,802,529-6809,DANVILLE,VT,5828,M,N,40000,3.8009440000000003,0,6600,0
Bernold,Reddi,M,939,213-9173,MAYAGUEZ,PR,682,M,Y,100000,0.0,0,0,0
Eizyu,Wehrenberg,F,802,143-2292,MANCHESTER CENTER,VT,5255,M,Y,35000,3.7014668,0,6600,3300
Matrina,Osmon,M,908,684-9829,ELIZABETH,NJ,7201,S,N,75000,2.2673959999999997,1000,0,0
Venkata,Colombet,F,413,493-5725,LYNN,MA,1910,M,N,20000,5.3,0,7150,0
Hubertus,Tulley,M,857,743-6360,WETPORT,MA,2790,S,Y,25000,5.3,3575,0,1000
Sridhar,Highland,M,908,559-1966,WOODBRIDGE,NJ,7095,S,Y,80000,2.34625,1000,0,1500
Frances,Maccabe,F,401,174-4201,TIVERTON,RI,2878,S,N,25000,0.0,0,0,0
Chongjiang,Sirmakessis,M,908,766-2939,TOTOWA,NJ,7511,S,N,10000,1.4,1000,0,0
Serenella,Khayat,F,603,438-1846,GLENCLIFF,NH,3238,S,Y,10000,0.0,0,0,0
Maheswara,Specker,M,203,658-1816,TAFTVILLE,CT,6380,S,N,60000,5.0,12750,0,0
Grigore,Lidinsky,M,603,421-9290,BETHLEHEM,NH,3574,M,Y,90000,0.0,,0,0
Epaminondas,Uellner,F,787,322-9797,UTUADO,PR,641,M,Y,25000,0.0,0,0,0
Alfons,Getfert,F,603,225-8283,MARLBOROUGH,NH,3455,M,Y,10000,0.0,0,0,0
Yoshikane,Otterbein,F,207,729-1832,WALLAGRASS,ME,4781,M,N,40000,8.5,0,5700,0
Wieslaw,Koperski,M,802,485-5209,WEST RUPERT,VT,5776,M,Y,10000,3.6,0,6600,3300
Weifeng,Alberdi,F,603,500-5302,MADISON,NH,3849,M,N,10000,0.0,0,0,0
Cornelius,Elkadi,F,860,674-5517,WOODSTOCK VALLEY,CT,6282,M,N,10000,0.0,0,24500,0
Muffy,Basarab,M,207,452-5859,SOUTH BERWICK,ME,3908,M,Y,30000,8.5,j0,5700,2850
Rogelio,Flotzinger,M,207,811-3074,EAST PARSONSFIELD,kME,4028,M,Y,20000,8.5,0,5700,2850
Lucien,Musin,M,207,184-6772,EUSTIS,ME,4936,M,N,55000,8.5,0,5700,0
Kazuhito,Marquard,M,802,223-6684,EAST RANDOLPH,VT,5041,M,N,45000,3.9004214,0,6600,0
Tyler,Weiland,F,401,883-8087,CAROLINA,RI,2812,S,Y,85000,0.0,0,0,0
Shigeyuki,Minakawa,F,207,764-3909,ALFRED,ME,4002,M,Y,20000,8.5,0,5700,2850
Weihai,Rilling,M,551,356-7559,GLEN ROCK,NJ,7452,M,N,85000,2.4251041,0,2000,0
Fazel,Gudeman,F,203,802-5725,UNIONVILLE,CT,6087,M,Y,30000,5.0,0,24500,0
Shyue,McMahan,M,787,432-3281,FORT BUCHANAN,PR,934,S,Y,65000,0.0,0,0,0
Ahsan,Batzoglou,F,203,388-5177,GALES FERRY,CT,6335,S,N,95000,5.0,12750,0,0
Chern,Kabra,M,860,996-1357,GLASTONBURY,CT,6033,S,N,10000,0.0,12750,0,0
Wenyu,Vittorini,F,802,503-8746,MONKTON,VT,5469,M,N,45000,3.9004214,0,6600,0
Minsuk,Pacholski,F,774,880-2299,JAMAICA PLAIN,MA,2130,S,N,10000,5.3,3575,0,0
Geunmo,Pinkas,M,203,440-9787,WATERBURY,CT,6704,M,N,35000,5.0,0,24500,0
Xiaodong,Bina,M,802,317-7062,NORWICH,VT,5055,M,Y,55000,4.099376,0,6600,3300
Lalgudi,Pelletier,F,802,759-8783,BURLINGTON,VT,5408,M,N,75000,4.497285400000001,0,6600,0
Santos,Goodrum,F,802,839-4478,RIPTON,VT,5766,M,Y,40000,3.8009440000000003,0,6600,3300
Venkatesan,Bugaenko,M,207,685-4805,SAINT FRANCIS,ME,4774,S,Y,20000,8.5,2850,0,2850
Aleksey,Soceanu,M,207,923-8662,JEFFERSON,ME,4348,S,N,60000,8.5,2850,0,0
Mizuho,Razek,F,203,578-4089,WATERBURY,CT,6725,M,N,25000,5.0,0,24500,0
Sakthirel,Huhdanpaa,F,908,983-6310,PITMAN,NJ,8071,S,N,95000,2.5828125,1000,0,0
Alanoly,Facello,M,802,918-9679,HARTFORD,VT,5047,S,Y,15000,3.6,3300,0,3300
Ingbert,Paterakis,M,203,100-3309,NAUGATUCK,CT,6770,M,N,10000,0.0,0,24500,0
