fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
Nobu,Burgert,F,856,256-1077,SOUTH ORANGE,NJ,7079,S,Y,75000,2.267396,1000,0,1500
Zixiang,Tryon,F,603,455-4113,ROCHESTER,NH,3866,S,Y,80000,0.0,0,0,0
Rupal,Ogunyode,M,603,161-3624,GORHAM,NH,3581,M,N,50000,0.0,0,0,0
Simonetta,Obermaier,F,401,904-8834,SHANNOCK,RI,2875,M,Y,50000,0.0,0,0,0
Farooq,Lieblein,M,908,319-5953,OAK RIDGE,NJ,7438,S,Y,25000,1.4788542,1000,0,1500
Kanupriya,Benassi,F,860,374-8773,CLINTON,CT,6413,S,Y,10000,0.0,12750,0,0
Kazuto,Dershowitz,F,862,566-2277,ENGLEWOOD CLIFFS,NJ,7632,S,Y,90000,2.5039582,1000,0,1500
Amund,Guggino,M,724,282-9506,CONNEAUT LAKE,PA,16316,S,Y,90000,3.07,0,0,0
Bett,Groenboom,M,787,151-7751,SAN JUAN,PR,906,M,N,40000,0.0,0,0,0
Byung,Boynton,F,860,900-4516,BANTAM,CT,6750,M,N,5000,3.0,0,24500,0
Seema,Horspool,M,603,216-5807,HANOVER,NH,3755,M,Y,100000,0.0,0,0,0
Darwyn,Lingard,M,207,639-2405,WASHINGTON,ME,4574,M,N,80000,8.5,0,5700,0
Bill,Saleeb,M,202,592-8941,WASHINGTON,DC,20417,S,N,60000,9.0,1370,0,0
Naoya,Lakshmipathy,F,203,953-2621,HARTFORD,fCT,6153,S,Y,40000,5.0,12750,0,0
Sonia,Dybig,F,302,148-8810,CLAYMONT,DE,19703,M,N,70000,5.95,0,220,0
Rhonda,Brune,M,939,397-9546,BARRANQUITAS,PR,794,M,Y,35000,0.0,0,0,0
Xianzhi,Iacobovici,M,603,153-2468,WOODSTOCK,NH,3293,M,N,90000,0.0,0,0,0
Geard,Gabrielian,M,802,157-1379,WILLISTON,VT,5495,M,Y,90000,4.7957172,0,6600,3300
Rik,Hagerman,F,802,537-9750,WEST FAIRLEE,VT,5083,S,N,25000,3.6,3300,0,0
Yakkov,Coors,M,914,710-6935,NEW YORK,NY,10160,M,Y,85000,4.4460362999999985,0,0,1000
Fytton,Kumano,M,203,503-7115,COS COB,CT,6807,S,Y,35000,5.0,12750,0,0
Levent,Policriti,F,401,298-7525,BRADFORD,RI,2808,S,Y,65000,0.0,0,0,0
Arnie,Jelasity,M,908,391-3958,BAPTISTOWN,NJ,8803,M,Y,10000,1.4,0,2000,1500
Gisli,Lund,M,551,919-9572,IMLAYSTOWN,NJ,8526,S,N,5000,1.4,1000,0,0
Kokichi,Colliat,M,802,509-8213,WATERBURY,VT,5676,S,Y,70000,4.397808,3300,0,3300
Marisa,Clegg,M,814,243-1591,FRIEDENSBURG,PA,17933,S,Y,35000,3.07,0,0,0
Rossella,Lumsden,F,603,115-6116,SPOFFORD,NH,3462,M,Y,30000,0.0,0,0,0
Batoul,Hudlicka,F,860,314-1844,FAIRFIELD,CT,6824,S,N,5000,3.0,12750,0,0
Yiping,Rennels,F,845,827-5188,RUSSELL,NY,13684,S,Y,20000,4.0695124,0,0,1000
Waseem,Forys,M,908,650-3121,TRENTON,NJ,8605,M,N,10000,1.4,0,2000,0
Akshay,Millo,M,302,659-4739,NEWARK,DE,19712,S,N,75000,5.95,110,0,0
Toru,Gavoille,F,939,819-2748,PENUELAS,PR,624,S,Y,15000,0.0,0,0,0
Subhashish,Matteis,M,202,210-2493,WASHINGTON,DC,20045,M,N,90000,9.0,0,2740,0
Zhiwei,Kabalevsky,F,802,673-8652,EAST BURKE,VT,5832,M,N,15000,3.6,0,6600,0
Teck,DeTurk,M,802,765-9006,LOWELL,VT,5847,M,N,85000,4.69624,0,6600,0
Georghios,Wester,F,781,896-2073,READING,MA,1867,S,Y,75000,5.3,3575,0,1000
Elwyn,Murtha,F,802,827-4141,CALAIS,VT,5648,S,N,30000,3.6019895,3300,0,0
Huzefa,Haneke,F,401,652-2051,SAUNDERSTOWN,RI,2874,S,N,40000,0.0,0,0,0
Yunn,Cools,M,339,969-4164,FALMOUTH,MA,2540,S,N,80000,5.3,3575,0,0
Samir,Kompanek,F,202,789-6995,WASHINGTON,DC,20066,M,Y,95000,9.0,0,2740,1370
Wafi,Mattison,,207,737-4204,LITCHFIELD,ME,4350,M,Y,60000,8.5,0,5700,2850
Haijo,Niittylahti,F,724,706-6733,BENDERSVILLE,PA,17306,M,Y,15000,3.07,0,0,0
Nestoras,Bain,F,202,588-2836,WASHINGTON,DC,20319,S,Y,80000,9.0,1370,0,1370
Lilly,Tretiakoff,M,774,139-2152,LAKEVILLE,MA,2348,M,Y,95000,5.3,0,7150,1000
Xiaogang,Angel,M,551,362-4285,KENILWORTH,NJ,7033,M,Y,60000,2.0308332,0,2000,1500
Alyn,Giloi,M,339,137-9194,WEST WAREHAM,MA,2576,S,Y,80000,5.3,3575,0,1000
Teruhiko,Usdin,M,207,339-1349,ORRINGTON,ME,4474,M,N,90000,8.5,0,5700,0
Jaijeet,Dendrinos,M,207,875-6720,NORTH BRIDGTON,ME,4057,M,N,40000,8.5,0,5700,0
Changjie,Rutman,M,860,834-9286,RIVERSIDE,CT,6878,S,N,35000,5.0,12750,0,0
Silke,Tzannes,M,207,560-6892,WALPOLE,ME,4573,M,Y,100000,8.5,0,5700,2850
Vinay,Abella,F,339,759-7118,CENTERVILLE,MA,2632,S,Y,30000,5.3,3575,0,1000
Fereidoon,Rayside,M,401,625-3056,BRADFORD,RI,2808,S,N,45000,0.0,0,0,0
Akshay,Guck,M,939,569-1006,SAN JUAN,PR,931,S,N,35000,0.0,0,0,0
Olympia,Rosin,M,252,463-7991,BRISTOL,RI,2809,M,N,70000,0.0,0,0,0
Ives,Mobasher,M,610,965-7846,ENOLA,PA,17025,S,N,90000,3.07,0,0,0
Luuk,Dilger,F,401,919-8918,WEST KINGSTON,RI,2892,M,Y,15000,0.0,0,0,0
Athar,Dana,F,401,422-7629,PROVIDENCE,RI,2901,S,Y,20000,0.0,0,0,0
Marek,Casaubieilh,F,781,252-8444,NANTUCKET,MA,2554,S,N,80000,5.3,3575,0,0
Sergui,Subramanya,F,401,219-8302,,RI,2903,M,Y,45000,0.0,0,0,0
Mahadev,Schiefer,F,617,323-8286,SPRINGFIELD,MA,1133,S,N,30000,5.3,3575,0,0
Gurdeep,Pietrzak,M,202,241-1821,WASHINGTON,DC,20392,S,Y,100000,9.0,1370,0,1370
Hongyuan,Padman,F,202,452-4859,WASHINGTON,DC,20401,M,Y,20000,6.75,0,2740,1370
Deron,Mijia,F,302,175-1522,SEAFORD,DE,19973,S,Y,70000,5.95,110,0,110
Norival,Derks,M,802,697-7285,GROON,VT,5046,M,N,60000,4.1988535,0,,0
Marwan,Sylvan,M,603,473-8272,DUNBARTON,NH,3046,S,Y,10000,0.0,0,0,0
Costantine,Duc,M,207,946-2180,HEBRON,ME,4238,S,Y,45000,8.5,2850,0,2850
Tuyen,Creecy,M,240,583-9898,ELLERSLIE,MD,21529,S,N,15000,4.75,2400,0,0
Elisabeth,Slysz,F,401,237-3033,NEWPORT,RI,2841,M,N,25000,0.0,0,0,0
Takehiro,Popken,M,603,354-1504,DURHAM,NH,3824,M,Y,30000,0.0,0,0,0
Armin,Edmundson,M,802,308-5939,WINOOSKI,VT,5404,S,N,10000,3.6,3300,0,0
Hilan,Rubsam,F,939,579-3554,PONCE,PR,728,M,Y,85000,0.0,0,0,0
Kazufumi,Beth,F,718,138-3915,COMSTOCK,NY,12821,M,N,45000,4.2143292,0,0,0
Pyeong,Alpin,F,716,382-6004,PHOENICIA,NY,12464,S,N,80000,4.4170732,0,0,0
Fatemeh,Scedorov,F,802,308-8301,RANDOLPH,VT,5060,M,N,85000,4.69624,0,6600,0
Paliath,Imataki,F,202,537-8401,WASHINGTON,DC,20586,S,Y,55000,9.0,1370,0,1370
Alun,Nota,F,617,415-5828,GREEN HARBOR,MA,2041,M,Y,35000,5.3,0,7150,1000
Eduardus,Minoura,M,802,495-5301,JONESVILLE,VT,5466,S,N,75000,4.497285400000001,3300,0,0
Romulus,Tatsuta,F,856,928-7082,LINCROFT,NJ,7738,S,Y,90000,2.5039582,1000,0,1500
Joonoo,Heijenga,F,802,284-8473,SOUTH RYEGATE,VT,5069,M,N,15000,3.6,0,6600,0
Nacho,Haznedar,M,215,668-5516,HARRISBURG,PA,17126,M,N,5000,3.07,0,0,0
Yibin,America,F,617,890-4383,DEERFIELD,MA,1342,M,N,5000,5.3,0,7150,0
Youngbae,Scheidler,M,603,165-2211,SOUTH SUTTON,NH,3273,M,Y,85000,0.0,0,0,0
Claudio,Gabalda,F,802,419-9255,HYDEVILLE,VT,5750,M,Y,95000,4.8951945,0,6600,3300
Odette,Aluru,M,207,106-9919,CHEBEAGUE ISLAND,ME,4017,S,Y,15000,6.9580293000000015,2850,0,2850
Avishai,Dandapani,F,802,811-7906,ySHELBURNE,VT,5482,M,Y,20000,3.6,0,6600,3300
Ponnarasu,Murashita,F,603,248-1007,GLEN,NH,3838,M,Y,40000,0.0,0,0,0
Wijesuriya,Orgass,F,207,378-9364,JONESBORO,ME,4648,S,Y,50000,8.5,2850,0,2850
Horace,Chandhok,F,787,794-3082,SAN JUAN,PR,902,S,Y,35000,0.0,0,0,0
Marten,Ludolph,F,267,553-3947,WYNCOTE,PA,19095,M,Y,30000,3.07,0,0,0
Fereidoon,Salustowicz,M,781,404-7354,HEATH,MA,1346,M,Y,80000,5.3,0,7150,1000
Lorinda,Tomii,F,603,554-2788,GOFFSTOWN,NH,3045,S,Y,10000,0.0,0,0,0
Arding,Rousskov,M,443,437-7620,DUNDALK,MD,21222,M,N,75000,4.75,0,4800,0
Avner,Taghva,F,406,825-1188,JOLIET,MT,1907,S,Y,55000,6.9,1900,0,1900
Hafedh,Lupu,M,973,505-9351,LANDISVILLE,NJ,1907,S,Y,5000,1.4,1000,0,1500
Yoshifumi,Pokrovskii,M,712,475-4668,DES MOINES,IA,1907,S,N,15000,2.479763,40,0,0
Carma,Czaja,F,857,876-4704,BOYLSTON,MA,1907,M,N,100000,5.3,0,7150,0
Asser,Wijk,F,504,260-8812,METAIRIE,LA,1907,M,Y,80000,6.0,0,9000,1000
Hemang,Kreveld,F,980,704-1016,CRESTON,NC,1907,M,Y,15000,6.0472025999999985,0,6600,3300
Hamilton,Bentzien,M,210,669-2776,SAN JUAN,TX,1907,S,N,25000,0.0,0,0,0
Ulric,Bluthgen,M,607,629-2639,GLENMONT,NY,12077,M,Y,90000,4.475,0,0,1000
Rajaraman,Czezowski,M,207,924-9382,TEMPLE,ME,4984,M,Y,20000,8.5,0,5700,2850
Yichiang,Kaizoji,M,202,111-1699,WASHINGTON,DC,20051,M,Y,10000,4.5,0,2740,1370
Loic,Brookson,F,857,528-9156,READING,MA,1867,S,Y,20000,5.3,3575,0,1000
Sajoong,Giroux,F,603,768-6233,ANTRIM,NH,3440,M,N,25000,0.0,0,0,0
Rex,Yetim,M,203,203-2031,SOUTH WINDSOR,CT,6074,M,N,10000,0.0,0,24500,0
Antoin,Taha,M,302,148-6592,WOODSIDE,DE,19980,M,Y,100000,5.95,0,220,110
Guoping,Deminet,F,787,390-9973,CAROLINA,PR,979,S,Y,75000,0.0,0,0,0
Esti,Giarratana,F,207,174-9514,WESLEY,ME,4686,S,Y,55000,8.5,2850,0,2850
Manikya,Putzolu,M,401,660-8168,HARMONY,RI,2829,M,Y,55000,0.0,0,0,0
Laurie,Altiok,F,202,726-9030,WASHINGTON,DC,20413,S,N,30000,9.0,1370,0,0
Yehia,Nanard,F,939,372-5218,CATANO,PR,962,M,N,90000,0.0,0,0,0
Shigeaki,Birch,M,207,342-9991,EDDINGTON,ME,4428,M,Y,55000,8.5,0,5700,2850
Siyi,Raper,F,301,848-2852,GLEN ARM,MD,21057,S,N,35000,4.75,2400,0,0
Irmtraut,Clasen,F,603,977-9474,KEENE,NH,3435,M,N,75000,0.0,0,0,0
Cimarron,Thisen,F,302,154-8543,OCEAN VIEW,DE,19970,M,Y,60000,5.95,0,220,110
Bostjan,Franzblau,F,617,276-1107,SOUTHBRIDGE,MA,1550,S,Y,35000,5.3,3575,0,1000
Martina,Bogliolo,F,508,435-5052,RAYNHAM,MA,2767,M,N,10000,5.3,0,7150,0
Kouzou,Nadin,M,302,537-1430,OCEAN VIEW,DE,19970,M,Y,75000,5.95,***,220,110
Alexandr,Inari,M,860,266-8018,QUAKER HILL,CT,6375,M,Y,65000,5.0,0,24500,0
Meir,Jousselin,M,939,288-5852,CAROLINA,PR,984,M,N,40000,0.0,0,0,0
Heikki,Burroughs,F,207,305-6676,EASTPORT,ME,4631,M,N,5000,2.2135036,0,5700,0
Ronghao,Koyama,F,401,728-4251,WARWICK,RI,2887,M,N,95000,0.0,0,0,0
Jelena,Forti,F,610,969-2766,BLUE BALL,PA,17506,M,N,40000,3.07,0,0,0
Gift,Wachs,M,857,149-3318,SHUTESBURY,MA,1072,M,N,5000,5.3,0,7150,0
Linus,Maliniak,F,724,143-2367,MAINLAND,PA,19451,S,Y,50000,3.07,0,0,0
Pae,Pietracaprina,F,802,166-2477,TOPSHAM,VT,5076,S,Y,90000,4.7957172,3300,0,3300
Babette,Raffaeta,M,585,726-3737,NIAGARA FALLS,NY,14301,M,Y,20000,4.0695124,0,0,1000
Moreno,Seireg,M,914,291-8184,UNION HILL,NY,14563,M,N,20000,4.0695124,0,0,0
Soummya,Kornyak,M,508,146-2681,JAMAICA PLAIN,MA,2130,M,N,85000,5.3,0,7150,0
Shreesh,Serizawa,M,202,910-1948,WASHINGTON,DC,20546,S,Y,95000,9.0,1370,0,1370
Joanne,Dreger,M,860,475-7356,AMSTON,T,6231,S,Y,70000,5.0,12750,0,0
Imre,Noot,F,787,708-5419,QUEBRADILLAS,PR,678,S,N,45000,0.0,0,0,0
Goro,Loewenstein,M,202,847-3528,WASHINGTON,DC,20415,S,Y,25000,7.875,1370,0,1370
Seunghwan,Leban,F,202,110-6564,WASHINGTON,DC,20207,S,N,55000,9.0,1370,0,0
Parthasarathy,Brockmeyer,M,203,149-1590,STAMFORD,CT,6902,M,Y,85000,5.0,0,24500,0
Xuejun,Sweller,M,718,849-9078,CORNWALLVILLE,NY,12418,M,Y,70000,4.359146,0,0,1000
Lamber,Bhoedjang,M,203,347-3888,BRIDGEPORT,CT,6610,M,N,10000,0.0,0,24500,0
Takaharu,Bartschi,F,603,763-5850,EAST HAMPSTEAD,NH,3826,M,Y,35000,0.0,0,0,0
Joper,Dendorfer,F,202,510-4092,WASHINGTON,DC,20023,S,Y,90000,9.0,1370,0,1370
Nelma,Cadogan,F,207,120-6571,RAYMOND,ME,4071,M,Y,90000,8.5,0,5700,2850
Sangeeta,Dew,M,207,548-8188,LAMBERT LAKE,ME,4454,S,Y,70000,8.5,2850,0,
Jaeun,Sipusik,F,973,391-1983,EMERSON,NJ,7630,S,N,5000,1.4,1000,0,0
Nobo,Shneerson,M,917,803-9828,NEW YORK,NY,10048,M,Y,90000,4.475,0,0,1000
Mitchell,Duran,M,787,241-9918,LAS MARIAS,PR,670,S,N,35000,0.0,0,0,0
Gurudatta,Polupanov,F,787,634-7838,GUAYNABO,PR,966,M,Y,20000,0.0,0,0,0
Ilagit,Cacciabue,F,302,568-8363,WILMINGTON,DE,19803,S,Y,85000,5.95,110,0,110
Hoi,Kandogan,F,978,302-3883,PETERSHAM,MA,1366,M,N,45000,5.3,0,7150,0
Shubhendu,Balsters,F,410,252-5795,BUTLER,MD,21023,S,N,75000,4.75,2400,0,0
Friedemann,Berges,F,978,173-4404,BRAINTREE,MA,2184,S,N,10000,5.3,3575,0,0
Gurushankar,Agostini,F,207,665-8178,HULLS COVE,ME,4644,M,N,35000,8.5,0,5700,0
Bon,Reddi,F,401,561-9515,PROVIDENCE,RI,2908,M,N,70000,0.0,0,0,0
Steve,Salowe,M,484,670-3492,BLUE BELL,PA,19424,S,Y,5000,3.07,0,0,0
Hiroyasu,Ashley,F,202,997-3673,WASHINGTON,DC,20063,M,Y,80000,9.0,0,2740,1370
Heeseok,Daykin,F,908,889-1980,CEDARVILLE,NJ,8311,S,Y,85000,2.4251041,1000,0,1500
Wiebe,Pataki,F,718,502-9752,BROOKLYN,NY,11239,M,Y,100000,4.5329266,0,0,1000
Lishing,Tuecke,M,202,828-1422,WASHINGTON,DC,20460,M,Y,85000,9.0,0,2740,1370
Ingemar,Ang,M,401,400-6962,CUMBERLAND,RI,2864,S,N,45000,0.0,0,0,0
Manica,Nishanov,M,207,702-1747,SEBAGO,ME,4029,S,Y,55000,8.5,2850,0,2850
Sameet,Anderssen,F,202,755-1464,WASHINGTON,DC,20597,M,Y,80000,9.0,0,2740,1370
Garimella,McCluskey,M,401,981-8687,NORTH SMITHFIELD,RI,2896,M,N,5000,0.0,0,0,0
Ronit,Spenke,M,939,801-8889,CAROLINA,PR,979,M,N,80000,0.0,0,0,0
Toshitsugu,Flowers,F,787,962-5869,MOCA,PR,676,S,Y,40000,0.0,0,0,0
Nazanin,Reed,F,401,759-3363,PROVIDENCE,RI,2909,M,N,45000,0.0,0,0,0
Dhabaleswar,Pettorossi,F,787,380-5930,CEIBA,PR,735,S,N,70000,0.0,0,0,0
Adit,Vecchio,F,202,375-6661,WASHINGTON,DC,20015,S,Y,40000,9.0,1370,0,1370
Abe,Forti,M,551,324-8067,PORT ELIZABETH,NJ,8348,S,N,50000,1.873125,1000,0,0
Toneluh,Setliff,F,848,931-3382,WRIGHTSTOWN,,8562,M,N,50000,1.873125,0,2000,0
Rosli,Zolda,F,202,494-8528,WASHINGTON,DC,20558,M,Y,90000,9.0,0,2740,1370
Hamideh,Groenemans,F,202,102-7169,WASHINGTON,DC,20045,S,Y,50000,9.0,1370,0,1370
Gudrun,Bahk,M,603,974-7106,NASHUA,NH,3062,S,Y,95000,0.0,0,0,0
Nikolaus,Emele,F,862,540-1384,EDISON,NJ,8837,S,Y,65000,2.1096876,1000,0,1500
Yezdezard,Rathonyi,M,603,418-5151,BARTLETT,NH,3812,M,N,90000,0.0,0,0,0
Yinong,Hanafy,M,717,947-8355,PHILADELPHIA,PA,19106,S,N,95000,3.07,0,0,0
Ugis,Reggia,M,978,728-5414,LYNN,MA,1903,M,N,85000,5.3,0,7150,0
Arunprasad,Auddino,M,802,984-3903,CANAAN,VT,5903,S,N,60000,4.1988535,3300,0,0
Alejandro,Sessions,F,551,897-1430,NEW BRUNSWICK,NJ,8906,M,Y,25000,1.4788542,0,2000,1500
Rivka,Broch,F,302,719-2614,WILMINGTON,DE,19891,M,Y,5000,2.2,0,f220,110
Vincenza,Lalanne,M,202,180-1960,WASHINGTON,DC,20566,S,N,80000,9.0,1370,0,0
Baher,Dye,F,202,590-2406,WASHINGTON,DC,20417,M,Y,20000,6.75,0,2740,1370
Rohit,Brochard,F,401,838-3046,WYOMING,RI,2898,S,Y,20000,0.0,0,0,0
Egbert,Mukaidono,M,603,591-7064,HENNIKER,NH,3242,M,Y,50000,0.0,0,0,0
Hanqing,Inui,M,802,191-5777,WEST CHARLESTON,VT,5872,M,Y,90000,4.7957172,0,6600,3300
Eunsam,Serre,M,787,503-7681,MAYAGUEZ,PR,682,M,N,35000,0.0,0,0,0
Jirun,Herbst,F,631,568-8921,SOUTH OTSELIC,NY,13155,S,N,70000,4.359146,0,0,0
Huifen,Vrajitoru,M,774,504-1285,SOUTH YARMOUTH,MA,2664,M,Y,20000,5.3,0,7150,1000
Szots,Schang,M,802,126-8750,GLOVER,TV,5839,S,N,35000,3.7014668,3300,0,0
Gaid,Koutny,F,351,162-7087,GARDNER,MA,1440,S,Y,70000,5.3,3575,0,1000
Celso,Weissmarm,F,802,119-9544,BARTON,VT,5822,M,N,20000,3.6,0,6600,0
Doyne,Coppo,M,917,235-5047,OAKS CORNERS,NY,14518,M,Y,95000,4.5039635,0,0,1000
Kaushik,Mandelkern,F,917,174-6986,BIG FLATS,NY,14814,S,N,100000,4.5329266,0,0,0
Nihar,Monnard,M,351,901-8704,CAMBRIDGE,MA,2142,S,N,35000,5.3,3575,0,0
Krishnan,Widera,M,857,644-9133,CUMMINGTON,MA,1026,S,Y,100000,5.3,3575,0,1000
Xiaoqun,Althammer,M,878,289-7684,BURGETTSTOWN,PA,15021,M,N,5000,3.07,0,0,0
Pentti,Mittra,F,207,808-5962,MECHANIC FALLS,ME,4256,S,Y,20000,8.5,2850,0,2850
Davood,Chvatal,M,939,393-2454,TRUJILLO ALTO,PR,976,M,N,45000,0.0,0,0,0
Bartek,Therrien,M,202,824-3523,WASHINGTON,DC,20560,M,Y,80000,9.0,0,2740,1370
Ceri,Cardinael,F,202,261-7661,WASHINGTON,DC,20542,S,N,70000,9.0,1370,0,0
Douadi,Almasi,F,351,236-5644,HUBBARDSTON,MA,1452,M,N,10000,5.3,0,7150,0
Satoshi,Widmer,M,787,402-6973,GUAYAMA,PR,785,S,Y,25000,0.0,0,0,0
Eser,Reese,M,315,259-9578,LEICESTER,NY,14481,M,N,25000,4.0984755,0,0,0
Harumi,Clint,M,939,530-7177,LARES,PR,669,S,Y,20000,0.0,0,0,0
IlYoung,Baumslag,M,202,117-5694,WASHINGTON,DC,20097,S,N,20000,6.75,1370,0,0
Thad,Fushchich,M,201,545-5551,GARFIELD,NJ,7026,M,N,65000,2.1096876,0,2000,0
Pythagoras,Verhaegen,F,802,427-3908,BURLINGTON,VT,5402,M,Y,5000,3.6,0,6600,3300
Shinsuke,Uthaisombut,M,571,554-2962,PHILOMONT,VA,20131,S,Y,100000,5.75,900,0,900
Vagan,Gudeman,M,939,224-9733,SAN JUAN,PR,936,M,N,25000,0.0,0,0,0
Teruko,Reeves,F,802,123-3237,WARDSBORO,VT,5355,S,Y,50000,3.9998987,3300,0,3300
Francky,Berrada,F,207,113-3079,DENNYSVILLE,ME,4628,S,Y,15000,6.9580293000000015,2850,0,2850
Stacie,Hertzum,F,860,924-8683,HARTFORD,CT,6106,S,Y,45000,5.0,12750,0,0
Benn,Anson,F,351,793-9975,WENDELL,MA,1379,S,N,5000,5.3,3575,0,0
Linus,Tarlescu,F,802,421-6850,COVENTRY,VT,5825,S,N,40000,3.800944,3300,0,0
Harumi,Hameroff,M,802,370-9288,SAINT JOHNSBURY CENTER,VT,5863,M,N,35000,3.7014668,0,6600,0
Debendra,Sluis,M,860,839-5288,EAST HARTFORD,CT,6118,S,N,85000,5.0,12750,0,0
Licheng,Hagemann,F,207,304-9181,FREEPORT,ME,4034,S,N,100000,8.5,2850,0,0
Parto,Chelegatski,M,787,242-2287,SAN JUAN,PR,911,S,N,100000,0.0,0,0,0
Yih,Garratt,F,401,273-2066,ADAMSVILLE,RI,2801,M,N,95000,0.0,0,0,0
Taiichi,Voorhoeve,M,603,887-7196,WEST OSSIPEE,NH,3890,M,Y,50000,0.0,0,0,0
Liviu,Scharf,F,908,277-1979,NEWARK,NJ,7107,M,Y,95000,2.5828125,0,2000,1500
Nimish,Suomi,F,401,819-7844,PROVIDENCE,RI,2905,M,Y,100000,0.0,0,0,0
Pierre,Ruocco,M,856,362-3527,ELMER,NJ,8318,S,N,70000,2.1885417,1000,0,0
Zarko,Piccinini,M,302,468-3044,GREENWOOD,DE,19950,S,Y,40000,4.586364,110,0,110
Kati,Smallbone,M,939,540-2733,CIALES,PR,638,S,N,70000,0.0,,0,0
Okuhiko,Tiernan,M,802,852-4923,EAST MONTPELIER,VT,5651,S,Y,90000,4.7957172,3300,0,3300
Jasmina,Yfoulis,M,860,445-2425,HARTFORD,CT,6120,S,Y,90000,5.0,12750,0,0
Gesualdo,Bocchetti,M,203,907-4437,WATERTOWN,CT,6795,M,Y,95000,5.0,0,24500,0
Minkai,Terrat,M,203,153-2387,VOLUNTOWN,T,6384,S,N,75000,5.0,12750,0,0
Zhiqun,Ashman,F,724,433-4920,JAMES CREEK,PA,16657,M,N,65000,3.07,0,0,0
Diomidis,Arent,F,351,621-1324,GILL,MA,1354,M,Y,20000,5.3,0,7150,1000
Gesualdo,Easwarakumar,M,781,737-3080,ANDOVER,MA,1810,M,N,50000,5.3,0,7150,0
Arnim,Tjiang,M,860,403-9908,GREENS FARMS,CT,6838,M,Y,15000,5.0,0,24500,0
Kien,McCluskey,F,774,108-8565,WAKEFIELD,MA,1880,M,Y,10000,5.3,0,7150,1000
Farzin,Cerone,M,203,961-3273,HMPTON,TC,6247,S,Y,75000,5.0,12750,0,0
Sanping,Kroon,F,401,808-8916,JAMESTOWN,RI,2835,M,Y,60000,0.0,0,0,0
Surapol,Proskurowski,F,617,770-2697,CARVER,MA,2330,M,N,40000,5.3,0,7150,0
Osaaki,Helfrich,M,202,171-4669,WASHINGTON,DC,20289,M,N,10000,4.5,0,2740,0
Kazuya,Blumrich,F,339,313-6835,LITTLETON,MA,1460,M,N,20000,5.3,0,7150,0
Gwang,Roelofsen,M,401,338-5778,MIDDLETOWN,RI,2842,M,N,80000,0.0,0,0,0
Toomas,Sawant,F,848,135-4958,NEWPORT,NJ,8345,S,Y,70000,2.1885417,1000,0,1500
Haruaki,Schmittgen,,860,627-6822,MERIDEN,CT,6454,S,Y,20000,5.0,12750,0,0
Sahibsingh,Reisfelder,F,603,616-7363,WEARE,NH,3281,M,N,50000,0.0,0,,0
Nadia,Chenoweth,F,787,809-3252,CAGUAS,PR,725,M,N,70000,0.0,0,0,0
Ivan,Windeknecht,M,207,413-2561,PERRY,ME,4667,M,N,65000,8.5,0,5700,0
Junzhong,Schmalz,M,202,543-6829,WASHINGTON,DC,20073,M,Y,90000,9.0,0,2740,1370
Meenakshy,Monkewich,F,240,619-3807,GAITHERSBURG,MD,20879,M,Y,10000,4.75,0,4800,2400
van,Beal,F,607,153-2744,VALATIE,NY,12184,S,N,40000,4.1853657,0,0,0
Gulrukh,Herity,M,603,849-6768,DUNBARTON,NH,3046,M,Y,45000,0.0,0,0,0
Caroline,Handke,M,484,690-5818,PITTSBURGH,PA,15214,M,N,80000,3.07,0,0,0
Manuel,Chvalosky,F,401,815-8029,JAMESTOWN,RI,2835,S,Y,10000,0.0,0,0,0
Sangjin,Noll,F,202,954-5769,WASHINGTON,DC,20552,S,Y,70000,9.0,1370,0,1370
Jinshi,Mattern,F,802,226-1257,WOODSTOCK,VT,5091,S,N,10000,3.6,3300,0,0
Fuchun,Hassin,F,202,914-4731,WASHINGTON,DC,20262,S,Y,25000,7.875,1370,0,1370
Reimer,Blu,F,276,285-8315,WATERFORD,VA,20197,S,Y,95000,5.75,900,0,900
Changyuan,Souquieres,F,939,365-4390,OROCOVIS,PR,720,S,N,75000,0.0,0,0,0
Surjatini,Ruano,M,401,989-3996,CRANSTON,RI,2920,M,N,90000,0.0,0,0,0
Hungse,Jarecki,M,802,529-6809,DANVILLE,VT,5828,M,N,40000,3.800944,0,6600,0
Dechang,Battaglin,F,202,168-7879,WASHINGTON,DC,20056,S,N,100000,9.0,1370,0,0
Raz,Middeldorp,M,202,193-5118,WASHINGTON,DC,20593,M,Y,100000,9.0,0,2740,1370
Amitabha,Fudos,F,202,182-3977,WASHINGTON,DC,20534,S,N,50000,9.0,1370,0,0
Bernold,Reddi,M,939,213-9173,MAYAGUEZ,PR,682,M,Y,100000,0.0,0,0,0
Ashesh,Greitane,F,724,297-4328,,PA,18661,S,Y,5000,3.07,0,0,0
Eizyu,Wehrenberg,F,802,143-2292,MANCHESTER CENTER,VT,5255,M,Y,35000,3.7014668,0,6600,3300
Matrina,Osmon,M,908,684-9829,ELIZABETH,NJ,7201,S,N,75000,2.267396,1000,0,0
Venkata,Colombet,F,413,493-5725,LYNN,MA,1910,M,N,20000,5.3,0,7150,0
Sonoko,Haenni,F,202,143-9875,WASHINGTON,DC,20393,M,N,25000,7.875,0,2740,0
